route_name,sido,sigungu,start_addr_jibun,start_addr_road,start_lat,start_lon,end_lat,end_lon,length_km,width_m,road_type,is_official,road_id,is_wide_road,safety_index
선상서로1R-22,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-22_구미시,1,0.0468
선상서로1R-21,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-21_구미시,1,0.0468
선상서로1R-20,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-20_구미시,1,0.0468
선상서로1R-19,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-19_구미시,1,0.0468
선상서로1R-18,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-18_구미시,1,0.0468
선상서로1R-17,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-17_구미시,1,0.0468
선상서로1R-16,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-16_구미시,1,0.0468
선상서로1R-15,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-15_구미시,1,0.0468
선상서로1R-14,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-14_구미시,1,0.0468
선상서로1R-13,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-13_구미시,1,0.0468
선상서로1R-12,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-12_구미시,1,0.0468
선상서로1R-11,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-11_구미시,1,0.0468
선상서로1R-10,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-10_구미시,1,0.0468
선상서로1R-9,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-9_구미시,1,0.0468
선상서로1R-8,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-8_구미시,1,0.0468
선상서로1R-7,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-7_구미시,1,0.0468
선상서로1R-6,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-6_구미시,1,0.0468
선상서로1R-5,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-5_구미시,1,0.0468
선상서로1R-4,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-4_구미시,1,0.0468
선상서로1R-3,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-3_구미시,1,0.0468
선상서로1R-2,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-2_구미시,1,0.0468
선상서로1R-1,경상북도,구미시,,경상북도 구미시 선산읍 이문리 81-43,36.237609,128.293001,36.240589,128.281471,0.05,2.0,자전거보행자겸용도로,0,선상서로1R-1_구미시,1,0.0468
선산중앙로8길1L-4,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.240501,128.298271,0.04,2.0,자전거보행자겸용도로,0,선산중앙로8길1L-4_구미시,1,0.0468
선산중앙로8길1L-3,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.240501,128.298271,0.05,2.0,자전거보행자겸용도로,0,선산중앙로8길1L-3_구미시,1,0.0468
선산중앙로8길1L-2,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.240501,128.298271,0.05,2.0,자전거보행자겸용도로,0,선산중앙로8길1L-2_구미시,1,0.0468
선산중앙로8길1L-1,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.240501,128.298271,0.05,2.0,자전거보행자겸용도로,0,선산중앙로8길1L-1_구미시,1,0.0468
선산중앙로8길1R-4,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.240501,128.298271,0.04,2.0,자전거보행자겸용도로,0,선산중앙로8길1R-4_구미시,1,0.0468
선산중앙로8길1R-3,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.240501,128.298271,0.05,2.0,자전거보행자겸용도로,0,선산중앙로8길1R-3_구미시,1,0.0468
선산중앙로8길1R-2,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.240501,128.298271,0.05,2.0,자전거보행자겸용도로,0,선산중앙로8길1R-2_구미시,1,0.0468
선산중앙로8길1R-1,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.240501,128.298271,0.05,2.0,자전거보행자겸용도로,0,선산중앙로8길1R-1_구미시,1,0.0468
선상서로14길1L-10,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.03,2.0,자전거보행자겸용도로,0,선상서로14길1L-10_구미시,1,0.0467
선상서로14길1L-9,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1L-9_구미시,1,0.0468
선상서로14길1L-8,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1L-8_구미시,1,0.0468
선상서로14길1L-7,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1L-7_구미시,1,0.0468
선상서로14길1L-6,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1L-6_구미시,1,0.0468
선상서로14길1L-5,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1L-5_구미시,1,0.0468
선상서로14길1L-4,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1L-4_구미시,1,0.0468
선상서로14길1L-3,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1L-3_구미시,1,0.0468
선상서로14길1L-2,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1L-2_구미시,1,0.0468
선상서로14길1L-1,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1L-1_구미시,1,0.0468
선상서로14길1R-10,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.03,2.0,자전거보행자겸용도로,0,선상서로14길1R-10_구미시,1,0.0467
선상서로14길1R-9,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1R-9_구미시,1,0.0468
선상서로14길1R-8,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1R-8_구미시,1,0.0468
선상서로14길1R-7,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1R-7_구미시,1,0.0468
선상서로14길1R-6,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1R-6_구미시,1,0.0468
선상서로14길1R-5,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1R-5_구미시,1,0.0468
선상서로14길1R-4,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1R-4_구미시,1,0.0468
선상서로14길1R-3,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1R-3_구미시,1,0.0468
옥현로L,울산광역시,남구,,울산광역시 남구 무거동 499-10,,,,,0.08,2.5,,0,옥현로L_남구,1,0.0585
선상서로14길1R-2,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1R-2_구미시,1,0.0468
선상서로14길1R-1,경상북도,구미시,,경상북도 구미시 선산읍 이문리 629-5,36.239069,128.290818,36.240292,128.296071,0.05,2.0,자전거보행자겸용도로,0,선상서로14길1R-1_구미시,1,0.0468
교리길1L-3,경상북도,구미시,,경상북도 구미시 선산읍 교리 1107-1,36.248843,128.304252,36.248715,128.305889,0.03,2.0,자전거보행자겸용도로,0,교리길1L-3_구미시,1,0.0467
교리길1L-2,경상북도,구미시,,경상북도 구미시 선산읍 교리 1107-1,36.248843,128.304252,36.248715,128.305889,0.05,2.0,자전거보행자겸용도로,0,교리길1L-2_구미시,1,0.0468
교리길1L-1,경상북도,구미시,,경상북도 구미시 선산읍 교리 1107-1,36.248843,128.304252,36.248715,128.305889,0.05,2.0,자전거보행자겸용도로,0,교리길1L-1_구미시,1,0.0468
교리길1R-3,경상북도,구미시,,경상북도 구미시 선산읍 교리 1107-1,36.248843,128.304252,36.248715,128.305889,0.03,2.0,자전거보행자겸용도로,0,교리길1R-3_구미시,1,0.0467
교리길1R-2,경상북도,구미시,,경상북도 구미시 선산읍 교리 1107-1,36.248843,128.304252,36.248715,128.305889,0.05,2.0,자전거보행자겸용도로,0,교리길1R-2_구미시,1,0.0468
교리길1R-1,경상북도,구미시,,경상북도 구미시 선산읍 교리 1107-1,36.248843,128.304252,36.248715,128.305889,0.05,2.0,자전거보행자겸용도로,0,교리길1R-1_구미시,1,0.0468
동교길1L-13,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.04,2.0,자전거보행자겸용도로,0,동교길1L-13_구미시,1,0.0468
동교길1L-12,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-12_구미시,1,0.0468
동교길1L-11,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-11_구미시,1,0.0468
동교길1L-10,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-10_구미시,1,0.0468
동교길1L-9,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-9_구미시,1,0.0468
동교길1L-8,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-8_구미시,1,0.0468
동교길1L-7,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-7_구미시,1,0.0468
동교길1L-6,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-6_구미시,1,0.0468
동교길1L-5,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-5_구미시,1,0.0468
동교길1L-4,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-4_구미시,1,0.0468
동교길1L-3,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-3_구미시,1,0.0468
동교길1L-2,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-2_구미시,1,0.0468
동교길1L-1,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1L-1_구미시,1,0.0468
동교길1R-13,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.04,2.0,자전거보행자겸용도로,0,동교길1R-13_구미시,1,0.0468
동교길1R-12,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-12_구미시,1,0.0468
동교길1R-11,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-11_구미시,1,0.0468
동교길1R-10,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-10_구미시,1,0.0468
동교길1R-9,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-9_구미시,1,0.0468
중앙로R,울산광역시,남구,,울산광역시 남구 신정동 815-10,,,,,0.89,1.8,,0,중앙로R_남구,0,0.0446
동교길1R-8,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-8_구미시,1,0.0468
동교길1R-7,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-7_구미시,1,0.0468
동교길1R-6,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-6_구미시,1,0.0468
동교길1R-5,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-5_구미시,1,0.0468
동교길1R-4,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-4_구미시,1,0.0468
동교길1R-3,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-3_구미시,1,0.0468
동교길1R-2,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-2_구미시,1,0.0468
동교길1R-1,경상북도,구미시,,경상북도 구미시 선산읍 동부리 477,36.243246,128.303454,36.248843,128.304252,0.05,2.0,자전거보행자겸용도로,0,동교길1R-1_구미시,1,0.0468
남문로1L-11,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.04,2.0,자전거보행자겸용도로,0,남문로1L-11_구미시,1,0.0468
남문로1L-10,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-10_구미시,1,0.0468
남문로1L-9,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-9_구미시,1,0.0468
남문로1L-8,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-8_구미시,1,0.0468
남문로1L-7,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-7_구미시,1,0.0468
남문로1L-6,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-6_구미시,1,0.0468
남문로1L-5,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-5_구미시,1,0.0468
남문로1L-4,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-4_구미시,1,0.0468
남문로1L-3,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-3_구미시,1,0.0468
남문로1L-2,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-2_구미시,1,0.0468
남문로1L-1,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1L-1_구미시,1,0.0468
남문로1R-11,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.04,2.0,자전거보행자겸용도로,0,남문로1R-11_구미시,1,0.0468
남문로1R-10,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-10_구미시,1,0.0468
남문로1R-9,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-9_구미시,1,0.0468
남문로1R-8,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-8_구미시,1,0.0468
남문로1R-7,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-7_구미시,1,0.0468
남문로1R-6,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-6_구미시,1,0.0468
남문로1R-5,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-5_구미시,1,0.0468
남문로1R-4,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-4_구미시,1,0.0468
남문로1R-3,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-3_구미시,1,0.0468
남문로1R-2,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-2_구미시,1,0.0468
남문로1R-1,경상북도,구미시,,경상북도 구미시 선산읍 동부리 485-2,36.242816,128.301298,36.237808,128.302561,0.05,2.0,자전거보행자겸용도로,0,남문로1R-1_구미시,1,0.0468
선산중앙로3L-6,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.04,2.0,자전거보행자겸용도로,0,선산중앙로3L-6_구미시,1,0.0468
선산중앙로3L-5,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.05,2.0,자전거보행자겸용도로,0,선산중앙로3L-5_구미시,1,0.0468
선산중앙로3L-4,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.04,2.0,자전거보행자겸용도로,0,선산중앙로3L-4_구미시,1,0.0468
선산중앙로3L-3,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.05,2.0,자전거보행자겸용도로,0,선산중앙로3L-3_구미시,1,0.0468
선산중앙로3L-2,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.05,2.0,자전거보행자겸용도로,0,선산중앙로3L-2_구미시,1,0.0468
선산중앙로3L-1,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.05,2.0,자전거보행자겸용도로,0,선산중앙로3L-1_구미시,1,0.0468
선산중앙로3R-6,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.04,2.0,자전거보행자겸용도로,0,선산중앙로3R-6_구미시,1,0.0468
선산중앙로3R-5,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.05,2.0,자전거보행자겸용도로,0,선산중앙로3R-5_구미시,1,0.0468
선산중앙로3R-4,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.04,2.0,자전거보행자겸용도로,0,선산중앙로3R-4_구미시,1,0.0468
선산중앙로3R-3,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.05,2.0,자전거보행자겸용도로,0,선산중앙로3R-3_구미시,1,0.0468
선산중앙로3R-2,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.05,2.0,자전거보행자겸용도로,0,선산중앙로3R-2_구미시,1,0.0468
선산중앙로3R-1,경상북도,구미시,,경상북도 구미시 선산읍 동부리 525-1,36.242971,128.302017,36.243569,128.305188,0.05,2.0,자전거보행자겸용도로,0,선산중앙로3R-1_구미시,1,0.0468
선산중앙로2L-14,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.04,2.0,자전거보행자겸용도로,0,선산중앙로2L-14_구미시,1,0.0468
선산중앙로2L-13,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-13_구미시,1,0.0468
선산중앙로2L-12,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-12_구미시,1,0.0468
선산중앙로2L-11,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-11_구미시,1,0.0468
선산중앙로2L-10,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-10_구미시,1,0.0468
선산중앙로2L-9,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-9_구미시,1,0.0468
선산중앙로2L-8,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-8_구미시,1,0.0468
선산중앙로2L-7,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-7_구미시,1,0.0468
선산중앙로2L-6,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-6_구미시,1,0.0468
선산중앙로2L-5,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-5_구미시,1,0.0468
선산중앙로2L-4,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-4_구미시,1,0.0468
선산중앙로2L-3,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-3_구미시,1,0.0468
선산중앙로2L-2,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-2_구미시,1,0.0468
선산중앙로2L-1,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2L-1_구미시,1,0.0468
선산중앙로2R-14,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.04,2.0,자전거보행자겸용도로,0,선산중앙로2R-14_구미시,1,0.0468
선산중앙로2R-13,경상북도,구미시,,경상북도 구미시 선산읍 이문리 44-1,36.240292,128.296071,36.242971,128.302017,0.05,2.0,자전거보행자겸용도로,0,선산중앙로2R-13_구미시,1,0.0468
