route_name,sido,sigungu,start_addr_jibun,start_addr_road,start_lat,start_lon,end_lat,end_lon,length_km,width_m,road_type,is_official,road_id,is_wide_road,safety_index
인동19길1R-3,경상북도,구미시,,경상북도 구미시 인의동 724,36.100801,128.427201,36.096201,128.433701,0.05,2.5,자전거보행자겸용도로,0,인동19길1R-3_구미시,1,0.0585
인동19길1R-2,경상북도,구미시,,경상북도 구미시 인의동 724,36.100801,128.427201,36.096201,128.433701,0.05,2.5,자전거보행자겸용도로,0,인동19길1R-2_구미시,1,0.0585
인동19길1R-1,경상북도,구미시,,경상북도 구미시 인의동 724,36.100801,128.427201,36.096201,128.433701,0.05,2.5,자전거보행자겸용도로,0,인동19길1R-1_구미시,1,0.0585
인동36길3L-14,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-14_구미시,1,0.0585
인동36길3L-13,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-13_구미시,1,0.0585
인동36길3L-12,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-12_구미시,1,0.0585
인동36길3L-11,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-11_구미시,1,0.0585
인동36길3L-10,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-10_구미시,1,0.0585
인동36길3L-9,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-9_구미시,1,0.0585
인동36길3L-8,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-8_구미시,1,0.0585
인동36길3L-7,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-7_구미시,1,0.0585
인동36길3L-6,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-6_구미시,1,0.0585
인동36길3L-5,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-5_구미시,1,0.0585
인동36길3L-4,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-4_구미시,1,0.0585
인동36길3L-3,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-3_구미시,1,0.0585
인동36길3L-2,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-2_구미시,1,0.0585
인동36길3L-1,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3L-1_구미시,1,0.0585
인동36길3R-14,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-14_구미시,1,0.0585
인동36길3R-13,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-13_구미시,1,0.0585
인동36길3R-12,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-12_구미시,1,0.0585
인동36길3R-11,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-11_구미시,1,0.0585
인동36길3R-10,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-10_구미시,1,0.0585
인동36길3R-9,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-9_구미시,1,0.0585
인동36길3R-8,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-8_구미시,1,0.0585
인동36길3R-7,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-7_구미시,1,0.0585
인동36길3R-6,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-6_구미시,1,0.0585
정동로R,울산광역시,남구,,울산광역시 남구 삼산동 1610,,,,,0.25,1.8,,0,정동로R_남구,0,0.0427
인동36길3R-5,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-5_구미시,1,0.0585
인동36길3R-4,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-4_구미시,1,0.0585
인동36길3R-3,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-3_구미시,1,0.0585
인동36길3R-2,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-2_구미시,1,0.0585
인동36길3R-1,경상북도,구미시,,경상북도 구미시 인의동 1011,36.096201,128.433701,36.089701,128.430601,0.05,2.5,자전거보행자겸용도로,0,인동36길3R-1_구미시,1,0.0585
인동26길1L-16,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-16_구미시,1,0.0585
인동26길1L-15,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-15_구미시,1,0.0585
인동26길1L-14,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-14_구미시,1,0.0585
인동26길1L-13,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-13_구미시,1,0.0585
인동26길1L-12,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-12_구미시,1,0.0585
인동26길1L-11,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-11_구미시,1,0.0585
인동26길1L-10,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-10_구미시,1,0.0585
인동26길1L-9,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-9_구미시,1,0.0585
인동26길1L-8,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-8_구미시,1,0.0585
인동26길1L-7,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-7_구미시,1,0.0585
인동26길1L-6,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-6_구미시,1,0.0585
인동26길1L-5,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-5_구미시,1,0.0585
인동26길1L-4,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-4_구미시,1,0.0585
인동26길1L-3,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-3_구미시,1,0.0585
인동26길1L-2,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-2_구미시,1,0.0585
인동26길1L-1,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1L-1_구미시,1,0.0585
인동26길1R-16,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-16_구미시,1,0.0585
인동26길1R-15,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-15_구미시,1,0.0585
인동26길1R-14,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-14_구미시,1,0.0585
인동26길1R-13,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-13_구미시,1,0.0585
인동26길1R-12,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-12_구미시,1,0.0585
인동26길1R-11,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-11_구미시,1,0.0585
정동로L,울산광역시,남구,,울산광역시 남구 삼산동 1608,,,,,0.25,2.0,,0,정동로L_남구,1,0.0474
인동26길1R-10,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-10_구미시,1,0.0585
인동26길1R-9,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-9_구미시,1,0.0585
인동26길1R-8,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-8_구미시,1,0.0585
인동26길1R-7,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-7_구미시,1,0.0585
인동26길1R-6,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-6_구미시,1,0.0585
인동26길1R-5,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-5_구미시,1,0.0585
인동26길1R-4,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-4_구미시,1,0.0585
인동26길1R-3,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-3_구미시,1,0.0585
인동26길1R-2,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-2_구미시,1,0.0585
인동26길1R-1,경상북도,구미시,,경상북도 구미시 인의동 726,36.097701,128.430801,36.092301,128.424201,0.05,2.5,자전거보행자겸용도로,0,인동26길1R-1_구미시,1,0.0585
인동20길3L-5,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.01,2.5,자전거보행자겸용도로,0,인동20길3L-5_구미시,1,0.0583
인동20길3L-4,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.05,2.5,자전거보행자겸용도로,0,인동20길3L-4_구미시,1,0.0585
인동20길3L-3,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.05,2.5,자전거보행자겸용도로,0,인동20길3L-3_구미시,1,0.0585
인동20길3L-2,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.05,2.5,자전거보행자겸용도로,0,인동20길3L-2_구미시,1,0.0585
인동20길3L-1,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.05,2.5,자전거보행자겸용도로,0,인동20길3L-1_구미시,1,0.0585
인동20길3R-5,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.01,2.5,자전거보행자겸용도로,0,인동20길3R-5_구미시,1,0.0583
인동20길3R-4,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.05,2.5,자전거보행자겸용도로,0,인동20길3R-4_구미시,1,0.0585
인동20길3R-3,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.05,2.5,자전거보행자겸용도로,0,인동20길3R-3_구미시,1,0.0585
인동20길3R-2,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.05,2.5,자전거보행자겸용도로,0,인동20길3R-2_구미시,1,0.0585
인동20길3R-1,경상북도,구미시,,경상북도 구미시 인의동 729,36.099601,128.428701,36.095501,128.423601,0.05,2.5,자전거보행자겸용도로,0,인동20길3R-1_구미시,1,0.0585
인동36길2L-28,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.02,4.0,자전거보행자겸용도로,0,인동36길2L-28_구미시,1,0.0934
인동36길2L-27,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-27_구미시,1,0.0935
인동36길2L-26,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-26_구미시,1,0.0935
인동36길2L-25,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-25_구미시,1,0.0935
인동36길2L-24,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-24_구미시,1,0.0935
인동36길2L-23,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-23_구미시,1,0.0935
인동36길2L-22,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-22_구미시,1,0.0935
두왕천,울산광역시,남구,,울산광역시 남구 두왕동 777-15,,,,,1.0,1.2,,0,두왕천_남구,0,0.031
인동36길2L-21,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-21_구미시,1,0.0935
인동36길2L-20,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-20_구미시,1,0.0935
인동36길2L-19,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-19_구미시,1,0.0935
인동36길2L-18,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-18_구미시,1,0.0935
인동36길2L-17,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-17_구미시,1,0.0935
인동36길2L-16,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-16_구미시,1,0.0935
인동36길2L-15,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-15_구미시,1,0.0935
인동36길2L-14,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-14_구미시,1,0.0935
인동36길2L-13,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-13_구미시,1,0.0935
인동36길2L-12,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-12_구미시,1,0.0935
인동36길2L-11,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-11_구미시,1,0.0935
인동36길2L-10,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-10_구미시,1,0.0935
인동36길2L-9,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-9_구미시,1,0.0935
인동36길2L-8,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-8_구미시,1,0.0935
인동36길2L-7,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-7_구미시,1,0.0935
인동36길2L-6,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-6_구미시,1,0.0935
인동36길2L-5,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-5_구미시,1,0.0935
인동36길2L-4,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-4_구미시,1,0.0935
인동36길2L-3,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-3_구미시,1,0.0935
인동36길2L-2,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-2_구미시,1,0.0935
인동36길2L-1,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.0,자전거보행자겸용도로,0,인동36길2L-1_구미시,1,0.0935
인동36길2R-28,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.02,4.5,자전거보행자겸용도로,0,인동36길2R-28_구미시,1,0.105
인동36길2R-27,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-27_구미시,1,0.1051
인동36길2R-26,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-26_구미시,1,0.1051
인동36길2R-25,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-25_구미시,1,0.1051
인동36길2R-24,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-24_구미시,1,0.1051
인동36길2R-23,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-23_구미시,1,0.1051
테크노산업로R,울산광역시,남구,,울산광역시 울주군 청량읍 개곡리 785-59,,,,,2.2,1.2,,0,테크노산업로R_남구,0,0.0346
인동36길2R-22,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-22_구미시,1,0.1051
인동36길2R-21,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-21_구미시,1,0.1051
인동36길2R-20,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-20_구미시,1,0.1051
인동36길2R-19,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-19_구미시,1,0.1051
인동36길2R-18,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-18_구미시,1,0.1051
인동36길2R-17,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-17_구미시,1,0.1051
인동36길2R-16,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-16_구미시,1,0.1051
인동36길2R-15,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-15_구미시,1,0.1051
인동36길2R-14,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-14_구미시,1,0.1051
인동36길2R-13,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-13_구미시,1,0.1051
인동36길2R-12,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-12_구미시,1,0.1051
인동36길2R-11,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-11_구미시,1,0.1051
인동36길2R-10,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-10_구미시,1,0.1051
인동36길2R-9,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-9_구미시,1,0.1051
인동36길2R-8,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-8_구미시,1,0.1051
인동36길2R-7,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-7_구미시,1,0.1051
인동36길2R-6,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-6_구미시,1,0.1051
인동36길2R-5,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-5_구미시,1,0.1051
인동36길2R-4,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-4_구미시,1,0.1051
인동36길2R-3,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-3_구미시,1,0.1051
인동36길2R-2,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-2_구미시,1,0.1051
인동36길2R-1,경상북도,구미시,,경상북도 구미시 진평동 1087,36.090789,128.431151,36.092551,128.442921,0.05,4.5,자전거보행자겸용도로,0,인동36길2R-1_구미시,1,0.1051
인동20길2L-18,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.03,2.5,자전거보행자겸용도로,0,인동20길2L-18_구미시,1,0.0584
인동20길2L-17,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-17_구미시,1,0.0585
인동20길2L-16,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-16_구미시,1,0.0585
인동20길2L-15,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-15_구미시,1,0.0585
인동20길2L-14,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-14_구미시,1,0.0585
테크노산업로L,울산광역시,남구,,울산광역시 남구 옥동 5-7,,,,,2.2,1.2,,0,테크노산업로L_남구,0,0.0346
인동20길2L-13,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-13_구미시,1,0.0585
인동20길2L-12,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-12_구미시,1,0.0585
인동20길2L-11,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-11_구미시,1,0.0585
인동20길2L-10,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-10_구미시,1,0.0585
인동20길2L-9,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-9_구미시,1,0.0585
인동20길2L-8,경상북도,구미시,,경상북도 구미시 진평동 207,36.095423,128.423587,36.090789,128.431151,0.05,2.5,자전거보행자겸용도로,0,인동20길2L-8_구미시,1,0.0585
