name,category,sub_category,sido,address,lat,lon,source
딸기가좋아 키즈카페 용인점,kculture,theme_park,경기도,"경기도 용인시 처인구 중부대로 1294, 3층 301호 (역북동)",37.23551793,127.188308434,public
잼몬스터키즈카페,kculture,theme_park,경기도,"경기도 용인시 수지구 신봉1로 165, 동광프라자, 4층 (신봉동)",37.327793158,127.06863033,public
롤리폴리 풍덕천점,kculture,theme_park,경기도,"경기도 용인시 수지구 풍덕천로129번길 15, 2층 (풍덕천동)",37.324512881,127.094847567,public
나만의 키즈카페 수지점,kculture,theme_park,경기도,"경기도 용인시 수지구 신봉1로48번길 17, 골드프라자 202호 (신봉동)",37.323498259,127.079982491,public
모넬로 용인처인점,kculture,theme_park,경기도,"경기도 용인시 처인구 고림로 140, 용인축산농협 2층 (고림동)",37.243954766,127.219482723,public
플레이풀 용인,kculture,theme_park,경기도,"경기도 용인시 처인구 남사읍 한숲로 45, B동 5층",37.152818847,127.170046427,public
플레이월드 용인키즈카페,kculture,theme_park,경기도,"경기도 용인시 기흥구 중부대로 184, 힉스유타워 A동 B181호 (영덕동)",37.269138343,127.090581229,public
제니스 키즈카페 용인점,kculture,theme_park,경기도,경기도 용인시 처인구 임원로 118 (고림동),37.257593491,127.224268086,public
캠프1361,kculture,theme_park,경기도,경기도 용인시 처인구 원삼면 보개원삼로 1361,37.119087101,127.306979092,public
한터농원영농조합법인,kculture,theme_park,경기도,"경기도 용인시 처인구 양지읍 대대로 110, 한터조랑말목장",37.27068652,127.265415375,public
코끼리방울,kculture,theme_park,경기도,"경기도 용인시 기흥구 동백중앙로 225-6, 쥬네브스타월드빌딩 가동 3층 302호 (중동)",37.273966686,127.150175866,public
점핑몬스터 용인풍덕천점,kculture,theme_park,경기도,"경기도 용인시 수지구 수풍로 65, 지하2층 B201~208, B220~221호 (풍덕천동)",37.329805307,127.092362139,public
애니멀클럽,kculture,theme_park,경기도,"경기도 용인시 수지구 신봉1로347번길 12, B동 2층 (신봉동)",37.332668543,127.050210956,public
키즈게임 앤 커피,kculture,theme_park,경기도,"경기도 용인시 기흥구 민속촌로 90, 한국민속촌 (보라동)",37.256893099,127.118676135,public
챌린지캠프,kculture,theme_park,경기도,"경기도 용인시 수지구 용구대로 2750, 지하동 2층 202호 (죽전동, 용인 죽전 효성해링턴 플레이스)",37.331244095,127.109476518,public
용인자연숲 관광농원,kculture,theme_park,경기도,경기도 용인시 처인구 원삼면 원양로591번길 93-28,37.207052439,127.310487098,public
용인밤골캠핑장,kculture,theme_park,경기도,경기도 용인시 처인구 원삼면 죽양대로1650번길 2-43,37.18704204,127.334931505,public
킹오락실,kculture,theme_park,경기도,"경기도 용인시 수지구 광교중앙로296번길 14, 광교푸르지오시티3단지 2층 202호203호 (상현동)",37.297110816,127.070168571,public
(주)나인힐스,kculture,theme_park,경기도,경기도 용인시 처인구 원삼면 보개원삼로1372번길 41,37.117734394,127.313187888,public
농업회사법인 승건관광농원(주),kculture,theme_park,경기도,경기도 용인시 처인구 원삼면 보개원삼로 1361-2,37.118183566,127.305767012,public
(주)캠핑야미,kculture,theme_park,경기도,경기도 용인시 처인구 남사읍 전궁로95번길 89,37.107945492,127.143086273,public
용인 미르힐,kculture,theme_park,경기도,경기도 용인시 처인구 모현읍 초부로 215-7,37.315454857,127.265210594,public
농업법인주식회사 소풍캠핑장,kculture,theme_park,경기도,경기도 용인시 처인구 이동읍 경기동로785번길 30,37.133654555,127.205597712,public
(주)룰루랄라,kculture,theme_park,경기도,경기도 용인시 처인구 남사읍 통삼로 271,37.123017095,127.130326104,public
점핑파크 죽전점,kculture,theme_park,경기도,"경기도 용인시 수지구 대지로 58, 선진포리스트 가동 5층 501호 (죽전동)",37.328451177,127.114920434,public
(주)바운스 용인센터,kculture,theme_park,경기도,"경기도 용인시 기흥구 구성로 124, 4층 (언남동)",37.292333835,127.122302991,public
꽃주렁나무주렁캠핑장,kculture,theme_park,경기도,경기도 용인시 처인구 이동읍 경기동로1024번길 43,37.1141357,127.209509833,public
(주)플레이영,kculture,theme_park,경기도,"경기도 용인시 기흥구 구갈로72번길 10-1, 그랜드프라자 8층 801호 (구갈동)",37.280409926,127.112471413,public
어썸월드 용인,kculture,theme_park,경기도,경기도 용인시 처인구 임원로 130-2 (고림동),37.258769637,127.224308571,public
스마일주니어 기흥,kculture,theme_park,경기도,"경기도 용인시 기흥구 구갈로 70, 메가타운 9층 901-1호 (구갈동)",37.280544129,127.111678682,public
베이비아일랜드,kculture,theme_park,경기도,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점, 롯데캐슬골드타운 오피스텔 3층 (성복동)",37.312902031,127.081434408,public
마이엔젤키즈카페,kculture,theme_park,경기도,"경기도 파주시 청암로17번길 21, 월드타워 5차 7층 (목동동)",37.729516236,126.735100335,public
하루정원펜션,kculture,theme_park,경기도,경기도 파주시 법원읍 자운서원로 266,37.866647643,126.861667679,public
WJ펜션,kculture,theme_park,경기도,경기도 파주시 파평면 장승배기로268번길 117-1,37.887457024,126.821137989,public
에듀퐁키키 키즈카페,kculture,theme_park,경기도,"경기도 파주시 와석순환로 133, 형성프라자 7층 701호 (동패동)",37.712146975,126.745129428,public
더스파,kculture,theme_park,경기도,"경기도 파주시 경의로 1080, 명동프라자 7층 (야당동)",37.713850641,126.759943062,public
라라라본,kculture,theme_park,경기도,"경기도 파주시 교하로159번길 45, 힐링빌딩 4층 403호 (목동동)",37.723951975,126.74045517,public
별헤는 밤 펜션,kculture,theme_park,경기도,경기도 파주시 법원읍 만월로 505-35,37.894358437,126.924392772,public
마린펜션,kculture,theme_park,경기도,경기도 파주시 법원읍 만월로 505-18,37.895158019,126.925306649,public
한옥마을 살림채,kculture,theme_park,경기도,경기도 파주시 소라지로327번길 126-20 (송촌동),37.754614727,126.688776021,public
헬로방방 파주금릉점,kculture,theme_park,경기도,"경기도 파주시 금빛로 27, 광장프라자 8층 801~807호 (금촌동)",37.752227641,126.766313451,public
신세계아울렛 파주 챔피언,kculture,theme_park,경기도,"경기도 파주시 탄현면 필승로 200, 파주프리미엄아울렛 3층 701호",37.769360389,126.695394997,public
VRocket,kculture,theme_park,경기도,"경기도 파주시 탄현면 필승로 200, 파주프리미엄아울렛 1층",37.769360389,126.695394997,public
농업회사법인 동화(주),kculture,theme_park,경기도,경기도 파주시 파평면 파평산로363번길 32-9,37.888841041,126.838118133,public
밤골캠핑장,kculture,theme_park,경기도,경기도 파주시 파평면 장승배기로268번길 141,37.887535148,126.822190476,public
초리포레스트,kculture,theme_park,경기도,경기도 파주시 법원읍 초리골길 456-55,37.864688131,126.902695296,public
(주)지앤지스파,kculture,theme_park,경기도,"경기도 파주시 가나무로 143, 파주메트로프라자 6층 (금릉동)",37.754518419,126.781266935,public
파주쇠꼴마을영농조합법인,kculture,theme_park,경기도,경기도 파주시 법원읍 술이홀로 1338-38,37.885681226,126.879392954,public
느티나무그늘아래캠핑장,kculture,theme_park,경기도,경기도 파주시 문산읍 사목로108번길 63-11,37.875816516,126.756529699,public
아이랑키즈카페,kculture,theme_park,경기도,"경기도 파주시 조리읍 통일로 325, 4층",37.744246062,126.808370857,public
가을노을,kculture,theme_park,경기도,경기도 파주시 탄현면 새오리로161번길 74-11,37.800433039,126.68431135,public
하이헤이리(예술아노올자),kculture,theme_park,경기도,"경기도 파주시 탄현면 헤이리마을길 93-75, 더스텝B동 B1",37.791507199,126.696168182,public
DMZ 생생누리,kculture,theme_park,경기도,"경기도 파주시 문산읍 임진각로 148-57, 한반도 생태평화 종합 관광센터",37.890529987,126.739720008,public
쥬라리움,kculture,theme_park,경기도,"경기도 파주시 탄현면 새오리로 69, 2층",37.790402875,126.685066715,public
파주캠핑장,kculture,theme_park,경기도,경기도 파주시 탄현면 방촌로628번길 25-45,37.802173706,126.721736791,public
브릭스,kculture,theme_park,경기도,"경기도 파주시 청암로17번길 17, 홈플러스 파주운정점 3층 (목동동)",37.729503139,126.73680236,public
도란도란,kculture,theme_park,경기도,경기도 파주시 소라지로327번길 135 (송촌동),37.755536524,126.688134986,public
퍼플 주니어 키즈카페 운정점,kculture,theme_park,경기도,"경기도 파주시 경의로 1208, 10층 (와동동)",37.725286168,126.761505834,public
꼬마대통령 파주운정점,kculture,theme_park,경기도,"경기도 파주시 초롱꽃로 139, 601호 (동패동)",37.712621077,126.719680011,public
펀앤펀캠프 주식회사,kculture,theme_park,경기도,경기도 파주시 문산읍 방촌로 1213-20,37.839079931,126.745705584,public
아이캠프,kculture,theme_park,경기도,경기도 파주시 파주읍 바리골길 360,37.852480374,126.827194401,public
플레이월드 파주점,kculture,theme_park,경기도,"경기도 파주시 문발로 233, A.은하관 (문발동)",37.715165701,126.687514607,public
(주)점핑몬스터 운정직영점,kculture,theme_park,경기도,"경기도 파주시 초롱꽃로 117-36, 7층 702~713호 (동패동)",37.712917237,126.715578348,public
브레드이발소 키즈카페,kculture,theme_park,경기도,"경기도 파주시 가람로 124, 봉명타워 (와동동)",37.737115552,126.76344803,public
농업회사법인 주식회사 주안농원,kculture,theme_park,경기도,경기도 파주시 법원읍 자운서원로 110,37.858532454,126.87340347,public
베베빌리지,kculture,theme_park,경기도,"경기도 파주시 가람로 6, 월드타워 4층 404호 (와동동)",37.733268531,126.751028866,public
사파리체험테마파크,kculture,theme_park,경기도,"경기도 파주시 탄현면 헤이리마을길 93-75, 집에안갈래 2층",37.791507199,126.696168182,public
(주)어메이징 빌리지,kculture,theme_park,경기도,경기도 파주시 문산읍 사임당로 75,37.863160999,126.800952687,public
(주)해브펀,kculture,theme_park,경기도,경기도 파주시 월롱면 도감로 130,37.791203474,126.799789549,public
무지개캠핑장,kculture,theme_park,경기도,경기도 파주시 광탄면 부흥로 206-9,37.801646266,126.870302528,public
킴앤리체험박물관,kculture,theme_park,경기도,경기도 파주시 탄현면 헤이리마을길 59-78,37.790579088,126.695657892,public
점프팡팡,kculture,theme_park,경기도,경기도 파주시 문산읍 당동2로 7,37.868003372,126.784355526,public
귀한농부학교,kculture,theme_park,경기도,경기도 파주시 법원읍 술이홀로1333번길 128,37.882571217,126.87227532,public
은사시 캠핑장,kculture,theme_park,경기도,경기도 파주시 적성면 자장로 115,37.956499889,126.84460106,public
노리파크 봉일천점,kculture,theme_park,경기도,"경기도 파주시 조리읍 두루봉로 12, 1층",37.745141733,126.810012531,public
점핑스파이더 운정,kculture,theme_park,경기도,"경기도 파주시 청암로17번길 17, 310호 (목동동, 홈플러스파주운정점)",37.729503139,126.73680236,public
구름빵,kculture,theme_park,경기도,"경기도 파주시 한울로 123 (동패동, 이마트운정점)",37.710422361,126.745078828,public
아이신나키즈카페,kculture,theme_park,경기도,"경기도 파주시 문산읍 사임당로 24, 2층",37.859208032,126.797040932,public
홈런짱 야구연습장(이천점),kculture,theme_park,경기도,경기도 이천시 중리천로 76 (중리동),37.278644517,127.445656907,public
킹콩점프,kculture,theme_park,경기도,경기도 이천시 부발읍 경충대로2092번길 39-19 (하이클래스),37.253356732,127.491288443,public
차타타 이천점,kculture,theme_park,경기도,"경기도 이천시 이섭대천로 1411 (증포동, 흥인프라자)",37.293872004,127.455655063,public
(주)로쿠인터내셔널 롯데이천점,kculture,theme_park,경기도,"경기도 이천시 호법면 프리미엄아울렛로 177-74, 롯데 프리미엄 아울렛 1층",37.242309624,127.400002372,public
모이자 짱 오락실,kculture,theme_park,경기도,"경기도 이천시 설봉로 35, 1층 (관고동)",37.279632847,127.43748689,public
닥터 밸런스,kculture,theme_park,경기도,"경기도 이천시 호법면 프리미엄아울렛로 177-74, 롯데 프리미엄 아울렛 B동 2층",37.242309624,127.400002372,public
큐리 키즈카페,kculture,theme_park,경기도,"경기도 이천시 아리역로38번길 10-14, 증포로자벨 4층 401호 (증포동)",37.288930909,127.446987365,public
위키즈,kculture,theme_park,경기도,경기도 이천시 부발읍 경충대로2300번길 24,37.263841994,127.4736849,public
(주)이천설봉온천,kculture,theme_park,경기도,경기도 이천시 애련정로 67-16 (주)이천설봉온천 (안흥동),37.276830482,127.451470942,public
키즈클럽플러스리틀베프,kculture,theme_park,경기도,"경기도 이천시 경충대로 2737, 1층 (관고동)",37.281330224,127.431835141,public
제니스 키즈카페 이천점,kculture,theme_park,경기도,"경기도 이천시 경충대로 2954, 2층 (사음동)",37.295112349,127.41638851,public
슈퍼키즈랜드,kculture,theme_park,경기도,경기도 이천시 마장면 억만리로 39,37.259050968,127.359562045,public
도드람양돈협동조합,kculture,theme_park,경기도,경기도 이천시 부발읍 경충대로 1917,37.241195669,127.502522393,public
플레이즈 파크,kculture,theme_park,경기도,경기도 이천시 부발읍 황무로1965번길 110,37.250491462,127.519624842,public
잼글(Jamgle),kculture,theme_park,경기도,"경기도 이천시 중리천로115번길 45, 3층 (안흥동, 바이오피드백호텔미란다)",37.276736479,127.451117513,public
아이세상,kculture,theme_park,경기도,경기도 이천시 마장면 오천로 56,37.251861922,127.353542058,public
점폴린파크,kculture,theme_park,경기도,경기도 안성시 공도읍 대신두길 28,36.990037198,127.191757587,public
유키즈아일랜드,kculture,theme_park,경기도,"경기도 안성시 공도읍 서동대로 4478, 2층 (롯데마트)",37.007779965,127.19950992,public
노리파크 용두점,kculture,theme_park,경기도,"경기도 안성시 공도읍 벚꽃길 70, 상가동 BO1층 (태산아파트)",37.001707001,127.152973685,public
홈런야구베팅존,kculture,theme_park,경기도,"경기도 안성시 공도읍 공도로 93, 202호",37.000182748,127.171437195,public
룰루랄라,kculture,theme_park,경기도,"경기도 안성시 공단로 19, 3층 (신건지동)",37.014371696,127.249866184,public
달빛과 쉬는 시간,kculture,theme_park,경기도,경기도 안성시 공도읍 용머리길 9-26,37.001600658,127.161957663,public
율곡관광농원,kculture,theme_park,경기도,경기도 안성시 삼죽면 밤고개안길 19-34,37.101532018,127.381868174,public
(주)안성내츄럴리조트,kculture,theme_park,경기도,"경기도 안성시 죽산면 죽양대로 136-16, 안성내츄럴리조트",37.093886567,127.437381549,public
안성비봉산캠핑장,kculture,theme_park,경기도,경기도 안성시 삼죽면 상삼로 188-38,37.088986015,127.407689635,public
금광관광농원캠핑장,kculture,theme_park,경기도,경기도 안성시 금광면 현곡길 353,36.959187091,127.361887706,public
펀시티,kculture,theme_park,경기도,"경기도 안성시 공도읍 서동대로 3930-39, 스타필드 안성",36.994607261,127.147163821,public
토이킹덤,kculture,theme_park,경기도,"경기도 안성시 공도읍 서동대로 3930-39, 스타필드 안성 2층 2250호",36.994607261,127.147163821,public
주식회사 케이커머스,kculture,theme_park,경기도,"경기도 안성시 공도읍 서동대로 3930-39, 스타필드 안성",36.994607261,127.147163821,public
제이에스 산업개발(주),kculture,theme_park,경기도,"경기도 안성시 공도읍 대신두길 28, 안성팜랜드",36.990037198,127.191757587,public
큐리키즈카페,kculture,theme_park,경기도,"경기도 안성시 공도읍 공도로 51-23, 4층",37.00024667,127.166451986,public
안성시 육아종합지원센터,kculture,theme_park,경기도,"경기도 안성시 공도읍 공도4로 8, 공도읍사무소 3층",37.001176559,127.172788157,public
농협경제지주(주) 안성팜랜드,kculture,theme_park,경기도,"경기도 안성시 공도읍 대신두길 28, 안성팜랜드",36.990037198,127.191757587,public
용설호 해바라기캠핑장,kculture,theme_park,경기도,경기도 안성시 죽산면 용설호수길 185-10,37.052288579,127.44674022,public
키즈 게임존(KIDS GAMEZONE),kculture,theme_park,경기도,"경기도 안성시 중앙로 246, 안성 E-MART 2층 (석정동)",37.012721306,127.255924133,public
키즈팡팡,kculture,theme_park,경기도,"경기도 안성시 공도읍 공도로 140, 블루밍 상가2동 1층 106호",37.001910177,127.175688669,public
타이거릴리(TIGERLILY),kculture,theme_park,경기도,"경기도 김포시 고촌읍 아라육로152번길 97, 현대프리미엄아울렛 타워존 1층",37.597866013,126.783913265,public
놀자GO 주니어 키즈카페,kculture,theme_park,경기도,"경기도 김포시 김포한강8로 412, 305호, 306호 (구래동)",37.642914311,126.623214536,public
제니스 키즈카페(통진),kculture,theme_park,경기도,"경기도 김포시 통진읍 김포대로 2225, 4층 402호",37.689140752,126.598778793,public
모넬로 풍무점,kculture,theme_park,경기도,"경기도 김포시 유현로 234, 501,502호 (풍무동)",37.611409488,126.731176498,public
후에고캠프 주식회사,kculture,theme_park,경기도,경기도 김포시 월곶면 용강로 189,37.736473774,126.558248087,public
에어몽,kculture,theme_park,경기도,경기도 김포시 태장로 741 (장기동),37.641242741,126.683956593,public
잇츠펀3호점,kculture,theme_park,경기도,"경기도 김포시 김포한강4로 8, 라베니체마치에비뉴4차 110호 (장기동)",37.639506226,126.67862468,public
힐스테이트리버시티2단지 입주자대표회의 아이숲,kculture,theme_park,경기도,경기도 김포시 고촌읍 상미1로 7 (힐스테이트 리버시티 2단지),37.618422735,126.746547214,public
도깨비 ENT,kculture,theme_park,경기도,경기도 김포시 통진읍 김포대로 2232,37.690217941,126.598446415,public
플레이버스,kculture,theme_park,경기도,경기도 김포시 대곶면 대곶로 5,37.645706665,126.55192396,public
노리랜드,kculture,theme_park,경기도,"경기도 김포시 사우중로 45, 7층 (사우동, 코아센터)",37.619221538,126.718490496,public
점프노리 김포풍무점,kculture,theme_park,경기도,"경기도 김포시 풍무로 76, 7층 701호 (풍무동, 오성프라자)",37.602409177,126.721975498,public
주바운스클럽,kculture,theme_park,경기도,"경기도 김포시 태장로 784, 8층 (장기동)",37.639087399,126.679609444,public
점핑파크 구래점,kculture,theme_park,경기도,"경기도 김포시 김포한강8로 410, 스타프라자 7층 (구래동)",37.642999127,126.62362958,public
캐리키즈카페 김포소극장점,kculture,theme_park,경기도,"경기도 김포시 김포한강4로 487, 지하1층 16호 (구래동, 한강신도시 반도유보라 4차)",37.646554888,126.629794212,public
스트라이크팡 라베니체점,kculture,theme_park,경기도,"경기도 김포시 김포한강4로 12, 라베니체마치에비뉴5차 2층 204, 205, 206호 (장기동)",37.640515326,126.678876661,public
물고기관광농원,kculture,theme_park,경기도,경기도 김포시 중봉로33번길 128 (감정동),37.627543814,126.691025139,public
플레이방방,kculture,theme_park,경기도,"경기도 김포시 김포한강8로162번길 10, 3층 (마산동)",37.636272321,126.643970498,public
이마트 김포한강점 플레이타임,kculture,theme_park,경기도,"경기도 김포시 김포한강7로 71, 이마트 김포한강점 (구래동)",37.644226405,126.628311668,public
두리노리팡팡,kculture,theme_park,경기도,"경기도 김포시 유현로33번길 36-14, 104호 (풍무동)",37.598181459,126.726376793,public
아이존팝 김포구래점,kculture,theme_park,경기도,"경기도 김포시 김포한강9로 95, 센터프라자 309-312호 (구래동)",37.645112166,126.625675546,public
점핑몬스터 한강신도시점,kculture,theme_park,경기도,"경기도 김포시 김포한강1로 230, 현대센트럴스퀘어 908호 (운양동)",37.653184004,126.682796685,public
에코로 키즈카페,kculture,theme_park,경기도,"경기도 김포시 김포한강11로 288-37, 헤리움리버테라스 313호 (운양동)",37.654809762,126.684758594,public
아이플레이,kculture,theme_park,경기도,"경기도 김포시 김포한강8로 382, 501호 (구래동)",37.643633702,126.626565935,public
코끼리 놀이터,kculture,theme_park,경기도,"경기도 김포시 태장로 810, 라베니체 마치에비뉴 113,114호 (장기동)",37.637564309,126.677341952,public
놀랜드(NOLLAND),kculture,theme_park,경기도,"경기도 김포시 김포한강2로 41, 지하1층 (장기동, e편한세상 캐널시티)",37.64126608,126.677599729,public
잇츠펀,kculture,theme_park,경기도,"경기도 김포시 김포한강2로23번길 74, 1층 121호 (장기동)",37.639177735,126.679011672,public
애기봉평화생태공원,kculture,theme_park,경기도,경기도 김포시 월곶면 평화공원로 289,37.753167207,126.594212345,public
김포캠핑파크(주),kculture,theme_park,경기도,경기도 김포시 월곶면 용강로 325,37.747570614,126.559629713,public
헬로스포츠,kculture,theme_park,경기도,"경기도 김포시 중봉로 14, 2층 (감정동)",37.624348164,126.699314046,public
캠프302,kculture,theme_park,경기도,경기도 김포시 고촌읍 금포로429번길 112,37.617624805,126.76547582,public
잇츠펀2호점,kculture,theme_park,경기도,"경기도 김포시 김포한강4로 12, 113호 (장기동)",37.640515326,126.678876661,public
주식회사 어썸월드김포,kculture,theme_park,경기도,"경기도 김포시 양촌읍 봉수대로 1814, 1층",37.630206451,126.629950182,public
아희,kculture,theme_park,경기도,경기도 연천군 백학면 노아로491번길 283,38.009526705,126.950872666,public
장남동산농원,kculture,theme_park,경기도,경기도 연천군 장남면 술이홀로63번길 41-17,37.970692655,126.891116522,public
한탄강관광지 놀이존,kculture,theme_park,경기도,경기도 연천군 전곡읍 선사로 76,38.00888446,127.058869807,public
(주)알멕스,kculture,theme_park,경기도,경기도 연천군 왕징면 왕산로218번길 61,38.073106465,127.00701013,public
너나들이,kculture,theme_park,경기도,경기도 연천군 전곡읍 전곡로 11-1,38.015225078,127.070458509,public
아띠캠핑장,kculture,theme_park,경기도,"경기도 연천군 군남면 군남로 373, 군남초등학교, 연천군남자연청소년수련원",38.081233446,127.016634978,public
나린오토캠핑장,kculture,theme_park,경기도,경기도 연천군 미산면 어삼로 391-81,38.018629196,126.971997214,public
물꽃캠핑장,kculture,theme_park,경기도,경기도 연천군 군남면 청정로 2122,38.037741426,127.029008755,public
리버앤캠프,kculture,theme_park,경기도,경기도 연천군 청산면 백궁길 27,38.026028083,127.136962874,public
숲속의쉼터키즈,kculture,theme_park,경기도,경기도 연천군 전곡읍 양원로 318,37.971430721,127.036045264,public
한솔스테이,kculture,theme_park,경기도,경기도 연천군 장남면 장백로278번길 4,37.985129746,126.886246167,public
DMZ마루캠핑,kculture,theme_park,경기도,경기도 연천군 중면 군중로 399,38.134736935,127.01950968,public
한탄강관광지 물놀이장,kculture,theme_park,경기도,경기도 연천군 전곡읍 선사로 76,38.00888446,127.058869807,public
아희레저,kculture,theme_park,경기도,"경기도 연천군 백학면 노아로491번길 283, 백학자유로리조트",38.008229347,126.948808606,public
산속정원캠핑장,kculture,theme_park,경기도,경기도 연천군 전곡읍 양원로 346-61,37.968441676,127.038196111,public
다솔관광농원 캠핑장,kculture,theme_park,경기도,경기도 연천군 미산면 청정로918번길 123,38.036809679,126.956717445,public
명돈골,kculture,theme_park,경기도,경기도 가평군 북면 논남기길 19-36,37.96750591,127.458888501,public
춘향이와 방자 펜션,kculture,theme_park,경기도,경기도 가평군 북면 멱골로 314,37.916612703,127.57870479,public
레이키푸이스토풀빌라,kculture,theme_park,경기도,경기도 가평군 상면 수목원로386번길 14-11,37.748257354,127.35097101,public
한알캠핑장,kculture,theme_park,경기도,경기도 가평군 설악면 어비산길 211,37.591912047,127.511423329,public
캠프99,kculture,theme_park,경기도,경기도 가평군 조종면 명지산로 327-131,37.901289748,127.369276202,public
네스트캠핑장,kculture,theme_park,경기도,경기도 가평군 북면 화악산로 943-50,37.936235414,127.541466043,public
일상탈출펜션,kculture,theme_park,경기도,"경기도 가평군 북면 가화로 988-27, 일상탈출펜션",37.884012061,127.549510341,public
가둘기정원(보쏭),kculture,theme_park,경기도,경기도 가평군 북면 꽃넘이길 115-80,37.900372375,127.516585524,public
물골숲계곡캠핑장,kculture,theme_park,경기도,경기도 가평군 상면 물골길 120,37.836755728,127.314321653,public
키즈스테이,kculture,theme_park,경기도,경기도 가평군 청평면 상지로 123,37.767844089,127.465276835,public
눈깔사탕펜션,kculture,theme_park,경기도,경기도 가평군 북면 제령아랫말길 67-26,37.887406078,127.540022679,public
금다래캠핑장,kculture,theme_park,경기도,경기도 가평군 북면 화악산로 1087-26,37.950132177,127.533402427,public
트니빌리지,kculture,theme_park,경기도,경기도 가평군 청평면 북한강로 2245,37.714488001,127.404993567,public
우리들캠핑장,kculture,theme_park,경기도,경기도 가평군 북면 화악산로 245,37.903277567,127.558615568,public
캠핑사이다 가평은빛물결점,kculture,theme_park,경기도,경기도 가평군 조종면 대보간선로 260,37.802363916,127.366610637,public
잣향기푸른숲캠핑장,kculture,theme_park,경기도,경기도 가평군 상면 축령로 183-53,37.774443376,127.355262794,public
연인산스토리,kculture,theme_park,경기도,경기도 가평군 북면 백둔로467번길 36-30,37.902374585,127.455419405,public
엄소리 오토 캠핑장,kculture,theme_park,경기도,경기도 가평군 설악면 묵안로 29,37.656317782,127.484808953,public
힐사이드 인 가평,kculture,theme_park,경기도,경기도 가평군 북면 화악지암길 360,37.954095622,127.581423331,public
포시즌캠핑장,kculture,theme_park,경기도,경기도 가평군 북면 화악산로 1039-17,37.945359998,127.535875859,public
오래캠핑장,kculture,theme_park,경기도,경기도 가평군 북면 화악산로 233,37.902455646,127.559312544,public
코끼리글램핑,kculture,theme_park,경기도,경기도 가평군 북면 화악산로 1217-2,37.958883716,127.526963461,public
점프노리,kculture,theme_park,경기도,경기도 가평군 가평읍 오리나무길 20,37.825765944,127.513719486,public
가평다온캠핑장,kculture,theme_park,경기도,경기도 가평군 조종면 운악청계로 351-42,37.846320559,127.353685303,public
캠핑소리251,kculture,theme_park,경기도,경기도 가평군 설악면 묵안로 350,37.641027249,127.511360446,public
보리산캠핑장,kculture,theme_park,경기도,"경기도 가평군 설악면 한서로 421-259, 한국경노원&코리아실버비젼센터",37.669087045,127.537375896,public
가평 자작나무글램핑&캠핑,kculture,theme_park,경기도,경기도 가평군 북면 화악산로 729-17,37.933911751,127.556725945,public
가평산마을글램핑,kculture,theme_park,경기도,경기도 가평군 가평읍 태봉두밀로 530-21,37.813872435,127.443946312,public
이레캠핑장,kculture,theme_park,경기도,경기도 가평군 상면 청군로 1487,37.81945657,127.328254314,public
노리파크 가평점,kculture,theme_park,경기도,"경기도 가평군 조종면 조종희망로 26, 2층",37.819068707,127.35084579,public
물의나라 캠핑장,kculture,theme_park,경기도,경기도 가평군 조종면 명지산로 475,37.910724374,127.38131694,public
블루문캠핑장,kculture,theme_park,경기도,경기도 가평군 상면 수목원로386번길 48-55,37.747171064,127.348472475,public
파머스힐캠핑장,kculture,theme_park,경기도,경기도 가평군 상면 한사간길 85-52,37.79323081,127.358599773,public
주식회사핀란드캠핑성,kculture,theme_park,경기도,경기도 가평군 상면 물골길 102,37.836735739,127.315968729,public
까사스위스캠핑장,kculture,theme_park,경기도,경기도 가평군 설악면 다락재로 231-14,37.664682186,127.451540795,public
가평잣고을시장 문화관광형시장 육성사업단,kculture,theme_park,경기도,"경기도 가평군 가평읍 장터2길 12, 가평잣고을시장 창업경제타운",37.829822212,127.515173491,public
녹천캠핑장,kculture,theme_park,경기도,경기도 가평군 조종면 운악청계로333번길 55-19,37.845642141,127.348656392,public
가평 네잎클로버 카라반 글램핑,kculture,theme_park,경기도,경기도 가평군 설악면 장수로 156-20,37.617670817,127.508777571,public
가평더캠프카라반글램핑,kculture,theme_park,경기도,경기도 가평군 설악면 한서로156번길 12-62,37.668701211,127.503699108,public
세라핌캠프,kculture,theme_park,경기도,경기도 가평군 설악면 묵안로 626-17,37.623922778,127.513694957,public
솔바람캠핑장,kculture,theme_park,경기도,경기도 가평군 조종면 명지산로 337-62,37.903790424,127.374605361,public
또올래캠핑장,kculture,theme_park,경기도,경기도 가평군 북면 가화로 2745-70,37.974577666,127.44749463,public
황정민글램핑,kculture,theme_park,경기도,경기도 가평군 조종면 명지산로 523,37.913983273,127.383829774,public
천보원지점효정부흥키즈카페,kculture,theme_park,경기도,"경기도 가평군 설악면 미사리로 267-33, C동 지하1층",37.692890863,127.52190532,public
늘푸른쉼터,kculture,theme_park,경기도,경기도 가평군 설악면 어비산길 62,37.597092797,127.498315249,public
워터파크아이린키즈풀빌라,kculture,theme_park,경기도,경기도 가평군 상면 축령로45번길 114-22,37.766467823,127.361665985,public
제령포레스트캠프,kculture,theme_park,경기도,"경기도 가평군 북면 제령아랫말길 67-61, 펜션둥근해가",37.887010547,127.54223976,public
외갓집체험마을,kculture,theme_park,경기도,"경기도 양평군 청운면 신론로 344, 외갓집체험사무실",37.561883613,127.775036365,public
