contentid,contenttypeid,name,address,addr2,lon,lat,cat1,cat2,cat3,image_url,tel,sub_category,sido
126803,12,당고개순교성지,서울특별시 용산구 청파로 139-26,,126.9669951674,37.5355770817,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/19/3568219_image2_1.jpg,,kpop_spot,서울특별시
127216,12,서울 양천고성지,서울특별시 강서구 가양동,,126.8408278075,37.5740425776,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/62/3526762_image2_1.jpg,,kpop_spot,서울특별시
126528,12,절두산 순교성지,서울특별시 마포구 토정로 6 (합정동),,126.911874934,37.5446417087,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/76/3571776_image2_1.jpg,,kpop_spot,서울특별시
2768133,12,갑곶순교성지,인천광역시 강화군 강화읍 해안동로1366번길 35,,126.5174945418,37.7341959658,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/84/3533184_image2_1.jpg,,kpop_spot,인천광역시
2946224,12,광주 충장로 케이팝 스타의 거리,광주광역시 동구 충장로 94 (충장로2가),,126.9172520929,35.147658113,A02,A0203,A02030600,http://tong.visitkorea.or.kr/cms/resource/58/3453358_image2_1.jpg,,tourism_course,광주광역시
129631,12,경상좌수영성지,부산광역시 수영구 수영성로 43,(수영동),129.1117117085,35.1743106361,A02,A0201,A02010100,http://tong.visitkorea.or.kr/cms/resource/02/3476802_image2_1.jpg,,kpop_spot,부산광역시
298112,12,금용암(부산),부산광역시 연제구 성지곡로 111,(거제동),129.049663856,35.1916075512,A02,A0201,A02010800,http://tong.visitkorea.or.kr/cms/resource/77/3031277_image2_1.JPG,,kpop_spot,부산광역시
2946508,12,부산 영화의 거리,"부산광역시 해운대구 마린시티1로 91 (우동, 마린시티두산위브포세이돈)",,129.1444371716,35.1549495207,A02,A0203,A02030600,http://tong.visitkorea.or.kr/cms/resource/43/2947043_image2_1.jpg,,tourism_course,부산광역시
2456837,12,부산 영화의 전당,부산광역시 해운대구 수영강변대로 120,,129.1270576924,35.170794647,A02,A0204,A02040800,http://tong.visitkorea.or.kr/cms/resource/52/3035052_image2_1.jpg,,tourism_course,부산광역시
2554068,12,부산영화체험박물관,부산광역시 중구 대청로126번길 12,(동광동3가),129.0336899238,35.1017589855,A02,A0204,A02040800,http://tong.visitkorea.or.kr/cms/resource/19/3539019_image2_1.jpg,,museum,부산광역시
2381553,12,부산영화촬영스튜디오,부산광역시 해운대구 해운대해변로 52,(우동),129.1380958485,35.1625180008,A02,A0204,A02040800,http://tong.visitkorea.or.kr/cms/resource/73/3337973_image2_1.jpg,,filming_location,부산광역시
3454074,12,영화의전당 라이브러리 자료실,부산광역시 해운대구 수영강변대로 120 (우동),,129.1270687971,35.1710029572,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/99/3453999_image2_1.jpg,,tourism_course,부산광역시
1935346,12,언양성당 성지,울산광역시 울주군 언양읍 구교동1길 11,,129.1150893401,35.5698468467,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/18/3581718_image2_1.jpg,,kpop_spot,울산광역시
2462674,12,고구려대장간마을 (태왕사신기 촬영장),경기도 구리시 우미내길 41,,127.1109257882,37.5607989622,A02,A0204,A02040800,,,filming_location,경기도
2763759,12,단내 성가정 성지,경기도 이천시 호법면 이섭대천로155번길 38-13,,127.3947208362,37.2196214042,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/01/3541501_image2_1.jpg,,kpop_spot,경기도
128062,12,별망성지,경기도 안산시 단원구 초지동,656,126.7979338201,37.29982921,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/35/3558735_image2_1.jpg,,kpop_spot,경기도
125555,12,수원 화성 [유네스코 세계유산],경기도 수원시 장안구 영화동,320-2,127.0121147092,37.2873511297,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/36/2613036_image2_1.jpg,,tourism_course,경기도
1917066,12,아쿠아플라넷 일산,경기도 고양시 일산서구 한류월드로 282,,126.7555775071,37.6638195002,A02,A0202,A02020600,http://tong.visitkorea.or.kr/cms/resource/79/3361879_image2_1.jpg,,tourism_course,경기도
2733074,12,오산 드라마세트장,경기도 오산시 북삼미로 42 (내삼미동),,127.062868654,37.1801588873,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/39/3559539_image2_1.jpg,,filming_location,경기도
2612873,12,은이성지(청년 김대건길),경기도 용인시 처인구 양지면 은이로 182,,127.2777870758,37.215953048,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/17/3559617_image2_1.jpg,,kpop_spot,경기도
2741599,12,장안공원,경기도 수원시 장안구 팔달로 238 (영화동),,127.0116064122,37.2876844155,A02,A0202,A02020700,http://tong.visitkorea.or.kr/cms/resource/74/3504274_image2_1.jpg,,tourism_course,경기도
127027,12,죽산성지(이진터성지),경기도 안성시 일죽면 종배길 115,,127.4496782671,37.0758639998,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/14/3404714_image2_1.jpg,,kpop_spot,경기도
2732361,12,천주교 손골성지,경기도 용인시 수지구 동천로437번길 67,(동천동),127.0525205557,37.3442841451,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/44/2774244_image2_1.jpg,,kpop_spot,경기도
125541,12,천진암 성지,경기도 광주시 퇴촌면 천진암로 1203,,127.3827938641,37.424414155,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/81/3345781_image2_1.jpg,,kpop_spot,경기도
2605277,12,웰컴투동막골촬영지,강원특별자치도 평창군 미탄면 동막골길 122,,128.4707599845,37.3139915833,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/11/3566011_image2_1.jpg,,filming_location,강원특별자치도
2638566,12,주문진읍 BTS 앨범사진 촬영지 (버스정류장),강원특별자치도 강릉시 주문진읍 향호리,,128.8170522589,37.9125457281,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/95/3383895_image2_1.JPG,,filming_location,강원특별자치도
2610062,12,태양의 후예 촬영지,강원특별자치도 태백시 통골길 116-52,,129.0431522139,37.1605646442,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/89/3400189_image2_1.JPG,,filming_location,강원특별자치도
1626555,12,연풍성지,충청북도 괴산군 연풍면 중앙로홍문2길 14,,127.9943492567,36.7637431756,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/53/3571253_image2_1.jpg,,kpop_spot,충청북도
127793,12,진천 배티 성지,충청북도 진천군 백곡면 배티로 663-13,,127.3277128763,36.9272122724,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/96/3064496_image2_1.JPG,,kpop_spot,충청북도
127240,12,공주 황새바위 순교성지,충청남도 공주시 왕릉로 118 (금성동),,127.1200886904,36.4639646057,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/84/3390284_image2_1.JPG,,kpop_spot,충청남도
125969,12,솔뫼성지,충청남도 당진시 우강면 송산리,산45-3,126.7857147254,36.8204483065,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/84/3535184_image2_1.jpg,,kpop_spot,충청남도
2713411,12,신리성지,충청남도 당진시 합덕읍 평야6로 135,,126.7711203829,36.7626602676,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/05/3570905_image2_1.jpg,,kpop_spot,충청남도
2771833,12,여사울성지,충청남도 예산군 신암면 신종여사울길 22,,126.8238935553,36.7567368721,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/39/3560639_image2_1.jpg,,kpop_spot,충청남도
127312,12,청양 다락골 줄무덤 성지,충청남도 청양군 화성면 다락골길 78-6,,126.692477664,36.4434678356,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/44/3027844_image2_1.jpg,,kpop_spot,충청남도
130854,12,해미 청소년 문화의집,충청남도 서산시 해미면 성지3길 33,,126.5425896627,36.7100401411,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/48/3337948_image2_1.jpg,,kpop_spot,충청남도
127082,12,개천지와 조성지,경상북도 의성군 안계면,일원,128.4624487572,36.3880253434,A01,A0101,A01011700,http://tong.visitkorea.or.kr/cms/resource/17/3406217_image2_1.jpg,,kpop_spot,경상북도
3032819,12,검성지생태공원,경상북도 구미시 황상동,,128.438108617,36.1148893102,A01,A0101,A01010500,http://tong.visitkorea.or.kr/cms/resource/03/3032803_image2_1.jpg,,kpop_spot,경상북도
2610294,12,문경 가은오픈세트장,경상북도 문경시 가은읍 왕능길 112,,128.062182416,36.6539514511,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/57/3400357_image2_1.jpg,,filming_location,경상북도
2610293,12,문경새재 오픈세트장,경상북도 문경시 문경읍 새재로 932,,128.0770030316,36.7616532703,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/10/2947510_image2_1.jpg,,filming_location,경상북도
2613465,12,폭풍속으로 촬영지,경상북도 울진군 죽변면 등대길 74-14,,129.4284987486,37.0591282192,A02,A0205,A02050600,http://tong.visitkorea.or.kr/cms/resource/92/3506192_image2_1.jpg,,filming_location,경상북도
127270,12,당포성지,경상남도 통영시 산양읍 삼덕리,,128.3847574221,34.7929651028,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/99/3566099_image2_1.jpg,,kpop_spot,경상남도
127264,12,옥산성지,경상남도 거제시 삼동동,,128.6227656048,34.8559651023,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/30/3532030_image2_1.jpg,,kpop_spot,경상남도
790559,12,창원 회원현성지,경상남도 창원시 자산동,,128.5676082251,35.2083635184,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/97/3565397_image2_1.JPG,,kpop_spot,경상남도
2702820,12,천주교 명례성지,경상남도 밀양시 하남읍 명례안길 44-1,,128.7660036981,35.3504928346,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/28/3521128_image2_1.jpg,,kpop_spot,경상남도
2746352,12,청와대 세트장,경상남도 합천군 용주면 합천호수로 757,,128.0728619423,35.548449629,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/38/3537938_image2_1.jpg,,filming_location,경상남도
3018375,12,군산 영화의 거리,전북특별자치도 군산시 구영6길 60 (신창동),,126.7096908504,35.9866620987,A02,A0203,A02030600,http://tong.visitkorea.or.kr/cms/resource/44/3522144_image2_1.jpg,,tourism_course,전북특별자치도
1316395,12,여산 숲정이 순교성지,전북특별자치도 익산시 여산면 여산리,,127.0819944985,36.0618293853,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/32/3564032_image2_1.jpg,,kpop_spot,전북특별자치도
2946487,12,전주 영화의 거리,전북특별자치도 전주시 완산구 고사동,490,127.1441702768,35.8212828744,A02,A0203,A02030600,,,tourism_course,전북특별자치도
3065551,12,전주영화제작소,전북특별자치도 전주시 완산구 전주객사3길 22 (고사동),,127.1427315912,35.8184026214,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/27/3065527_image2_1.jpg,,tourism_course,전북특별자치도
127611,12,치명자산성지,전북특별자치도 전주시 완산구 바람쐬는길 87 (대성동),,127.1648216122,35.8061710628,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/04/3529504_image2_1.jpg,,kpop_spot,전북특별자치도
129692,12,강진마도진만호성지,전라남도 강진군 마량면 마량리,988-5번지 일대,126.8157780917,34.4533428163,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/71/3537771_image2_1.jpg,,kpop_spot,전라남도
2990185,12,금곡영화마을,전라남도 장성군 영화마을길 254-7 종합복지센타,,126.7341759844,35.3952103506,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/33/3017733_image2_1.jpg,,tourism_course,전라남도
1935351,12,나주 순교성지,전라남도 나주시 박정길 3 (산정동),,126.7155393611,35.0362950699,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/57/3562457_image2_1.jpg,,kpop_spot,전라남도
2615320,12,봄의 왈츠 드라마 촬영지,전라남도 완도군 청산면 청산로 136,,126.8623807973,34.1701113471,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/56/3591556_image2_1.jpg,,filming_location,전라남도
2714563,12,서편제 촬영지,전라남도 완도군 청산면,,126.8621029923,34.1722722127,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/51/3590251_image2_1.jpg,,filming_location,전라남도
2469439,12,순천 드라마촬영장,전라남도 순천시 비례골길 24 (조례동),,127.5378244254,34.9584261452,A02,A0204,A02040800,http://tong.visitkorea.or.kr/cms/resource/78/3579178_image2_1.jpg,,filming_location,전라남도
2037306,12,완도 청해포구촬영장,전라남도 완도군 완도읍 청해진서로 1161-8,(완도읍),126.6704022883,34.3233133069,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/63/3354463_image2_1.jpg,,filming_location,전라남도
126414,12,원불교영산성지,전라남도 영광군 백수읍 성지로 1218-54,,126.4355764795,35.3251993967,A02,A0201,A02010800,http://tong.visitkorea.or.kr/cms/resource/71/3535871_image2_1.jpg,,kpop_spot,전라남도
2704407,12,명월성지,제주특별자치도 제주시 한림읍 명월리 2236,,126.2604038055,33.4007843643,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/71/2868771_image2_1.jpg,,kpop_spot,제주특별자치도
2765233,12,용수성지,제주특별자치도 제주시 한경면 용수1길 108,,126.1677385965,33.3228915301,A02,A0201,A02010900,http://tong.visitkorea.or.kr/cms/resource/00/3553800_image2_1.jpg,,kpop_spot,제주특별자치도
129384,12,제주성지,제주특별자치도 제주시 오현길 61,(이도일동),126.5255810579,33.5102931048,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/91/3556191_image2_1.jpg,,kpop_spot,제주특별자치도
2765240,12,천주교 대정성지,제주특별자치도 서귀포시 대정읍 추사로247번길 102,,126.2607820469,33.2535839778,A02,A0201,A02010200,http://tong.visitkorea.or.kr/cms/resource/03/3391703_image2_1.jpg,,kpop_spot,제주특별자치도
2384832,25,"가정의 달, 싱글을 위한 혼자 먹는 밥상 코스",,,127.0494329104,37.5071013134,C01,C0117,C01170001,http://tong.visitkorea.or.kr/cms/resource/70/2382970_image2_1.jpg,,tourism_course,
1920568,25,강북의 오래된 길을 따라 걷다,,,126.9937770548,37.5985313567,C01,C0114,C01140001,,,tourism_course,
1952962,25,경복궁 북쪽마을 북촌 즐기기,,,126.9768042386,37.576072552,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/81/1075281_image2_1.jpg,,tourism_course,
1920563,25,고풍스러움이 흐르는 북촌,,,126.9886864194,37.57853359,C01,C0113,C01130001,http://tong.visitkorea.or.kr/cms/resource/82/893882_image2_1.jpg,,tourism_course,
1952975,25,과거와 현재의 시간이 겹쳐진 부암동길,,,126.9685023578,37.5711257558,C01,C0113,C01130001,http://tong.visitkorea.or.kr/cms/resource/14/572314_image2_1.jpg,,tourism_course,
1952978,25,궁의 북쪽 자하문 돌아보기,,,126.9767235747,37.5801859611,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/42/1568042_image2_1.jpg,,tourism_course,
1951266,25,남산 자락 딸각발이를 만나러 가는 길,,,127.0069353346,37.5581224015,C01,C0115,C01150001,,,tourism_course,
1921815,25,남산을 중심으로 문화놀이,,,126.9940059289,37.5591248302,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/73/1569173_image2_1.jpg,,traditional_culture,
2022929,25,"낮이 좋아? 밤이 좋아? 서울의 주경, 야경 여행코스",,,126.9768292386,37.5759947835,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/72/1782972_image2_1.jpg,,tourism_course,
1915423,25,도시의 고풍스러운 정취를 즐기다,,,126.9855423744,37.5745534411,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/76/1569276_image2_1.jpg,,tourism_course,
1886054,25,동대문 주변에서 만나는 역사의 현장,,,126.9869922,37.5760366281,C01,C0113,C01130001,http://tong.visitkorea.or.kr/cms/resource/88/1568388_image2_1.jpg,,tourism_course,
1915680,25,동대문 투어하기,,,127.0076821392,37.5704793121,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/51/710251_image2_1.jpg,,tourism_course,
1951234,25,명동에서 이태원까지 서울의 낭만을...,,,126.9860954133,37.5635547287,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/59/705259_image2_1.jpg,,tourism_course,
1915410,25,미술관과 아쿠아리움으로 떠나는 힐링 여행,,,126.998894968,37.5380968058,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/64/632864_image2_1.jpg,,museum,
1977723,25,북서울 꿈의 숲과 불암산에 올라 야경을 보다,,,127.0673163977,37.6398362118,C01,C0115,C01150001,,,tourism_course,
1953116,25,북촌을 중심으로 한 조선시대 생활 이야기,,,126.9829674185,37.5812776131,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/04/1903904_image2_1.jpg,,tourism_course,
1920559,25,빌딩 숲 강남 속에서 찾은 힐링,,,127.0494329104,37.5071013134,C01,C0114,C01140001,,,tourism_course,
1951271,25,사라진 성곽길을 따라 걷기,,,126.976843125,37.5760281134,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/11/1945811_image2_1.jpg,,tourism_course,
1977713,25,서울 양천구 서서울호수공원 코스,,,126.8302467593,37.5270728494,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/68/1967068_image2_1.jpg,,tourism_course,
1916658,25,서울 용산을 중심으로 알차게 하루 즐기기,,,126.9946597403,37.5205154388,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/70/1568170_image2_1.jpg,,tourism_course,
2385683,25,서울 해방촌의 이국적인 맛집을 찾아서,,,126.9831045523,37.5447207531,C01,C0117,C01170001,http://tong.visitkorea.or.kr/cms/resource/60/2377960_image2_1.jpg,,tourism_course,
2381373,25,서울시티투어 버스를 이용하면 서울여행이 쉬워진다,,,126.9786320464,37.56914839,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/36/1567936_image2_1.jpg,,tourism_course,
2036023,25,서울에서 전통주 체험을 할 수 있는 곳,,,126.9731155042,37.5825022938,C01,C0117,C01170001,http://tong.visitkorea.or.kr/cms/resource/84/1809984_image2_1.jpg,,traditional_culture,
1977716,25,서울의 거리에 핀 세계의 멋과 맛 서래마을 탐방,,,126.9982989386,37.4978236945,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/20/862820_image2_1.jpg,,tourism_course,
1914507,25,"서울의 놀거리, 볼거리를 하루에",,,126.9968658003,37.5936514246,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/52/1545552_image2_1.jpg,,tourism_course,
1951225,25,서울의 대문 숭례문과 그 주변의 사람들을 찾아,,,126.9752992762,37.5599855058,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/01/1945801_image2_1.jpg,,tourism_course,
1889328,25,서울의 랜드마크를 만나다,,,126.9694943782,37.5554275981,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/15/1356615_image2_1.jpg,,tourism_course,
1977718,25,서울의 상수동 이색골목 탐방,,,126.9148464502,37.5600788565,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/78/1819178_image2_1.jpg,,tourism_course,
1977262,25,서울의 순교성지 약현성당 탐방 코스,,,126.9674194623,37.5591437954,C01,C0113,C01130001,http://tong.visitkorea.or.kr/cms/resource/43/1569143_image2_1.jpg,,kpop_spot,
2050509,25,서울의 아름다운 밤을 바라보다.,,,127.0110958057,37.5673630692,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/82/1935782_image2_1.jpg,,tourism_course,
1952958,25,서울의 역사 중심지를 걷다,,,126.9595474247,37.5779914638,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/01/1568101_image2_1.jpg,,tourism_course,
1920555,25,서울의 하이드파크와 전통시장,,,127.0427408778,37.541499976,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/93/613093_image2_1.jpg,,traditional_culture,
2030911,25,서촌에서 즐기는 즐거운 맛산책,,,126.9732044783,37.5792026787,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/62/1989062_image2_1.jpg,,tourism_course,
1953117,25,"성북동 마을과 고택, 예술가들의 이야기",,,126.9916579427,37.5936180014,C01,C0115,C01150001,,,tourism_course,
1953120,25,성북동 마을과 문화 유적 이야기,,,126.9937770548,37.5985313567,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/96/1927896_image2_1.jpg,,traditional_culture,
1953121,25,성안 마을 혜화동의 어제와 오늘,,,127.0022962231,37.5808974491,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/04/1554804_image2_1.jpg,,tourism_course,
2390486,25,세련됨에 깃든 촌스러움이 정겹다. 부암동,,,126.9664408229,37.5927259859,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/95/2034195_image2_1.jpg,,tourism_course,
1977724,25,여의도 샛강을 따라 걷는 길,,,126.9203498862,37.5189615106,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/57/1918857_image2_1.jpg,,tourism_course,
1889325,25,옛 서울의 아름다움에 반하다,,,126.9911250653,37.5792724367,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/31/654531_image2_1.jpg,,tourism_course,
1915719,25,오래된 시장의 북적임과 들꽃이 가득한 홍릉수목원에서 하루를 보내다,,,127.0370542189,37.5790788412,C01,C0112,C01120001,,,tourism_course,
2390484,25,잠실 관광특구 코스,,,127.1017973416,37.5158429077,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/63/1567863_image2_1.jpg,,tourism_course,
2037723,25,조선의 왕들이 지극히 아끼던 공간,,,126.9919888278,37.5809583673,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/55/1568355_image2_1.jpg,,tourism_course,
1914505,25,청계천을 돌아 경복궁에서 인사동까지,,,126.9786237129,37.5691567219,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/40/1570340_image2_1.jpg,,tourism_course,
1952971,25,청와대 앞 코스 돌아보기,,,126.9768570246,37.5756364926,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/55/1568155_image2_1.jpg,,tourism_course,
2383723,25,"태조 이성계, 조선을 건국하고 종묘와 사직을 세우다",,,126.9673551116,37.5756752063,C01,C0113,C01130001,http://tong.visitkorea.or.kr/cms/resource/68/2005768_image2_1.jpg,,tourism_course,
1951228,25,한양도성 남산 도시 숲부터 남대문 시장까지,,,126.9876206116,37.5516394747,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/95/2526395_image2_1.jpg,,tourism_course,
1953123,25,한양도성 안 궁궐과 학교이야기,,,126.98052817,37.6017918513,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/12/1868112_image2_1.jpg,,tourism_course,
1889319,25,한양의 500년 도읍을 거닐다,,,126.9855423744,37.5745534411,C01,C0113,C01130001,http://tong.visitkorea.or.kr/cms/resource/81/1569281_image2_1.jpg,,tourism_course,
2018415,25,혼자만의 시간이 필요할 때 떠나는 도심 속 나홀로 여행,,,126.9557284701,37.5729669793,C01,C0113,C01130001,http://tong.visitkorea.or.kr/cms/resource/79/2017879_image2_1.jpg,,tourism_course,
2590223,25,3·1운동의 정신을 느껴보는 서울 여행,,,126.9861478542,37.5752811449,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/31/1568431_image2_1.jpg,,tourism_course,
2038266,25,600년 역사의 재미난 스토리가 흐르는 골목,,,126.9863810591,37.5790640424,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/77/1024377_image2_1.jpg,,tourism_course,
2044565,25,‘충혼’의 수양벚꽃 마중하는 호젓한 꽃길,,,126.9732511193,37.5013561691,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/57/1808157_image2_1.jpg,,tourism_course,
2961651,25,"가족, 연인이 함께 즐길 수 있는 문화 체험 여행 코스",인천광역시 강화군 남문안길20번길 8,,126.4848944278,37.7457829284,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/82/2616982_image2_1.jpg,,traditional_culture,인천광역시
1886027,25,강화도 비운의 역사길을 걷다,,,126.5320377338,37.631869261,C01,C0115,C01150001,http://tong.visitkorea.or.kr/cms/resource/38/1577838_image2_1.jpg,,tourism_course,
1909304,25,강화도 조용한 운치를 따라 능묘로 가는 길,,,126.2459246635,37.6459348327,C01,C0115,C01150001,,,tourism_course,
1977229,25,강화도의 애환이 서린 교동도를 밟다,,,126.261702605,37.7886351199,C01,C0113,C01130001,http://tong.visitkorea.or.kr/cms/resource/61/1890661_image2_1.jpg,,tourism_course,
1886018,25,고려시대부터 조선시대의 역사체험,,,126.4858053712,37.7487825943,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/42/1575642_image2_1.jpg,,tourism_course,
1945733,25,공항철도 타고 떠나는 용유도 여행,,,126.4147877278,37.4168533369,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/52/1579352_image2_1.jpg,,tourism_course,
2360808,25,그때를 아시나요? 고대부터 미래까지 시간여행,,,126.598352733,37.4738193767,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/70/1577670_image2_1.jpg,,tourism_course,
2987537,25,너무 아름다운 뷰! 뷰! 뷰! 멋진 전망만 쏙 골라 놓은 코스,인천광역시 강화군 마니산로675번길 18 마니산관리사무소,,126.4238087338,37.6325117278,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/44/217644_image2_1.jpg,,tourism_course,인천광역시
2987551,25,레트로 핫플레이스부터 최신 핫플레이스까지 뜨거운 핫 코스,인천광역시 강화군 교동남로 35,,126.2810593845,37.7805447369,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/46/2661846_image2_1.jpg,,tourism_course,인천광역시
1886033,25,마니산에서 즐기는 캠핑여행,,,126.4347557746,37.7029259337,C01,C0116,C01160001,http://tong.visitkorea.or.kr/cms/resource/36/1577236_image2_1.jpg,,tourism_course,
2987545,25,"몸과 마음의 건강한 조화, 세상과 내가 아름답게 조우하는 웰니스 코스",인천광역시 옹진군 굴업로 39,,125.9830110242,37.1912609926,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/87/2661887_image2_1.JPG,,tourism_course,인천광역시
1885994,25,무의도에서 즐기는 바다체험,,,126.4140210951,37.4181837247,C01,C0112,C01120001,http://tong.visitkorea.or.kr/cms/resource/86/1579386_image2_1.jpg,,tourism_course,
1909290,25,보문사 가는 바람길 위에 스트레스를 모두 내려놓자,,,126.3228884255,37.6967080309,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/80/182980_image2_1.jpg,,tourism_course,
2936862,25,서울 근교 강화 당일치기 여행 코스,인천광역시 강화군 삼랑성길 8,,126.4913773782,37.6386205364,C01,C0114,C01140001,,,tourism_course,인천광역시
2987555,25,서해 최북단에서 나를 인증해보기! 신분증 지참 필수 코스,인천광역시 옹진군 연평중앙로24번길 3 연평면사무소,,125.7023324332,37.6645816412,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/02/1385402_image2_1.jpg,,tourism_course,인천광역시
1885694,25,"서해 최북단의 비경을 간직한 섬, 백령도",,,126.7052712518,37.4560288869,C01,C0113,C01130001,http://tong.visitkorea.or.kr/cms/resource/72/1824172_image2_1.jpg,,tourism_course,
1909312,25,서해 황금들녘길,,,126.3540542726,37.7233638002,C01,C0114,C01140001,http://tong.visitkorea.or.kr/cms/resource/28/1579328_image2_1.jpg,,tourism_course,
