TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,poi_idx
e_e001030,9,<UNK>,0
e_e001030,10,<UNK>,0
e_e001030,11,<UNK>,0
e_e001030,12,집,21
e_e001031,1,집,21
e_e001031,2,<UNK>,0
e_e001031,3,<UNK>,0
e_e001031,4,<UNK>,0
e_e001031,5,<UNK>,0
e_e001031,6,<UNK>,0
e_e001031,7,<UNK>,0
e_e001031,8,<UNK>,0
e_e001031,9,집,21
e_e001032,1,사무실,8
e_e001032,2,<UNK>,0
e_e001032,3,<UNK>,0
e_e001032,4,<UNK>,0
e_e001032,5,<UNK>,0
e_e001032,6,<UNK>,0
e_e001032,7,<UNK>,0
e_e001032,8,<UNK>,0
e_e001032,9,<UNK>,0
e_e001032,10,<UNK>,0
e_e001032,11,<UNK>,0
e_e001032,12,<UNK>,0
e_e001032,13,<UNK>,0
e_e001032,14,<UNK>,0
e_e001032,15,<UNK>,0
e_e001032,16,<UNK>,0
e_e001032,17,<UNK>,0
e_e001032,18,<UNK>,0
e_e001032,19,<UNK>,0
e_e001032,20,<UNK>,0
e_e001032,21,<UNK>,0
e_e001032,22,<UNK>,0
e_e001032,23,<UNK>,0
e_e001032,24,<UNK>,0
e_e001032,25,<UNK>,0
e_e001032,26,<UNK>,0
e_e001032,27,<UNK>,0
e_e001032,28,집,21
e_e001040,1,집,21
e_e001040,2,<UNK>,0
e_e001040,3,<UNK>,0
e_e001040,4,<UNK>,0
e_e001040,5,<UNK>,0
e_e001040,6,<UNK>,0
e_e001040,7,<UNK>,0
e_e001040,8,집,21
e_e001041,1,집,21
e_e001041,2,<UNK>,0
e_e001041,3,<UNK>,0
e_e001041,4,<UNK>,0
e_e001041,5,<UNK>,0
e_e001041,6,<UNK>,0
e_e001041,7,<UNK>,0
e_e001041,8,<UNK>,0
e_e001041,9,<UNK>,0
e_e001041,10,<UNK>,0
e_e001041,11,<UNK>,0
e_e001041,12,<UNK>,0
e_e001041,13,<UNK>,0
e_e001041,14,<UNK>,0
e_e001041,15,집,21
e_e001045,1,집,21
e_e001045,2,<UNK>,0
e_e001045,3,<UNK>,0
e_e001045,4,<UNK>,0
e_e001045,5,<UNK>,0
e_e001045,6,<UNK>,0
e_e001045,7,국립중앙박물관,2
e_e001045,8,<UNK>,0
e_e001045,9,<UNK>,0
e_e001045,10,<UNK>,0
e_e001045,11,<UNK>,0
e_e001045,12,<UNK>,0
e_e001045,13,<UNK>,0
e_e001045,14,<UNK>,0
e_e001045,15,<UNK>,0
e_e001045,16,<UNK>,0
e_e001045,17,<UNK>,0
e_e001045,18,<UNK>,0
e_e001045,19,<UNK>,0
e_e001045,20,더 현대 서울,3
e_e001045,21,<UNK>,0
e_e001045,22,<UNK>,0
e_e001045,23,<UNK>,0
e_e001045,24,<UNK>,0
e_e001045,25,<UNK>,0
e_e001045,26,<UNK>,0
e_e001045,27,<UNK>,0
e_e001045,28,<UNK>,0
e_e001045,29,<UNK>,0
e_e001045,30,집,21
e_e001049,1,집,21
e_e001049,2,<UNK>,0
e_e001049,3,<UNK>,0
e_e001049,4,<UNK>,0
e_e001049,5,<UNK>,0
e_e001049,6,<UNK>,0
e_e001049,7,<UNK>,0
e_e001049,8,<UNK>,0
e_e001049,9,<UNK>,0
e_e001049,10,<UNK>,0
e_e001049,11,<UNK>,0
e_e001049,12,집,21
e_e001052,1,집,21
e_e001052,2,<UNK>,0
e_e001052,3,<UNK>,0
e_e001052,4,집,21
e_e001057,1,집,21
e_e001057,2,<UNK>,0
e_e001057,3,<UNK>,0
e_e001057,4,<UNK>,0
e_e001057,5,집,21
e_e001059,1,집,21
e_e001059,2,<UNK>,0
e_e001059,3,<UNK>,0
e_e001059,4,<UNK>,0
e_e001059,5,<UNK>,0
e_e001059,6,<UNK>,0
e_e001059,7,<UNK>,0
e_e001059,8,<UNK>,0
e_e001059,9,집,21
e_e001060,1,집,21
e_e001060,2,친지 집,25
e_e001060,3,<UNK>,0
e_e001060,4,친지 집,25
e_e001060,5,<UNK>,0
e_e001060,6,<UNK>,0
e_e001060,7,<UNK>,0
e_e001060,8,<UNK>,0
e_e001060,9,집,21
e_e001061,1,집,21
e_e001061,2,<UNK>,0
e_e001061,3,<UNK>,0
e_e001061,4,<UNK>,0
e_e001061,5,<UNK>,0
e_e001061,6,<UNK>,0
e_e001061,7,집,21
e_e001063,1,집,21
e_e001063,2,<UNK>,0
e_e001063,3,<UNK>,0
e_e001063,4,<UNK>,0
e_e001063,5,<UNK>,0
e_e001063,6,<UNK>,0
e_e001063,7,<UNK>,0
e_e001063,8,집,21
e_e001068,1,사무실,8
e_e001068,2,<UNK>,0
e_e001068,3,<UNK>,0
e_e001068,4,<UNK>,0
e_e001068,5,<UNK>,0
e_e001068,6,<UNK>,0
e_e001068,7,집,21
e_e001069,1,집,21
e_e001069,2,<UNK>,0
e_e001069,3,<UNK>,0
e_e001069,4,<UNK>,0
e_e001069,5,<UNK>,0
e_e001069,6,<UNK>,0
e_e001069,7,<UNK>,0
e_e001070,1,집,21
e_e001070,2,<UNK>,0
e_e001070,3,<UNK>,0
e_e001070,4,<UNK>,0
e_e001070,5,<UNK>,0
e_e001070,6,헤이리 예술마을,27
e_e001070,7,<UNK>,0
e_e001070,8,<UNK>,0
e_e001070,9,집,21
e_e001071,1,집,21
e_e001071,2,스타필드 고양,15
e_e001071,3,<UNK>,0
e_e001071,4,<UNK>,0
e_e001071,5,집,21
e_e001079,1,집,21
e_e001079,2,<UNK>,0
e_e001079,3,<UNK>,0
e_e001079,4,<UNK>,0
e_e001079,5,집,21
e_e001081,1,집,21
e_e001081,2,<UNK>,0
e_e001081,3,화성행궁,28
e_e001081,4,방화수류정,7
e_e001081,5,<UNK>,0
e_e001081,6,집,21
e_e001084,1,집,21
e_e001084,2,<UNK>,0
e_e001084,3,<UNK>,0
e_e001084,4,헤이리 예술마을,27
e_e001084,5,<UNK>,0
e_e001084,6,<UNK>,0
e_e001084,7,<UNK>,0
e_e001084,8,<UNK>,0
e_e001084,9,<UNK>,0
e_e001084,10,<UNK>,0
e_e001084,11,<UNK>,0
e_e001084,12,집,21
e_e001093,1,집,21
e_e001093,2,<UNK>,0
e_e001093,3,<UNK>,0
e_e001093,4,<UNK>,0
e_e001093,5,<UNK>,0
e_e001093,6,<UNK>,0
e_e001093,7,<UNK>,0
e_e001093,8,집,21
e_e001097,1,집,21
e_e001097,2,<UNK>,0
e_e001097,3,<UNK>,0
e_e001097,4,<UNK>,0
e_e001097,5,집,21
e_e001098,1,친구 친지 집,24
e_e001098,2,<UNK>,0
e_e001098,3,<UNK>,0
e_e001098,4,<UNK>,0
e_e001098,5,<UNK>,0
e_e001098,6,친구 집,23
e_e001103,1,집,21
e_e001103,2,센트럴시티터미널(호남),12
e_e001103,3,<UNK>,0
e_e001103,4,<UNK>,0
e_e001103,5,<UNK>,0
e_e001103,6,<UNK>,0
e_e001103,7,<UNK>,0
e_e001103,8,<UNK>,0
e_e001103,9,집,21
e_e001104,1,집,21
e_e001104,2,더 현대 서울,3
e_e001104,3,<UNK>,0
e_e001104,4,<UNK>,0
e_e001104,5,더 현대 서울,3
e_e001104,6,집,21
e_e001108,1,집,21
e_e001108,2,<UNK>,0
e_e001108,3,송도센트럴파크,13
e_e001108,4,<UNK>,0
e_e001108,5,<UNK>,0
e_e001108,6,<UNK>,0
e_e001108,7,집,21
e_e001110,1,집,21
e_e001110,2,<UNK>,0
e_e001110,3,<UNK>,0
e_e001110,4,<UNK>,0
e_e001110,5,집,21
e_e001113,1,집,21
e_e001113,2,친지 집,25
e_e001113,3,<UNK>,0
e_e001113,4,<UNK>,0
e_e001113,5,<UNK>,0
e_e001113,6,친지 집,25
e_e001113,7,<UNK>,0
e_e001113,8,친지 집,25
e_e001113,9,<UNK>,0
e_e001113,10,<UNK>,0
e_e001113,11,<UNK>,0
e_e001113,12,<UNK>,0
e_e001113,13,친지 집,25
e_e001113,14,<UNK>,0
e_e001113,15,<UNK>,0
e_e001113,16,<UNK>,0
e_e001113,17,친지 집,25
e_e001113,18,<UNK>,0
e_e001113,19,집,21
e_e001114,1,집,21
e_e001114,2,<UNK>,0
e_e001114,3,<UNK>,0
e_e001114,4,<UNK>,0
e_e001114,5,<UNK>,0
e_e001114,6,집,21
e_e001117,1,집,21
e_e001117,2,<UNK>,0
e_e001117,3,<UNK>,0
e_e001117,4,<UNK>,0
e_e001117,5,<UNK>,0
e_e001117,6,<UNK>,0
e_e001117,7,<UNK>,0
e_e001117,8,집,21
e_e001118,1,집,21
e_e001118,2,<UNK>,0
e_e001118,3,<UNK>,0
e_e001118,4,<UNK>,0
e_e001118,5,<UNK>,0
e_e001118,6,<UNK>,0
e_e001118,7,<UNK>,0
e_e001118,8,집,21
e_e001124,1,집,21
e_e001124,2,수원역,14
e_e001124,3,에버랜드,18
e_e001124,4,<UNK>,0
e_e001124,5,<UNK>,0
e_e001124,6,집,21
e_e001125,1,집,21
e_e001125,2,<UNK>,0
e_e001125,3,<UNK>,0
e_e001125,4,<UNK>,0
e_e001125,5,<UNK>,0
e_e001125,6,<UNK>,0
e_e001125,7,<UNK>,0
e_e001125,8,<UNK>,0
e_e001125,9,<UNK>,0
e_e001125,10,<UNK>,0
e_e001125,11,<UNK>,0
e_e001125,12,<UNK>,0
e_e001125,13,<UNK>,0
e_e001125,14,<UNK>,0
e_e001125,15,집,21
e_e001126,1,집,21
e_e001126,2,<UNK>,0
e_e001126,3,<UNK>,0
e_e001126,4,집,21
e_e001127,1,집,21
e_e001127,2,<UNK>,0
e_e001127,3,<UNK>,0
e_e001127,4,<UNK>,0
e_e001127,5,<UNK>,0
e_e001127,6,<UNK>,0
e_e001127,7,<UNK>,0
e_e001127,8,집,21
e_e001130,1,집,21
e_e001130,2,<UNK>,0
e_e001130,3,<UNK>,0
e_e001130,4,<UNK>,0
e_e001130,5,<UNK>,0
e_e001130,6,<UNK>,0
e_e001130,7,<UNK>,0
e_e001130,8,<UNK>,0
e_e001130,9,<UNK>,0
e_e001130,10,집,21
e_e001131,1,집,21
e_e001131,2,용산역,19
e_e001131,3,<UNK>,0
e_e001131,4,<UNK>,0
e_e001131,5,<UNK>,0
e_e001131,6,<UNK>,0
e_e001131,7,<UNK>,0
e_e001131,8,<UNK>,0
e_e001131,9,<UNK>,0
e_e001131,10,<UNK>,0
e_e001131,11,<UNK>,0
e_e001131,12,<UNK>,0
e_e001131,13,<UNK>,0
e_e001131,14,집,21
e_e001132,1,친구 친지 집,24
e_e001132,2,<UNK>,0
e_e001132,3,<UNK>,0
e_e001132,4,<UNK>,0
e_e001132,5,<UNK>,0
e_e001132,6,<UNK>,0
e_e001132,7,<UNK>,0
e_e001132,8,<UNK>,0
e_e001132,9,<UNK>,0
e_e001132,10,<UNK>,0
e_e001132,11,<UNK>,0
e_e001134,1,집,21
e_e001134,2,<UNK>,0
e_e001134,3,<UNK>,0
e_e001134,4,<UNK>,0
e_e001134,5,<UNK>,0
e_e001134,6,집,21
e_e001137,1,사무실,8
e_e001137,2,<UNK>,0
e_e001137,3,<UNK>,0
e_e001137,4,<UNK>,0
e_e001137,5,<UNK>,0
e_e001137,6,<UNK>,0
e_e001137,7,<UNK>,0
e_e001137,8,<UNK>,0
e_e001137,9,<UNK>,0
e_e001137,10,<UNK>,0
e_e001137,11,<UNK>,0
e_e001137,12,센트럴시티터미널(호남),12
e_e001137,13,<UNK>,0
e_e001137,14,집,21
e_e001140,1,집,21
e_e001140,2,<UNK>,0
e_e001140,3,<UNK>,0
e_e001140,4,<UNK>,0
e_e001140,5,<UNK>,0
e_e001140,6,<UNK>,0
e_e001140,7,집,21
e_e001142,1,집,21
e_e001142,2,<UNK>,0
e_e001142,3,<UNK>,0
e_e001142,4,인천 차이나타운,20
e_e001142,5,<UNK>,0
e_e001142,6,<UNK>,0
e_e001142,7,<UNK>,0
e_e001142,8,<UNK>,0
e_e001142,9,<UNK>,0
e_e001142,10,<UNK>,0
e_e001142,11,<UNK>,0
e_e001142,12,<UNK>,0
e_e001142,13,<UNK>,0
e_e001142,14,<UNK>,0
e_e001142,15,<UNK>,0
e_e001142,16,<UNK>,0
e_e001142,17,<UNK>,0
e_e001142,18,<UNK>,0
e_e001142,19,<UNK>,0
e_e001142,20,<UNK>,0
e_e001142,21,<UNK>,0
e_e001142,22,<UNK>,0
e_e001142,23,<UNK>,0
e_e001142,24,<UNK>,0
e_e001142,25,<UNK>,0
e_e001142,26,집,21
e_e001146,1,집,21
e_e001146,2,<UNK>,0
e_e001146,3,<UNK>,0
e_e001146,4,<UNK>,0
e_e001146,5,집,21
e_e001147,1,집,21
e_e001147,2,롯데월드타워 롯데월드몰,6
e_e001147,3,<UNK>,0
e_e001147,4,<UNK>,0
e_e001147,5,<UNK>,0
e_e001147,6,집,21
e_e001149,1,집,21
e_e001149,2,<UNK>,0
e_e001149,3,<UNK>,0
e_e001149,4,에버랜드,18
e_e001149,5,<UNK>,0
e_e001149,6,<UNK>,0
e_e001149,7,<UNK>,0
e_e001149,8,<UNK>,0
e_e001149,9,<UNK>,0
e_e001149,10,<UNK>,0
e_e001149,11,<UNK>,0
e_e001149,12,<UNK>,0
e_e001149,13,<UNK>,0
e_e001149,14,<UNK>,0
e_e001149,15,<UNK>,0
e_e001149,16,<UNK>,0
e_e001149,17,집,21
e_e001150,1,집,21
e_e001150,2,<UNK>,0
e_e001150,3,<UNK>,0
e_e001150,4,<UNK>,0
e_e001150,5,<UNK>,0
e_e001150,6,<UNK>,0
e_e001150,7,<UNK>,0
e_e001150,8,<UNK>,0
e_e001150,9,집,21
e_e001159,1,집,21
e_e001159,2,<UNK>,0
e_e001159,3,<UNK>,0
e_e001159,4,<UNK>,0
e_e001159,5,<UNK>,0
e_e001159,6,<UNK>,0
e_e001159,7,<UNK>,0
e_e001159,8,<UNK>,0
e_e001159,9,스타필드 하남,16
e_e001159,10,<UNK>,0
e_e001159,11,집,21
e_e001164,1,집,21
e_e001164,2,<UNK>,0
e_e001164,3,서울역,11
e_e001164,4,<UNK>,0
e_e001164,5,<UNK>,0
e_e001164,6,<UNK>,0
e_e001164,7,<UNK>,0
e_e001164,8,<UNK>,0
e_e001164,9,<UNK>,0
e_e001164,10,더 현대 서울,3
e_e001164,11,<UNK>,0
e_e001164,12,<UNK>,0
e_e001164,13,서울역,11
e_e001164,14,<UNK>,0
e_e001164,15,<UNK>,0
e_e001164,16,<UNK>,0
e_e001164,17,<UNK>,0
e_e001164,18,<UNK>,0
e_e001164,19,서울역,11
e_e001164,20,<UNK>,0
e_e001164,21,친구 집,23
e_e001164,22,집,21
e_e001166,1,집,21
e_e001166,2,<UNK>,0
e_e001166,3,서울고속버스터미널(경부),9
e_e001166,4,<UNK>,0
e_e001166,5,<UNK>,0
e_e001166,6,경복궁,1
e_e001166,7,<UNK>,0
e_e001166,8,<UNK>,0
e_e001166,9,<UNK>,0
e_e001166,10,<UNK>,0
e_e001166,11,<UNK>,0
e_e001166,12,<UNK>,0
e_e001166,13,<UNK>,0
e_e001166,14,<UNK>,0
e_e001166,15,<UNK>,0
e_e001166,16,<UNK>,0
e_e001166,17,<UNK>,0
e_e001166,18,<UNK>,0
e_e001166,19,<UNK>,0
e_e001166,20,<UNK>,0
e_e001166,21,서울고속버스터미널(경부),9
e_e001166,22,집,21
e_e001171,1,집,21
e_e001171,2,<UNK>,0
e_e001171,3,서울역,11
e_e001171,4,<UNK>,0
e_e001171,5,<UNK>,0
e_e001171,6,<UNK>,0
e_e001171,7,<UNK>,0
e_e001171,8,<UNK>,0
e_e001171,9,<UNK>,0
e_e001171,10,<UNK>,0
e_e001171,11,<UNK>,0
e_e001171,12,서울역,11
e_e001171,13,집,21
e_e001172,1,집,21
e_e001172,2,<UNK>,0
e_e001172,3,<UNK>,0
e_e001172,4,<UNK>,0
e_e001172,5,집,21
e_e001173,1,집,21
e_e001173,2,<UNK>,0
e_e001173,3,<UNK>,0
e_e001173,4,<UNK>,0
e_e001173,5,<UNK>,0
e_e001173,6,<UNK>,0
e_e001173,7,<UNK>,0
e_e001173,8,<UNK>,0
e_e001173,9,<UNK>,0
e_e001173,10,<UNK>,0
e_e001173,11,<UNK>,0
e_e001173,12,<UNK>,0
e_e001173,13,집,21
e_e001174,1,집,21
e_e001174,2,<UNK>,0
e_e001174,3,서울고속버스터미널(경부),9
e_e001174,4,<UNK>,0
e_e001174,5,<UNK>,0
e_e001174,6,<UNK>,0
e_e001174,7,<UNK>,0
e_e001174,8,<UNK>,0
e_e001174,9,<UNK>,0
e_e001174,10,<UNK>,0
e_e001174,11,<UNK>,0
e_e001174,12,<UNK>,0
e_e001174,13,경복궁,1
e_e001174,14,<UNK>,0
e_e001174,15,<UNK>,0
e_e001174,16,<UNK>,0
e_e001174,17,<UNK>,0
e_e001174,18,더 현대 서울,3
e_e001174,19,서울고속버스터미널(경부),9
e_e001174,20,<UNK>,0
e_e001174,21,집,21
e_e001176,1,집,21
e_e001176,2,<UNK>,0
e_e001176,3,<UNK>,0
e_e001178,1,집,21
e_e001178,2,<UNK>,0
e_e001178,3,<UNK>,0
e_e001178,4,<UNK>,0
e_e001178,5,<UNK>,0
e_e001178,6,<UNK>,0
e_e001178,7,집,21
e_e001180,1,사무실,8
e_e001180,2,<UNK>,0
e_e001180,3,<UNK>,0
e_e001180,4,<UNK>,0
e_e001180,5,<UNK>,0
e_e001180,6,<UNK>,0
e_e001180,7,<UNK>,0
e_e001180,8,<UNK>,0
e_e001180,9,<UNK>,0
e_e001180,10,<UNK>,0
e_e001180,11,<UNK>,0
e_e001180,12,<UNK>,0
e_e001180,13,<UNK>,0
e_e001180,14,<UNK>,0
e_e001180,15,<UNK>,0
e_e001180,16,<UNK>,0
e_e001182,1,집,21
e_e001182,2,<UNK>,0
e_e001182,3,<UNK>,0
e_e001182,4,<UNK>,0
e_e001182,5,<UNK>,0
e_e001182,6,<UNK>,0
e_e001183,1,집,21
e_e001183,2,<UNK>,0
e_e001183,3,<UNK>,0
e_e001183,4,<UNK>,0
e_e001183,5,<UNK>,0
e_e001183,6,<UNK>,0
e_e001183,7,집,21
e_e001188,1,집,21
e_e001188,2,<UNK>,0
e_e001188,3,<UNK>,0
e_e001188,4,<UNK>,0
e_e001190,1,집,21
e_e001190,2,친구 집,23
e_e001190,3,<UNK>,0
e_e001190,4,<UNK>,0
e_e001190,5,친구 집,23
e_e001190,6,<UNK>,0
e_e001190,7,친구 집,23
e_e001190,8,<UNK>,0
e_e001190,9,친구 집,23
e_e001190,10,<UNK>,0
e_e001190,11,친구 집,23
e_e001190,12,<UNK>,0
e_e001190,13,친구 집,23
e_e001190,14,<UNK>,0
e_e001190,15,<UNK>,0
e_e001190,16,집,21
e_e001194,1,집,21
e_e001194,2,<UNK>,0
e_e001194,3,<UNK>,0
e_e001194,4,<UNK>,0
e_e001194,5,<UNK>,0
e_e001194,6,집,21
e_e001200,1,사무실,8
e_e001200,2,<UNK>,0
e_e001200,3,<UNK>,0
e_e001200,4,<UNK>,0
e_e001200,5,<UNK>,0
e_e001200,6,<UNK>,0
e_e001200,7,<UNK>,0
e_e001200,8,<UNK>,0
e_e001201,1,집,21
e_e001201,2,<UNK>,0
e_e001201,3,<UNK>,0
e_e001201,4,<UNK>,0
e_e001201,5,<UNK>,0
e_e001201,6,<UNK>,0
e_e001207,1,집,21
e_e001207,2,<UNK>,0
e_e001207,3,국립중앙박물관,2
e_e001207,4,<UNK>,0
e_e001207,5,<UNK>,0
e_e001207,6,<UNK>,0
e_e001207,7,<UNK>,0
e_e001207,8,<UNK>,0
e_e001207,9,집,21
e_e001211,1,집,21
e_e001211,2,<UNK>,0
e_e001211,3,<UNK>,0
e_e001211,4,집,21
e_e001212,1,집,21
e_e001212,2,<UNK>,0
e_e001212,3,<UNK>,0
e_e001212,4,<UNK>,0
e_e001212,5,<UNK>,0
e_e001212,6,<UNK>,0
e_e001212,7,<UNK>,0
e_e001212,8,<UNK>,0
e_e001212,9,<UNK>,0
e_e001212,10,<UNK>,0
e_e001212,11,집,21
e_e001215,1,집,21
e_e001215,2,<UNK>,0
e_e001215,3,<UNK>,0
e_e001215,4,집,21
e_e001218,1,집,21
e_e001218,2,<UNK>,0
e_e001218,3,<UNK>,0
e_e001218,4,<UNK>,0
e_e001218,5,<UNK>,0
e_e001218,6,<UNK>,0
e_e001218,7,<UNK>,0
e_e001218,8,집,21
e_e001220,1,집,21
e_e001220,2,<UNK>,0
e_e001220,3,<UNK>,0
e_e001220,4,<UNK>,0
e_e001220,5,<UNK>,0
e_e001220,6,<UNK>,0
e_e001220,7,<UNK>,0
e_e001220,8,<UNK>,0
e_e001220,9,<UNK>,0
e_e001220,10,집,21
e_e001230,1,집,21
e_e001230,2,<UNK>,0
e_e001230,3,<UNK>,0
e_e001230,4,<UNK>,0
e_e001230,5,<UNK>,0
e_e001230,6,<UNK>,0
e_e001230,7,집,21
e_e001233,1,집,21
e_e001233,2,<UNK>,0
e_e001233,3,<UNK>,0
e_e001233,4,인천 차이나타운,20
e_e001233,5,<UNK>,0
e_e001233,6,<UNK>,0
e_e001233,7,<UNK>,0
e_e001233,8,<UNK>,0
e_e001233,9,<UNK>,0
e_e001233,10,<UNK>,0
e_e001233,11,<UNK>,0
e_e001233,12,집,21
e_e001238,1,집,21
e_e001238,2,<UNK>,0
e_e001238,3,<UNK>,0
e_e001238,4,<UNK>,0
e_e001238,5,집,21
e_e001239,1,집,21
e_e001239,2,<UNK>,0
e_e001239,3,<UNK>,0
e_e001239,4,<UNK>,0
e_e001239,5,<UNK>,0
e_e001239,6,<UNK>,0
e_e001239,7,<UNK>,0
e_e001239,8,<UNK>,0
e_e001239,9,<UNK>,0
e_e001239,10,인천 차이나타운,20
e_e001239,11,<UNK>,0
e_e001239,12,<UNK>,0
e_e001239,13,<UNK>,0
e_e001239,14,<UNK>,0
e_e001239,15,<UNK>,0
e_e001239,16,<UNK>,0
e_e001239,17,<UNK>,0
e_e001239,18,<UNK>,0
e_e001239,19,<UNK>,0
e_e001239,20,집,21
e_e001243,1,집,21
e_e001243,2,<UNK>,0
e_e001243,3,<UNK>,0
e_e001243,4,<UNK>,0
e_e001243,5,송도센트럴파크,13
e_e001243,6,<UNK>,0
e_e001243,7,<UNK>,0
e_e001243,8,<UNK>,0
e_e001243,9,<UNK>,0
e_e001243,10,<UNK>,0
e_e001243,11,<UNK>,0
e_e001243,12,집,21
e_e001244,1,집,21
e_e001244,2,<UNK>,0
e_e001244,3,<UNK>,0
e_e001244,4,<UNK>,0
e_e001244,5,<UNK>,0
e_e001244,6,<UNK>,0
e_e001244,7,<UNK>,0
e_e001244,8,집,21
e_e001246,1,집,21
e_e001246,2,<UNK>,0
e_e001246,3,<UNK>,0
e_e001246,4,<UNK>,0
e_e001246,5,<UNK>,0
e_e001246,6,<UNK>,0
e_e001246,7,<UNK>,0
e_e001246,8,집,21
e_e001247,1,집,21
e_e001247,2,친지 집,25
e_e001247,3,<UNK>,0
e_e001247,4,친지 집,25
e_e001247,5,<UNK>,0
e_e001247,6,<UNK>,0
e_e001247,7,<UNK>,0
e_e001247,8,<UNK>,0
e_e001247,9,<UNK>,0
e_e001247,10,더 현대 서울,3
e_e001247,11,<UNK>,0
e_e001247,12,친지 집,25
e_e001247,13,국립중앙박물관,2
e_e001247,14,<UNK>,0
e_e001247,15,<UNK>,0
e_e001247,16,<UNK>,0
e_e001247,17,<UNK>,0
e_e001247,18,친지 집,25
e_e001247,19,<UNK>,0
e_e001247,20,친지 집,25
e_e001247,21,<UNK>,0
e_e001247,22,친지 집,25
e_e001247,23,<UNK>,0
e_e001247,24,<UNK>,0
e_e001247,25,<UNK>,0
e_e001247,26,<UNK>,0
e_e001247,27,<UNK>,0
e_e001247,28,<UNK>,0
e_e001247,29,집,21
e_e001251,1,집,21
e_e001251,2,<UNK>,0
e_e001251,3,<UNK>,0
e_e001251,4,<UNK>,0
e_e001251,5,<UNK>,0
e_e001251,6,<UNK>,0
e_e001251,7,<UNK>,0
e_e001251,8,<UNK>,0
e_e001251,9,<UNK>,0
e_e001251,10,<UNK>,0
e_e001251,11,<UNK>,0
e_e001251,12,<UNK>,0
e_e001251,13,<UNK>,0
e_e001251,14,<UNK>,0
e_e001251,15,<UNK>,0
e_e001251,16,집,21
e_e001252,1,집,21
e_e001252,2,<UNK>,0
e_e001252,3,<UNK>,0
e_e001252,4,<UNK>,0
e_e001252,5,<UNK>,0
e_e001252,6,<UNK>,0
e_e001252,7,<UNK>,0
e_e001252,8,집,21
e_e001254,1,집,21
e_e001254,2,<UNK>,0
e_e001254,3,<UNK>,0
e_e001254,4,<UNK>,0
e_e001254,5,<UNK>,0
e_e001254,6,<UNK>,0
e_e001254,7,<UNK>,0
e_e001254,8,<UNK>,0
e_e001254,9,<UNK>,0
e_e001254,10,<UNK>,0
e_e001254,11,<UNK>,0
e_e001254,12,<UNK>,0
e_e001254,13,<UNK>,0
e_e001254,14,<UNK>,0
e_e001254,15,<UNK>,0
e_e001254,16,집,21
e_e001257,1,집,21
e_e001257,2,<UNK>,0
e_e001257,3,<UNK>,0
e_e001257,4,<UNK>,0
e_e001257,5,<UNK>,0
e_e001257,6,집,21
e_e001261,1,집,21
e_e001261,2,<UNK>,0
e_e001261,3,<UNK>,0
e_e001261,4,집,21
e_e001262,1,집,21
e_e001262,2,<UNK>,0
e_e001262,3,<UNK>,0
e_e001262,4,<UNK>,0
e_e001262,5,방화수류정,7
e_e001262,6,<UNK>,0
e_e001262,7,<UNK>,0
e_e001262,8,집,21
e_e001264,1,집,21
e_e001264,2,<UNK>,0
e_e001264,3,<UNK>,0
e_e001264,4,<UNK>,0
e_e001264,5,<UNK>,0
e_e001264,6,<UNK>,0
e_e001264,7,집,21
e_e001265,1,집,21
e_e001265,2,<UNK>,0
e_e001265,3,<UNK>,0
e_e001265,4,<UNK>,0
e_e001265,5,<UNK>,0
e_e001265,6,<UNK>,0
e_e001265,7,<UNK>,0
e_e001265,8,집,21
e_e001267,1,집,21
e_e001267,2,<UNK>,0
e_e001267,3,<UNK>,0
e_e001267,4,헤이리 예술마을,27
e_e001267,5,<UNK>,0
e_e001267,6,집,21
e_e001271,1,집,21
e_e001271,2,<UNK>,0
e_e001271,3,<UNK>,0
e_e001271,4,<UNK>,0
e_e001271,5,<UNK>,0
e_e001271,6,<UNK>,0
e_e001271,7,<UNK>,0
e_e001271,8,<UNK>,0
e_e001271,9,<UNK>,0
e_e001271,10,<UNK>,0
e_e001271,11,집,21
e_e001276,1,집,21
e_e001276,2,송도센트럴파크,13
e_e001276,3,<UNK>,0
e_e001276,4,송도센트럴파크,13
e_e001276,5,<UNK>,0
e_e001276,6,<UNK>,0
e_e001276,7,<UNK>,0
e_e001276,8,<UNK>,0
e_e001276,9,집,21
e_e001279,1,집,21
e_e001279,2,<UNK>,0
e_e001279,3,<UNK>,0
e_e001279,4,<UNK>,0
e_e001279,5,<UNK>,0
e_e001279,6,<UNK>,0
e_e001279,7,<UNK>,0
e_e001279,8,<UNK>,0
e_e001279,9,<UNK>,0
e_e001279,10,<UNK>,0
e_e001279,11,<UNK>,0
e_e001279,12,<UNK>,0
e_e001279,13,<UNK>,0
e_e001279,14,<UNK>,0
e_e001279,15,<UNK>,0
e_e001279,16,<UNK>,0
e_e001279,17,집,21
e_e001280,1,집,21
e_e001280,2,<UNK>,0
e_e001280,3,<UNK>,0
e_e001280,4,<UNK>,0
e_e001280,5,<UNK>,0
e_e001280,6,<UNK>,0
e_e001280,7,<UNK>,0
e_e001280,8,<UNK>,0
e_e001280,9,<UNK>,0
e_e001280,10,<UNK>,0
e_e001280,11,<UNK>,0
e_e001280,12,<UNK>,0
e_e001280,13,<UNK>,0
e_e001280,14,<UNK>,0
e_e001280,15,<UNK>,0
