start_lat,start_lon,end_lat,end_lon,length_km,width_m,road_type,is_official,is_wide_road,safety_index
37.40653444,127.2648552,37.4164672,127.2726098,1.2,2.2,자전거전용도로,Y,1,0.1331
37.39769199,127.2746319,37.40653444,127.2648552,1.37,1.7,자전거보행자겸용도로,Y,0,0.0962
37.40666928,127.2619057,37.41871782,127.2591892,1.4,1.7,자전거보행자겸용도로,Y,0,0.0963
37.40723094,127.2609401,37.41926278,127.2584382,1.38,1.5,자전거보행자겸용도로,Y,0,0.0812
37.46980995,127.3008434,37.47039401,127.3066942,0.33,1.6,자전거보행자겸용도로,Y,0,0.0842
37.47079031,127.3035928,37.47251501,127.3057475,0.3,1.6,자전거보행자겸용도로,Y,0,0.084
37.34934543,127.3568267,37.35038009,127.3648884,0.82,1.5,자전거보행자겸용도로,Y,0,0.0788
37.36152974,127.1585456,37.36693533,127.1609578,0.6,1.5,자전거보행자겸용도로,Y,0,0.0778
,,,,2.7,3.4,자전거보행자겸용도로,,1,0.2298
,,,,3.3,1.2,자전거보행자겸용도로,,0,0.0668
,,,,3.4,1.5,자전거전용차로,,0,0.0898
,,,,2.4,3.0,자전거보행자겸용도로,,1,0.1984
,,,,1.97,1.0,자전거전용차로,,0,0.0461
,,,,8.9,1.8,자전거전용차로,,0,0.1361
,,,,8.9,1.8,자전거전용차로,,0,0.1361
,,,,4.2,2.7,자전거보행자겸용도로,,1,0.1836
,,,,2.3,1.5,자전거보행자겸용도로,,0,0.0851
,,,,2.05,1.8,자전거보행자겸용도로,,0,0.1066
,,,,3.71,1.5,자전거보행자겸용도로,,0,0.0912
,,,,3.71,1.5,자전거보행자겸용도로,,0,0.0912
,,,,1.2,3.0,자전거보행자겸용도로,,1,0.1933
,,,,1.2,3.0,자전거보행자겸용도로,,1,0.1933
,,,,3.7,3.0,자전거전용차로,,1,0.204
,,,,1.8,1.8,자전거보행자겸용도로,,0,0.1055
,,,,1.4,2.1,자전거보행자겸용도로,,1,0.1264
,,,,15.0,1.8,자전거보행자겸용도로,,0,0.1623
,,,,15.0,1.8,자전거보행자겸용도로,,0,0.1623
,,,,0.95,3.0,자전거보행자겸용도로,,1,0.1922
,,,,0.38,3.0,자전거보행자겸용도로,,1,0.1898
,,,,3.5,3.0,자전거전용도로,,1,0.2032
,,,,1.3,3.0,자전거전용도로,,1,0.1937
,,,,2.2,3.0,자전거전용도로,,1,0.1976
,,,,5.7,3.0,자전거전용도로,,1,0.2126
,,,,4.8,3.0,자전거전용도로,,1,0.2088
,,,,2.8,3.0,자전거전용도로,,1,0.2002
37.46382044,127.0227555,37.46453058,127.0201363,0.2,1.2,자전거보행자겸용도로,,0,0.0535
37.4620461,127.0232663,37.4656521,127.0271812,0.8,1.2,자전거보행자겸용도로,,0,0.0561
37.46453818,127.025583,37.46298035,127.0242166,0.8,1.2,자전거보행자겸용도로,,0,0.0561
37.47396509,127.0305918,37.47085458,127.0253807,0.6,0.8,자전거보행자겸용도로,,0,0.0251
37.46934298,127.038963,37.46694995,127.0371209,0.3,3.0,자전거보행자겸용도로,,1,0.1894
37.47100208,127.039216,37.47356692,127.0391437,0.31,1.5,자전거보행자겸용도로,,0,0.0766
37.47071706,127.0392942,37.46900846,127.0401398,0.2,3.0,자전거보행자겸용도로,,1,0.189
37.48262775,127.0357023,37.47042037,127.0384652,1.4,1.5,자전거보행자겸용도로,,0,0.0812
37.49175114,127.0303405,37.48513596,127.0332934,0.9,1.6,자전거보행자겸용도로,,0,0.0866
37.51556019,127.0193011,37.51127479,127.0206033,0.5,1.2,자전거보행자겸용도로,,0,0.0548
37.46085039,127.0209427,37.46444079,127.0290156,0.7,1.2,자전거전용차로,,0,0.0557
37.46550452,127.0257976,37.46124583,127.0204371,0.7,1.2,자전거전용차로,,0,0.0557
37.52095983,127.0155343,37.51451892,127.0069957,1.4,1.2,자전거전용차로,,0,0.0587
37.50806384,127.0084706,37.52019852,127.015401,1.7,1.2,자전거전용차로,,0,0.06
37.43073091,127.0706762,37.44324867,127.0587465,2.1,2.0,자전거전용도로,,1,0.1219
37.48937452,127.0314903,37.48875381,127.0244764,1.5,0.5,자전거전용도로,,0,0.0064
37.44324867,127.0587465,37.44492791,127.0593247,0.04,1.7,자전거전용도로,,0,0.0905
37.47610465,127.001178,37.48063357,127.0125085,1.1,1.6,자전거보행자겸용도로,,0,0.0875
37.47731078,126.9820454,37.49806739,126.984587,2.5,1.4,자전거보행자겸용도로,,0,0.0784
37.50688603,127.0087253,37.50643574,127.0068344,0.3,1.4,자전거보행자겸용도로,,0,0.069
37.47533822,126.9877142,37.47547453,127.0007114,1.22,1.2,자전거보행자겸용도로,,0,0.0579
37.47396509,127.0305918,37.48328535,127.0279972,1.2,1.8,자전거보행자겸용도로,,0,0.103
37.45513744,127.0644866,37.45647802,127.0594206,0.3,1.0,자전거보행자겸용도로,,0,0.0389
37.50706144,126.9979688,37.48104111,127.0125376,3.5,1.3,자전거보행자겸용도로,,0,0.0752
37.48122656,127.0131849,37.50845202,126.9997731,3.5,1.3,자전거보행자겸용도로,,0,0.0752
37.51017745,127.00806,37.5099491,127.0077759,0.23,1.2,자전거보행자겸용도로,,0,0.0536
37.506252,126.9926731,37.50490907,126.9921285,0.8,1.5,자전거보행자겸용도로,,0,0.0787
37.4460304,127.057917,37.44975319,127.0536829,0.5,1.3,자전거보행자겸용도로,,0,0.0623
37.45501936,127.0653604,37.45661359,127.059045,0.5,1.8,자전거보행자겸용도로,,0,0.1
37.45647802,127.0594206,37.45501964,127.0648467,0.5,1.8,자전거보행자겸용도로,,0,0.1
37.44904844,127.0564019,37.45435252,127.0601529,3.1,1.5,자전거보행자겸용도로,,0,0.0886
37.44779697,127.057701,37.44883121,127.0578388,0.75,1.3,자전거보행자겸용도로,,0,0.0634
37.50622031,127.0050517,37.49992091,126.9917355,0.4,1.6,자전거보행자겸용도로,,0,0.0845
37.49992091,126.9917355,37.50308493,126.9956936,0.4,1.6,자전거보행자겸용도로,,0,0.0845
37.47580085,126.9819583,37.46445827,126.9883381,2.2,1.5,자전거보행자겸용도로,,0,0.0847
37.48955968,126.9873434,37.47800817,126.9826301,1.4,2.0,자전거보행자겸용도로,,1,0.1189
37.49306933,126.9906453,37.49734456,126.9881176,0.7,1.1,자전거보행자겸용도로,,0,0.0481
37.45976394,127.0253605,37.4561155,127.0137834,1.3,1.4,자전거보행자겸용도로,,0,0.0733
37.45972494,127.0244643,37.45714409,127.015322,1.3,1.4,자전거보행자겸용도로,,0,0.0733
37.46571494,127.0212623,37.46458367,127.0247356,0.6,1.2,자전거보행자겸용도로,,0,0.0552
37.46550452,127.0257976,37.46652055,127.0231268,0.6,1.2,자전거보행자겸용도로,,0,0.0552
37.46305203,127.0196478,37.46240882,127.0221122,0.2,1.2,자전거보행자겸용도로,,0,0.0535
37.4692329,127.0292667,37.46550452,127.0257976,0.242,1.2,자전거전용차로,,0,0.0537
37.46720492,127.0282821,37.46444079,127.0290156,0.22,1.2,자전거전용차로,,0,0.0536
37.50232768,127.0053167,37.5027098,127.013752,1.6,1.2,자전거보행자겸용도로,,0,0.0595
37.50786022,127.011582,37.50375587,127.020793,0.95,1.2,자전거보행자겸용도로,,0,0.0567
37.50440119,126.9982334,37.50665613,126.9974447,0.46,2.0,자전거보행자겸용도로,,1,0.1148
37.5053439,127.0004335,37.50440119,126.9982334,0.24,2.0,자전거보행자겸용도로,,1,0.1139
37.50308493,126.9956936,37.50439895,127.0008092,0.5,2.6,자전거보행자겸용도로,,1,0.1602
37.5071157,127.0098732,37.50786022,127.011582,0.55,3.9,자전거보행자겸용도로,,1,0.2582
37.50524853,127.0110376,37.50821103,127.0089697,0.32,2.6,자전거보행자겸용도로,,1,0.1594
38.10419114,127.0207916,38.23643828,127.1610505,32.0,2.5,,,1,0.2881
37.97069086,126.8911164,38.10419114,127.0207916,36.0,2.5,,,1,0.3052
,,,,0.61,1.5,,,0,0.0778
,,,,0.61,1.5,,,0,0.0778
,,,,1.8,1.5,,,0,0.083
,,,,1.8,1.5,,,0,0.083
,,,,1.27,1.5,,,0,0.0807
,,,,1.27,1.5,,,0,0.0807
,,,,0.27,1.5,,,0,0.0764
,,,,0.27,1.5,,,0,0.0764
,,,,0.18,1.2,,,0,0.0534
,,,,0.18,1.2,,,0,0.0534
,,,,0.24,1.2,,,0,0.0537
,,,,1.13,1.5,,,0,0.0801
,,,,1.13,1.5,,,0,0.0801
,,,,1.3,2.0,,,1,0.1184
,,,,1.3,2.0,,,1,0.1184
,,,,0.24,2.0,,,1,0.1139
,,,,0.14,2.8,,,1,0.1737
,,,,1.17,2.5,,,1,0.1555
,,,,1.0,2.0,,,1,0.1172
,,,,1.0,2.0,,,1,0.1172
,,,,0.21,1.5,,,0,0.0761
,,,,0.21,1.5,,,0,0.0761
,,,,0.69,1.5,,,0,0.0782
,,,,0.69,1.5,,,0,0.0782
,,,,0.58,1.5,,,0,0.0777
,,,,0.58,1.5,,,0,0.0777
,,,,1.72,1.2,,,0,0.06
,,,,1.72,1.2,,,0,0.06
,,,,0.27,2.0,,,1,0.114
,,,,0.68,3.0,,,1,0.1911
,,,,0.61,1.5,,,0,0.0778
,,,,0.61,1.5,,,0,0.0778
,,,,1.47,1.5,,,0,0.0815
,,,,1.47,1.5,,,0,0.0815
,,,,0.67,1.5,,,0,0.0781
,,,,0.67,1.5,,,0,0.0781
,,,,0.57,1.5,,,0,0.0777
,,,,0.57,1.5,,,0,0.0777
,,,,0.08,1.5,,,0,0.0756
,,,,0.08,1.5,,,0,0.0756
,,,,0.41,1.5,,,0,0.077
,,,,0.41,1.5,,,0,0.077
,,,,0.75,1.5,,,0,0.0784
,,,,0.75,1.5,,,0,0.0784
,,,,0.91,2.0,,,1,0.1168
,,,,0.91,2.0,,,1,0.1168
,,,,1.13,1.5,,,0,0.0801
,,,,1.13,1.5,,,0,0.0801
,,,,0.85,1.5,,,0,0.0789
,,,,0.78,1.5,,,0,0.0786
,,,,0.23,1.5,,,0,0.0762
,,,,0.23,1.5,,,0,0.0762
,,,,2.02,1.5,,,0,0.0839
,,,,2.02,1.5,,,0,0.0839
,,,,2.05,1.5,,,0,0.084
,,,,2.25,1.5,,,0,0.0849
,,,,2.25,1.5,,,0,0.0849
,,,,0.77,1.5,,,0,0.0785
,,,,0.77,1.5,,,0,0.0785
,,,,0.91,1.5,,,0,0.0791
,,,,0.91,1.5,,,0,0.0791
,,,,0.75,1.5,,,0,0.0784
,,,,0.75,1.5,,,0,0.0784
,,,,1.01,1.5,,,0,0.0796
,,,,1.01,1.5,,,0,0.0796
,,,,0.26,1.5,,,0,0.0763
,,,,0.26,1.5,,,0,0.0763
,,,,0.16,1.5,,,0,0.0759
,,,,0.72,1.5,,,0,0.0783
,,,,0.38,2.0,,,1,0.1145
,,,,0.38,2.0,,,1,0.1145
,,,,5.74,1.5,,,0,0.0999
,,,,5.74,1.5,,,0,0.0999
,,,,1.0,2.5,,,1,0.1548
,,,,2.21,1.5,,,0,0.0847
,,,,2.21,1.5,,,0,0.0847
,,,,1.09,1.5,,,0,0.0799
,,,,1.09,1.5,,,0,0.0799
,,,,0.28,2.0,,,1,0.1141
,,,,0.28,2.0,,,1,0.1141
,,,,0.81,2.2,,,1,0.1314
,,,,0.25,2.0,,,1,0.1139
,,,,0.96,1.8,,,0,0.1019
,,,,0.87,1.8,,,0,0.1015
,,,,1.25,1.38,,,0,0.0716
,,,,1.25,1.38,,,0,0.0716
,,,,0.46,5.0,,,1,0.3406
,,,,0.08,3.0,,,1,0.1885
,,,,0.25,1.8,,,0,0.0989
,,,,0.25,1.8,,,0,0.0989
,,,,0.33,1.8,,,0,0.0992
,,,,0.33,1.8,,,0,0.0992
,,,,0.64,1.38,,,0,0.0689
,,,,0.64,1.38,,,0,0.0689
,,,,0.44,1.38,,,0,0.0681
,,,,0.44,1.38,,,0,0.0681
,,,,0.39,1.8,,,0,0.0995
,,,,0.39,1.8,,,0,0.0995
,,,,1.13,1.38,,,0,0.0711
,,,,1.13,1.38,,,0,0.0711
,,,,1.86,1.38,,,0,0.0742
,,,,1.86,1.38,,,0,0.0742
,,,,0.99,1.5,,,0,0.0795
,,,,0.99,1.5,,,0,0.0795
,,,,0.68,1.5,,,0,0.0781
,,,,0.68,1.5,,,0,0.0781
,,,,0.19,1.5,,,0,0.076
,,,,0.19,1.5,,,0,0.076
,,,,2.05,1.5,,,0,0.084
,,,,0.48,2.5,,,1,0.1526
,,,,0.44,3.0,,,1,0.19
,,,,0.53,1.5,,,0,0.0775
,,,,1.42,3.0,,,1,0.1942
,,,,0.11,1.5,,,0,0.0757
,,,,0.12,1.5,,,0,0.0757
,,,,0.45,1.5,,,0,0.0772
,,,,0.45,1.5,,,0,0.0772
,,,,0.6,2.5,,,1,0.1531
,,,,0.36,2.5,,,1,0.152
,,,,1.0,2.0,,,1,0.1172
,,,,1.6,3.5,,,1,0.2326
,,,,1.79,3.5,,,1,0.2335
,,,,0.16,2.7,,,1,0.1662
,,,,0.22,2.7,,,1,0.1665
,,,,0.34,1.8,,,0,0.0993
,,,,0.34,1.8,,,0,0.0993
,,,,0.22,1.8,,,0,0.0988
,,,,0.22,1.8,,,0,0.0988
,,,,0.82,1.8,,,0,0.1013
,,,,0.82,1.8,,,0,0.1013
,,,,0.38,2.8,자전거보행자겸용도로,Y,1,0.1747
,,,,0.84,3.5,자전거우선도로,Y,1,0.2294
,,,,3.84,2.2,자전거보행자겸용도로,Y,1,0.1444
,,,,0.34,1.7,자전거전용차로,Y,0,0.0917
,,,,0.96,3.0,자전거보행자겸용도로,Y,1,0.1923
,,,,0.29,3.0,자전거보행자겸용도로,Y,1,0.1894
,,,,3.2,3.0,자전거보행자겸용도로,Y,1,0.2019
,,,,0.5,3.0,자전거보행자겸용도로,Y,1,0.1903
,,,,0.73,3.2,자전거보행자겸용도로,Y,1,0.2063
,,,,0.55,3.2,자전거보행자겸용도로,Y,1,0.2055
,,,,0.69,3.2,자전거보행자겸용도로,Y,1,0.2061
,,,,0.44,3.2,자전거보행자겸용도로,Y,1,0.2051
,,,,1.0,3.1,자전거보행자겸용도로,Y,1,0.2
,,,,1.67,3.3,자전거보행자겸용도로,Y,1,0.2179
,,,,0.64,3.1,자전거보행자겸용도로,Y,1,0.1984
,,,,0.64,2.8,자전거우선도로,Y,1,0.1758
,,,,0.43,3.1,자전거보행자겸용도로,Y,1,0.1975
,,,,0.11,2.8,자전거우선도로,Y,1,0.1735
,,,,0.26,3.1,자전거보행자겸용도로,Y,1,0.1968
,,,,0.66,2.8,자전거우선도로,Y,1,0.1759
,,,,0.79,3.1,자전거보행자겸용도로,Y,1,0.1991
,,,,0.34,2.6,자전거보행자겸용도로,Y,1,0.1595
,,,,0.5,3.1,자전거보행자겸용도로,Y,1,0.1978
,,,,0.15,2.8,자전거보행자겸용도로,Y,1,0.1737
,,,,1.1,2.9,자전거보행자겸용도로,Y,1,0.1853
,,,,1.02,3.0,자전거보행자겸용도로,Y,1,0.1925
,,,,4.1,2.0,자전거보행자겸용도로,Y,1,0.1305
,,,,5.0,3.2,자전거보행자겸용도로,Y,1,0.2247
,,,,1.6,3.0,자전거보행자겸용도로,Y,1,0.195
,,,,1.7,3.0,자전거보행자겸용도로,Y,1,0.1954
,,,,2.8,2.8,자전거보행자겸용도로,Y,1,0.1851
,,,,4.14,3.4,자전거보행자겸용도로,Y,1,0.236
,,,,2.8,2.8,자전거보행자겸용도로,Y,1,0.1851
,,,,0.28,3.0,자전거보행자겸용도로,Y,1,0.1893
,,,,1.05,3.0,자전거보행자겸용도로,Y,1,0.1926
,,,,1.29,2.7,자전거보행자겸용도로,Y,1,0.1711
,,,,0.36,2.7,자전거보행자겸용도로,Y,1,0.1671
,,,,8.45,3.0,자전거보행자겸용도로,Y,1,0.2245
,,,,0.26,3.9,자전거보행자겸용도로,Y,1,0.257
,,,,0.77,2.9,자전거보행자겸용도로,Y,1,0.1839
,,,,0.1,3.0,자전거보행자겸용도로,Y,1,0.1886
,,,,0.34,3.3,자전거우선도로,Y,1,0.2122
,,,,0.45,1.9,자전거보행자겸용도로,Y,0,0.1073
,,,,0.45,3.0,자전거보행자겸용도로,Y,1,0.1901
,,,,2.2,2.6,자전거전용도로,Y,1,0.1675
,,,,3.82,3.0,자전거보행자겸용도로,Y,1,0.2045
,,,,1.25,3.1,자전거보행자겸용도로,Y,1,0.201
,,,,1.77,3.4,자전거보행자겸용도로,Y,1,0.2258
,,,,2.2,2.2,,,1,0.1374
,,,,0.67,2.5,,,1,0.1534
,,,,0.67,2.5,,,1,0.1534
,,,,0.44,3.0,,,1,0.19
,,,,0.44,2.0,,,1,0.1148
,,,,1.5,1.2,자전거보행자겸용도로,Y,0,0.0591
,,,,0.3,1.5,자전거보행자겸용도로,Y,0,0.0765
,,,,0.3,1.5,자전거보행자겸용도로,Y,0,0.0765
,,,,0.35,1.5,자전거보행자겸용도로,Y,0,0.0767
,,,,0.8,1.5,자전거보행자겸용도로,Y,0,0.0787
,,,,0.9,1.5,자전거보행자겸용도로,Y,0,0.0791
,,,,1.0,1.5,자전거보행자겸용도로,Y,0,0.0795
,,,,4.0,2.5,자전거보행자겸용도로,Y,1,0.1677
,,,,1.4,2.0,자전거보행자겸용도로,Y,1,0.1189
,,,,0.81,2.4,자전거보행자겸용도로,Y,1,0.1464
,,,,1.25,1.2,자전거보행자겸용도로,Y,0,0.058
,,,,1.5,4.0,자전거보행자겸용도로,Y,1,0.2698
,,,,0.76,1.7,자전거보행자겸용도로,Y,0,0.0935
,,,,1.9,1.2,자전거보행자겸용도로,Y,0,0.0608
,,,,0.9,2.4,자전거보행자겸용도로,Y,1,0.1468
,,,,1.0,3.4,자전거보행자겸용도로,Y,1,0.2225
,,,,1.7,2.5,자전거보행자겸용도로,Y,1,0.1578
,,,,1.2,4.0,자전거보행자겸용도로,Y,1,0.2686
,,,,1.7,1.8,자전거보행자겸용도로,Y,0,0.1051
,,,,5.8,1.7,자전거보행자겸용도로,Y,0,0.1152
,,,,3.7,1.3,자전거보행자겸용도로,Y,0,0.0761
,,,,2.5,2.2,자전거보행자겸용도로,Y,1,0.1387
,,,,0.8,2.2,자전거보행자겸용도로,Y,1,0.1314
,,,,1.9,1.9,자전거보행자겸용도로,Y,0,0.1135
,,,,0.78,1.4,자전거보행자겸용도로,Y,0,0.0711
,,,,1.7,1.5,자전거보행자겸용도로,Y,0,0.0825
,,,,4.2,1.5,자전거보행자겸용도로,Y,0,0.0933
,,,,1.1,2.0,자전거보행자겸용도로,Y,1,0.1176
,,,,0.5,1.5,자전거보행자겸용도로,Y,0,0.0774
,,,,0.9,1.4,자전거보행자겸용도로,Y,0,0.0716
,,,,1.5,1.4,자전거보행자겸용도로,Y,0,0.0741
,,,,2.7,1.5,자전거보행자겸용도로,Y,0,0.0868
,,,,13.5,2.0,자전거보행자겸용도로,Y,1,0.1709
,,,,2.2,1.5,자전거보행자겸용도로,Y,0,0.0847
,,,,1.9,2.9,자전거보행자겸용도로,Y,1,0.1888
,,,,1.7,1.6,자전거보행자겸용도로,Y,0,0.0901
,,,,5.5,2.0,자전거보행자겸용도로,Y,1,0.1365
,,,,0.3,1.4,자전거보행자겸용도로,Y,0,0.069
,,,,1.9,1.4,자전거보행자겸용도로,Y,0,0.0759
,,,,0.6,1.4,자전거보행자겸용도로,Y,0,0.0703
,,,,1.5,1.4,자전거보행자겸용도로,Y,0,0.0741
,,,,0.67,3.0,,,1,0.191
,,,,18.17,3.0,,,1,0.2662
,,,,45.29,3.0,,,1,0.3828
,,,,0.28,3.7,,,1,0.242
,,,,4.28,3.0,,,1,0.2065
,,,,2.28,3.0,,,1,0.1979
,,,,2.1,3.0,,,1,0.1972
,,,,0.76,3.0,,,1,0.1914
,,,,1.0,2.5,,,1,0.1548
,,,,4.36,3.0,,,1,0.2069
,,,,0.77,3.0,,,1,0.1914
,,,,0.48,2.3,,,1,0.1375
,,,,0.47,2.3,,,1,0.1375
,,,,2.87,1.8,,,0,0.1101
,,,,2.87,1.8,,,0,0.1101
,,,,1.75,1.5,,,0,0.0827
,,,,1.75,1.8,,,0,0.1053
,,,,0.58,3.0,,,1,0.1906
,,,,0.31,3.0,,,1,0.1895
,,,,0.64,1.2,,,0,0.0554
,,,,1.38,2.4,,,1,0.1489
,,,,1.64,1.3,,,0,0.0672
,,,,1.66,1.2,,,0,0.0598
,,,,0.26,1.2,,,0,0.0538
36.956624,126.877165,36.956624,126.877165,0.1,1.5,자전거보행자겸용도로,Y,0,0.0757
36.951833,126.870825,36.951833,126.870825,0.245,1.5,자전거보행자겸용도로,Y,0,0.0763
36.95522107,126.86415,36.95522107,126.86415,0.474,1.5,자전거보행자겸용도로,Y,0,0.0773
36.95247499,126.8662146,36.95247499,126.8662146,0.674,1.5,자전거보행자겸용도로,Y,0,0.0781
36.95047942,126.8686655,36.95047942,126.8686655,0.512,1.5,자전거보행자겸용도로,Y,0,0.0774
36.95410916,126.8727263,36.95410916,126.8727263,0.576,1.5,자전거보행자겸용도로,Y,0,0.0777
36.95598192,126.8713902,36.95598192,126.8713902,0.523,1.5,자전거보행자겸용도로,Y,0,0.0775
36.958064,126.8693843,36.958064,126.8693843,0.559,1.5,자전거보행자겸용도로,Y,0,0.0776
36.95758401,126.8735542,36.95758401,126.8735542,0.46,1.5,자전거보행자겸용도로,Y,0,0.0772
36.9589364,126.8752058,36.9589364,126.8752058,0.451,1.5,자전거보행자겸용도로,Y,0,0.0772
36.95858302,126.8776997,36.95858302,126.8776997,1.14,1.5,자전거보행자겸용도로,Y,0,0.0801
36.96094104,126.8707138,36.96094104,126.8707138,0.648,1.5,자전거보행자겸용도로,Y,0,0.078
36.96050569,126.8675621,36.96050569,126.8675621,0.905,1.5,자전거보행자겸용도로,Y,0,0.0791
36.95678242,126.866619,36.95678242,126.866619,0.596,1.5,자전거보행자겸용도로,Y,0,0.0778
36.95678242,126.866619,36.95678242,126.866619,0.552,1.5,자전거보행자겸용도로,Y,0,0.0776
36.95811332,126.8614428,36.95811332,126.8614428,0.851,1.5,자전거보행자겸용도로,Y,0,0.0789
36.958928,126.858918,36.958928,126.858918,0.228,1.5,자전거보행자겸용도로,Y,0,0.0762
37.023458,126.942828,37.022547,126.928646,1.33,1.5,자전거보행자겸용도로,Y,0,0.0809
37.034937,126.945726,37.02389331,126.946597,1.22,1.7,자전거보행자겸용도로,Y,0,0.0955
37.022547,126.928646,37.023152,126.942843,1.33,1.5,자전거보행자겸용도로,Y,0,0.0809
37.02389331,126.946597,37.023654,126.943567,0.34,2.1,자전거보행자겸용도로,Y,1,0.1218
36.983023,126.92054,36.981492,126.918674,0.13,2.5,자전거보행자겸용도로,Y,1,0.1511
36.98549,126.916394,36.98513388,126.919303,0.27,1.7,자전거보행자겸용도로,Y,0,0.0914
36.983023,126.92054,36.983033,126.928582,0.75,4.7,자전거보행자겸용도로,Y,1,0.3193
36.984882,126.923861,36.981842,126.92442,0.33,3.0,자전거보행자겸용도로,Y,1,0.1895
,,,,1.4,3.5,자전거전용도로,,1,0.2318
,,,,0.3,3.5,자전거보행자겸용도로,,1,0.2271
,,,,0.7,3.5,자전거보행자겸용도로,,1,0.2288
,,,,0.34,3.5,자전거전용도로,,1,0.2272
36.941784,126.9930954,36.945622,127.0143939,2.1,3.0,자전거보행자겸용도로,Y,1,0.1972
36.961813,127.05649,36.96350247,127.054573,0.31,3.0,자전거보행자겸용도로,Y,1,0.1895
36.963442,127.053966,36.961335,127.055306,0.31,3.0,자전거보행자겸용도로,Y,1,0.1895
36.9521257,126.8770301,36.9521257,126.8770301,0.187,1.5,자전거보행자겸용도로,Y,0,0.076
36.952321,126.875713,36.952321,126.875713,0.175,1.5,자전거보행자겸용도로,Y,0,0.076
36.95091744,126.8756751,36.95091744,126.8756751,0.265,1.5,자전거보행자겸용도로,Y,0,0.0764
36.951083,126.873452,36.951083,126.873452,0.3,1.5,자전거보행자겸용도로,Y,0,0.0765
36.94906929,126.8701272,36.94906929,126.8701272,0.414,1.5,자전거보행자겸용도로,Y,0,0.077
36.95287986,126.8740149,36.95287986,126.8740149,0.319,1.5,자전거보행자겸용도로,Y,0,0.0766
36.961668,127.046127,36.964033,127.053408,0.12,3.1,자전거보행자겸용도로,Y,1,0.1962
36.96728331,127.049954,36.964149,127.05325,0.48,1.6,자전거전용도로,Y,0,0.0848
36.963047,127.0517342,36.95781493,127.0450861,0.86,1.0,자전거보행자겸용도로,Y,0,0.0413
36.988373,127.0454485,36.99099322,127.0602012,1.49,4.0,자전거보행자겸용도로,Y,1,0.2698
37.085618,127.049516,37.087524,127.047862,0.28,1.7,자전거보행자겸용도로,Y,0,0.0915
37.087087,127.055223,37.088705,127.052425,0.36,2.1,자전거보행자겸용도로,Y,1,0.1219
37.087413,127.047481,37.085436,127.049316,0.28,2.0,자전거보행자겸용도로,Y,1,0.1141
37.088711,127.0521161,37.081319,127.049457,0.93,1.6,자전거보행자겸용도로,Y,0,0.0868
37.079242,127.054589,37.07929,127.051541,0.27,1.2,자전거보행자겸용도로,Y,0,0.0538
37.07347,127.0482131,37.074389,127.0493782,0.28,2.0,자전거보행자겸용도로,Y,1,0.1141
37.074759,127.052812,37.074661,127.049597,0.14,2.5,자전거보행자겸용도로,Y,1,0.1511
37.07446934,127.049566,37.074455,127.053085,0.14,1.2,자전거보행자겸용도로,Y,0,0.0532
37.076507,127.05288,37.074669,127.052813,0.19,1.4,자전거보행자겸용도로,Y,0,0.0685
37.072277,127.054664,37.072342,127.051447,0.27,1.4,자전거보행자겸용도로,Y,0,0.0689
37.074761,127.053082,37.075915,127.053112,0.16,1.5,자전거보행자겸용도로,Y,0,0.0759
37.07722201,127.060654,37.074682,127.055647,0.51,2.0,자전거보행자겸용도로,Y,1,0.1151
37.079173,127.051542,37.079124,127.05449,0.28,1.2,자전거보행자겸용도로,Y,0,0.0538
37.08881096,127.0525006,37.087619,127.055239,0.31,1.5,자전거보행자겸용도로,Y,0,0.0766
36.98617845,126.9749756,36.93190589,126.964881,7.87,4.0,자전거보행자겸용도로,Y,1,0.2972
37.095805,127.063743,37.006209,127.013875,0.88,1.6,자전거보행자겸용도로,Y,0,0.0865
36.940978,126.990489,36.941844,126.9915727,0.18,2.5,자전거보행자겸용도로,Y,1,0.1513
36.99212041,127.0662949,36.9945328,127.0689888,0.08,4.0,자전거보행자겸용도로,Y,1,0.2637
37.014999,127.1053777,36.993843,127.0659519,4.9,3.0,자전거전용도로,Y,1,0.2092
36.993489,127.077276,36.99614859,127.0711824,0.68,1.3,자전거보행자겸용도로,Y,0,0.0631
36.99870577,127.0800281,36.996436,127.070376,0.95,2.5,자전거보행자겸용도로,Y,1,0.1546
36.99646,127.082655,36.997819,127.08128,0.22,2.5,자전거보행자겸용도로,Y,1,0.1514
36.998179,127.151527,36.99320999,127.1375446,1.64,2.1,자전거보행자겸용도로,Y,1,0.1274
36.990623,127.1225501,36.99320999,127.1375446,1.43,1.6,자전거보행자겸용도로,Y,0,0.0889
37.02338979,126.9131633,37.02341795,126.906407,0.68,1.4,자전거보행자겸용도로,Y,0,0.0706
36.990239,126.916383,37.03249424,126.9096491,5.26,1.7,자전거보행자겸용도로,Y,0,0.1129
37.022019,126.9121086,37.021661,126.9209398,0.71,1.6,자전거보행자겸용도로,Y,0,0.0858
37.017548,126.91595,37.02043389,126.914551,0.81,1.4,자전거보행자겸용도로,Y,0,0.0712
37.022994,126.906489,37.022287,126.913872,0.69,1.5,자전거보행자겸용도로,Y,0,0.0782
37.017092,126.9116351,37.018707,126.915529,0.32,1.6,자전거보행자겸용도로,Y,0,0.0841
37.020341,126.9148797,37.017979,126.915787,0.77,1.5,자전거보행자겸용도로,Y,0,0.0785
