start_lat,start_lon,end_lat,end_lon,length_km,width_m,road_type,is_official,is_wide_road,safety_index
,,,,1.47,3.0,자전거보행자겸용도로,Y,1,0.1944
,,,,1.77,4.5,자전거보행자겸용도로,Y,1,0.3086
,,,,1.35,5.0,자전거보행자겸용도로,Y,1,0.3445
,,,,0.25,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,1.25,3.0,자전거보행자겸용도로,Y,1,0.1935
,,,,0.6,2.0,자전거보행자겸용도로,Y,1,0.1154
,,,,0.25,2.4,자전거전용도로,Y,1,0.144
,,,,0.36,2.3,자전거보행자겸용도로,Y,1,0.137
,,,,0.3,2.0,자전거보행자겸용도로,Y,1,0.1141
,,,,0.3,2.0,자전거전용도로,Y,1,0.1141
,,,,0.08,3.4,자전거전용도로,Y,1,0.2186
,,,,0.62,2.4,자전거전용도로,Y,1,0.1456
,,,,4.18,3.0,자전거보행자겸용도로,Y,1,0.2061
,,,,0.24,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,1.86,3.0,자전거보행자겸용도로,Y,1,0.1961
,,,,1.45,3.5,자전거전용도로,Y,1,0.232
,,,,0.46,3.0,자전거보행자겸용도로,Y,1,0.1901
,,,,0.17,3.0,자전거보행자겸용도로,Y,1,0.1889
,,,,1.0,2.4,자전거보행자겸용도로,Y,1,0.1473
,,,,1.0,2.4,자전거보행자겸용도로,Y,1,0.1473
,,,,0.36,2.5,자전거보행자겸용도로,Y,1,0.152
,,,,0.94,4.0,자전거보행자겸용도로,Y,1,0.2674
,,,,0.26,2.5,자전거보행자겸용도로,Y,1,0.1516
,,,,0.13,3.0,자전거보행자겸용도로,Y,1,0.1887
,,,,0.43,3.5,자전거보행자겸용도로,Y,1,0.2276
,,,,0.71,3.0,자전거전용도로,Y,1,0.1912
,,,,0.56,3.0,자전거전용도로,Y,1,0.1905
,,,,0.3,3.0,자전거보행자겸용도로,Y,1,0.1894
,,,,0.7,3.0,자전거전용도로,Y,1,0.1911
,,,,0.14,1.5,자전거보행자겸용도로,Y,0,0.0758
,,,,0.18,3.0,자전거전용도로,Y,1,0.1889
,,,,0.72,3.0,자전거전용도로,Y,1,0.1912
,,,,1.95,3.5,자전거보행자겸용도로,Y,1,0.2341
,,,,0.2,2.5,자전거보행자겸용도로,Y,1,0.1514
,,,,0.2,3.0,자전거보행자겸용도로,Y,1,0.189
,,,,1.5,3.0,자전거전용도로,Y,1,0.1946
,,,,0.6,3.0,자전거전용도로,Y,1,0.1907
,,,,0.22,3.0,자전거우선도로,Y,1,0.1891
,,,,0.56,3.0,자전거우선도로,Y,1,0.1905
,,,,0.54,3.0,자전거우선도로,Y,1,0.1905
,,,,0.34,3.0,자전거우선도로,Y,1,0.1896
,,,,0.3,3.0,자전거우선도로,Y,1,0.1894
,,,,0.8,3.0,자전거우선도로,Y,1,0.1916
,,,,0.8,6.0,자전거우선도로,Y,1,0.4174
,,,,0.05,4.0,자전거우선도로,Y,1,0.2636
,,,,1.1,4.0,자전거우선도로,Y,1,0.2681
,,,,0.11,4.0,자전거우선도로,Y,1,0.2639
,,,,0.63,3.0,자전거우선도로,Y,1,0.1908
,,,,0.13,3.0,자전거우선도로,Y,1,0.1887
,,,,0.43,3.0,자전거전용도로,Y,1,0.19
,,,,0.87,2.5,자전거보행자겸용도로,Y,1,0.1542
37.24545975,127.0441022,37.24664478,127.0444307,0.153,1.5,자전거전용도로,Y,0,0.0759
37.24528101,127.0420828,37.24677019,127.0436164,0.11,3.0,자전거전용도로,Y,1,0.1886
37.24766938,127.0453951,37.24833725,127.0460404,0.09,2.0,자전거전용도로,Y,1,0.1132
37.24664478,127.0444307,37.24743221,127.0451835,0.112,1.5,자전거전용도로,Y,0,0.0757
37.24640296,127.0477085,37.24694647,127.0492145,0.147,1.5,자전거전용도로,Y,0,0.0759
37.24094205,127.0628166,,,0.57,4.0,자전거전용도로,Y,1,0.2658
37.24121298,127.0618867,37.24094205,127.0628166,0.14,2.4,자전거전용도로,Y,1,0.1436
37.24607299,127.0485946,37.24558246,127.0388226,0.84,1.5,자전거전용도로,Y,0,0.0788
37.24710747,127.042192,37.24652986,127.0428936,0.23,1.5,자전거전용도로,Y,0,0.0762
37.24843568,127.0454805,37.24710747,127.042192,0.23,2.0,자전거전용도로,Y,1,0.1138
37.2475673,127.047716,37.24851076,127.0462761,0.41,2.5,자전거전용도로,Y,1,0.1523
37.24851076,127.0462761,37.2475673,127.047716,0.42,2.0,자전거전용도로,Y,1,0.1147
,,,,0.18,2.6,자전거전용도로,Y,1,0.1588
,,,,0.19,1.5,자전거전용도로,Y,0,0.076
37.26048014,127.0338239,37.25941827,127.0390512,0.38,2.0,자전거전용도로,Y,1,0.1145
37.26073463,127.039259,37.26131556,127.0351574,0.24,1.8,자전거전용도로,Y,0,0.0988
37.31651953,126.9818929,37.30638504,126.9721083,1.35,1.4,자전거전용도로,Y,0,0.0735
37.31942652,126.9870873,37.31793793,126.9853434,0.38,1.4,자전거전용도로,Y,0,0.0693
,,,,0.46,2.0,자전거보행자겸용도로,Y,1,0.1148
,,,,0.17,3.0,자전거보행자겸용도로,Y,1,0.1889
,,,,0.48,2.5,자전거보행자겸용도로,Y,1,0.1526
,,,,0.31,2.5,자전거보행자겸용도로,Y,1,0.1518
,,,,0.09,3.0,자전거보행자겸용도로,Y,1,0.1885
,,,,0.16,2.5,자전거보행자겸용도로,Y,1,0.1512
,,,,0.37,2.5,자전거보행자겸용도로,Y,1,0.1521
,,,,0.19,3.0,자전거보행자겸용도로,Y,1,0.1889
,,,,0.34,2.0,자전거보행자겸용도로,Y,1,0.1143
,,,,0.25,2.0,자전거보행자겸용도로,Y,1,0.1139
,,,,0.86,2.0,자전거보행자겸용도로,Y,1,0.1166
,,,,0.86,2.0,자전거보행자겸용도로,Y,1,0.1166
,,,,0.1,2.0,자전거보행자겸용도로,Y,1,0.1133
,,,,0.57,3.0,자전거보행자겸용도로,Y,1,0.1906
,,,,0.57,3.0,자전거보행자겸용도로,Y,1,0.1906
,,,,0.61,2.0,자전거보행자겸용도로,Y,1,0.1155
,,,,0.72,2.0,자전거보행자겸용도로,Y,1,0.116
,,,,0.11,2.0,자전거보행자겸용도로,Y,1,0.1133
,,,,0.46,2.0,자전거보행자겸용도로,Y,1,0.1148
,,,,0.45,2.0,자전거보행자겸용도로,Y,1,0.1148
,,,,0.07,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.07,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.39,2.5,자전거보행자겸용도로,Y,1,0.1522
,,,,0.41,2.5,자전거보행자겸용도로,Y,1,0.1523
,,,,0.06,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.06,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.13,3.0,자전거보행자겸용도로,Y,1,0.1887
,,,,0.07,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.06,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.74,3.0,자전거보행자겸용도로,Y,1,0.1913
,,,,0.31,2.0,자전거보행자겸용도로,Y,1,0.1142
,,,,0.09,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.11,2.5,자전거보행자겸용도로,Y,1,0.151
,,,,0.3,3.0,자전거보행자겸용도로,Y,1,0.1894
,,,,0.03,1.5,자전거보행자겸용도로,Y,0,0.0754
,,,,0.26,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.84,2.0,자전거보행자겸용도로,Y,1,0.1165
,,,,0.69,2.0,자전거보행자겸용도로,Y,1,0.1158
,,,,0.9,2.0,자전거보행자겸용도로,Y,1,0.1167
,,,,1.2,2.0,자전거보행자겸용도로,Y,1,0.118
,,,,0.08,2.5,자전거보행자겸용도로,Y,1,0.1508
,,,,1.11,2.5,자전거보행자겸용도로,Y,1,0.1553
,,,,0.22,2.0,자전거보행자겸용도로,Y,1,0.1138
,,,,0.22,2.0,자전거보행자겸용도로,Y,1,0.1138
,,,,0.31,2.5,자전거보행자겸용도로,Y,1,0.1518
,,,,0.31,2.0,자전거보행자겸용도로,Y,1,0.1142
,,,,0.31,2.0,자전거보행자겸용도로,Y,1,0.1142
,,,,0.32,2.0,자전거보행자겸용도로,Y,1,0.1142
,,,,0.11,2.0,자전거보행자겸용도로,Y,1,0.1133
,,,,0.13,2.0,자전거보행자겸용도로,Y,1,0.1134
,,,,0.35,2.0,자전거보행자겸용도로,Y,1,0.1144
,,,,0.71,2.5,자전거보행자겸용도로,Y,1,0.1535
,,,,0.07,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.07,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.27,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.26,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.15,2.5,자전거보행자겸용도로,Y,1,0.1511
,,,,0.06,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.37,2.0,자전거보행자겸용도로,Y,1,0.1145
,,,,0.37,2.0,자전거보행자겸용도로,Y,1,0.1145
,,,,0.99,3.5,자전거보행자겸용도로,Y,1,0.23
,,,,1.09,3.5,자전거보행자겸용도로,Y,1,0.2304
,,,,0.09,3.5,자전거보행자겸용도로,Y,1,0.2262
,,,,0.67,3.0,자전거보행자겸용도로,Y,1,0.191
,,,,0.68,3.0,자전거보행자겸용도로,Y,1,0.1911
,,,,0.27,3.0,자전거보행자겸용도로,Y,1,0.1893
,,,,0.26,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,0.55,3.0,자전거보행자겸용도로,Y,1,0.1905
,,,,0.55,3.0,자전거보행자겸용도로,Y,1,0.1905
,,,,0.54,2.5,자전거보행자겸용도로,Y,1,0.1528
,,,,0.22,2.0,자전거보행자겸용도로,Y,1,0.1138
,,,,0.07,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.38,2.5,자전거보행자겸용도로,Y,1,0.1521
,,,,1.2,2.0,자전거보행자겸용도로,Y,1,0.118
,,,,0.44,2.5,자전거보행자겸용도로,Y,1,0.1524
,,,,0.09,5.5,자전거보행자겸용도로,Y,1,0.3767
,,,,0.06,2.5,자전거보행자겸용도로,Y,1,0.1508
,,,,0.13,2.0,자전거보행자겸용도로,Y,1,0.1134
,,,,0.09,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,1.48,2.0,자전거보행자겸용도로,Y,1,0.1192
,,,,1.06,2.0,자전거보행자겸용도로,Y,1,0.1174
,,,,0.81,2.0,자전거보행자겸용도로,Y,1,0.1163
,,,,0.33,3.0,자전거보행자겸용도로,Y,1,0.1895
,,,,0.29,3.0,자전거보행자겸용도로,Y,1,0.1894
,,,,0.52,3.0,자전거보행자겸용도로,Y,1,0.1904
,,,,0.47,3.0,자전거보행자겸용도로,Y,1,0.1901
,,,,0.72,3.0,자전거보행자겸용도로,Y,1,0.1912
,,,,1.05,2.0,자전거보행자겸용도로,Y,1,0.1174
,,,,1.05,2.0,자전거보행자겸용도로,Y,1,0.1174
,,,,0.15,3.5,자전거보행자겸용도로,Y,1,0.2264
,,,,0.15,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,0.3,2.5,자전거보행자겸용도로,Y,1,0.1518
,,,,0.99,2.5,자전거보행자겸용도로,Y,1,0.1548
,,,,0.23,3.5,자전거보행자겸용도로,Y,1,0.2268
,,,,0.11,3.5,자전거보행자겸용도로,Y,1,0.2262
,,,,0.25,2.5,자전거보행자겸용도로,Y,1,0.1516
,,,,2.91,1.5,자전거전용도로,Y,0,0.0877
,,,,2.75,1.5,자전거전용도로,Y,0,0.087
,,,,0.32,2.0,자전거보행자겸용도로,Y,1,0.1142
,,,,0.06,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.05,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.23,1.5,자전거보행자겸용도로,Y,0,0.0762
,,,,1.34,1.5,자전거보행자겸용도로,Y,0,0.081
,,,,1.64,1.5,자전거보행자겸용도로,Y,0,0.0823
,,,,0.12,3.0,자전거보행자겸용도로,Y,1,0.1886
,,,,0.17,6.0,자전거보행자겸용도로,Y,1,0.4147
,,,,0.17,3.0,자전거보행자겸용도로,Y,1,0.1889
,,,,0.22,2.0,자전거보행자겸용도로,Y,1,0.1138
,,,,0.27,3.5,자전거보행자겸용도로,Y,1,0.2269
,,,,0.26,3.5,자전거보행자겸용도로,Y,1,0.2269
,,,,1.77,2.0,자전거보행자겸용도로,Y,1,0.1205
,,,,0.09,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,1.23,2.0,자전거보행자겸용도로,Y,1,0.1181
,,,,0.04,5.0,자전거보행자겸용도로,Y,1,0.3388
,,,,0.12,2.5,자전거보행자겸용도로,Y,1,0.151
,,,,0.51,3.5,자전거보행자겸용도로,Y,1,0.228
,,,,0.26,3.5,자전거보행자겸용도로,Y,1,0.2269
,,,,0.24,3.5,자전거보행자겸용도로,Y,1,0.2268
,,,,0.16,3.5,자전거보행자겸용도로,Y,1,0.2265
,,,,0.16,3.5,자전거보행자겸용도로,Y,1,0.2265
,,,,0.06,4.0,자전거보행자겸용도로,Y,1,0.2637
,,,,0.1,2.5,자전거보행자겸용도로,Y,1,0.1509
,,,,0.11,2.5,자전거보행자겸용도로,Y,1,0.151
,,,,0.06,3.0,자전거보행자겸용도로,Y,1,0.1884
,,,,0.06,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.05,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.06,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.15,2.5,자전거보행자겸용도로,Y,1,0.1511
,,,,0.14,2.5,자전거보행자겸용도로,Y,1,0.1511
,,,,0.13,3.0,자전거보행자겸용도로,Y,1,0.1887
,,,,0.12,3.0,자전거보행자겸용도로,Y,1,0.1886
,,,,0.12,3.5,자전거보행자겸용도로,Y,1,0.2263
,,,,0.13,3.5,자전거보행자겸용도로,Y,1,0.2263
,,,,0.16,3.0,자전거보행자겸용도로,Y,1,0.1888
,,,,0.16,3.0,자전거보행자겸용도로,Y,1,0.1888
,,,,0.23,3.0,자전거보행자겸용도로,Y,1,0.1891
,,,,0.21,3.0,자전거보행자겸용도로,Y,1,0.189
,,,,0.23,2.5,자전거보행자겸용도로,Y,1,0.1515
,,,,0.22,2.5,자전거보행자겸용도로,Y,1,0.1514
,,,,0.68,3.0,자전거보행자겸용도로,Y,1,0.1911
,,,,0.66,3.0,자전거보행자겸용도로,Y,1,0.191
,,,,0.63,3.0,자전거보행자겸용도로,Y,1,0.1908
,,,,0.27,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.15,3.0,자전거보행자겸용도로,Y,1,0.1888
,,,,0.13,3.0,자전거보행자겸용도로,Y,1,0.1887
,,,,0.13,3.0,자전거보행자겸용도로,Y,1,0.1887
,,,,0.14,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,0.15,3.0,자전거보행자겸용도로,Y,1,0.1888
,,,,0.6,3.0,자전거보행자겸용도로,Y,1,0.1907
,,,,0.6,3.0,자전거보행자겸용도로,Y,1,0.1907
,,,,0.3,2.0,자전거보행자겸용도로,Y,1,0.1141
,,,,0.3,2.0,자전거보행자겸용도로,Y,1,0.1141
,,,,0.1,1.5,자전거보행자겸용도로,Y,0,0.0757
,,,,0.2,1.5,자전거보행자겸용도로,Y,0,0.0761
,,,,0.3,2.5,자전거보행자겸용도로,Y,1,0.1518
,,,,0.25,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,0.8,1.5,자전거보행자겸용도로,Y,0,0.0787
,,,,0.2,4.5,자전거보행자겸용도로,Y,1,0.3019
,,,,0.59,2.0,자전거보행자겸용도로,Y,1,0.1154
,,,,1.17,4.0,자전거보행자겸용도로,Y,1,0.2684
,,,,0.03,4.0,자전거보행자겸용도로,Y,1,0.2635
,,,,0.19,2.0,자전거보행자겸용도로,Y,1,0.1137
,,,,0.19,2.0,자전거보행자겸용도로,Y,1,0.1137
,,,,0.03,2.0,자전거보행자겸용도로,Y,1,0.113
,,,,0.03,2.0,자전거보행자겸용도로,Y,1,0.113
,,,,0.94,2.0,자전거보행자겸용도로,Y,1,0.1169
,,,,0.94,2.0,자전거보행자겸용도로,Y,1,0.1169
,,,,0.01,4.0,자전거보행자겸용도로,Y,1,0.2634
,,,,0.06,5.0,자전거보행자겸용도로,Y,1,0.3389
,,,,0.1,2.5,자전거보행자겸용도로,Y,1,0.1509
,,,,0.3,3.0,자전거보행자겸용도로,Y,1,0.1894
,,,,0.37,1.5,자전거보행자겸용도로,Y,0,0.0768
,,,,0.47,1.5,자전거보행자겸용도로,Y,0,0.0772
,,,,0.06,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.06,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.38,2.0,자전거보행자겸용도로,Y,1,0.1145
,,,,0.41,3.0,자전거보행자겸용도로,Y,1,0.1899
,,,,0.35,3.0,자전거보행자겸용도로,Y,1,0.1896
,,,,1.17,2.0,자전거보행자겸용도로,Y,1,0.1179
,,,,1.3,2.0,자전거보행자겸용도로,Y,1,0.1184
,,,,0.16,1.5,자전거보행자겸용도로,Y,0,0.0759
,,,,0.22,2.0,자전거보행자겸용도로,Y,1,0.1138
,,,,0.95,2.5,자전거보행자겸용도로,Y,1,0.1546
,,,,0.19,2.5,자전거보행자겸용도로,Y,1,0.1513
,,,,0.27,2.5,자전거보행자겸용도로,Y,1,0.1517
,,,,0.14,3.5,자전거보행자겸용도로,Y,1,0.2264
,,,,0.14,3.5,자전거보행자겸용도로,Y,1,0.2264
,,,,0.1,3.5,자전거보행자겸용도로,Y,1,0.2262
,,,,0.7,1.5,자전거보행자겸용도로,Y,0,0.0782
,,,,0.7,1.5,자전거보행자겸용도로,Y,0,0.0782
,,,,0.62,2.5,자전거보행자겸용도로,Y,1,0.1532
,,,,1.29,6.0,자전거보행자겸용도로,Y,1,0.4195
,,,,0.17,2.5,자전거전용도로,Y,1,0.1512
,,,,0.75,2.0,자전거보행자겸용도로,Y,1,0.1161
,,,,0.22,3.0,자전거보행자겸용도로,Y,1,0.1891
,,,,0.6,2.0,자전거보행자겸용도로,Y,1,0.1154
,,,,0.63,3.0,자전거보행자겸용도로,Y,1,0.1908
,,,,0.83,3.0,자전거보행자겸용도로,Y,1,0.1917
,,,,0.58,2.5,자전거보행자겸용도로,Y,1,0.153
,,,,0.27,3.0,자전거보행자겸용도로,Y,1,0.1893
,,,,0.58,3.0,자전거보행자겸용도로,Y,1,0.1906
,,,,0.26,4.0,자전거보행자겸용도로,Y,1,0.2645
,,,,0.93,2.0,자전거보행자겸용도로,Y,1,0.1169
,,,,1.15,2.0,자전거보행자겸용도로,Y,1,0.1178
,,,,0.06,2.5,자전거보행자겸용도로,Y,1,0.1508
,,,,0.12,3.0,자전거보행자겸용도로,Y,1,0.1886
,,,,0.47,5.0,자전거보행자겸용도로,Y,1,0.3407
,,,,0.29,4.0,자전거보행자겸용도로,Y,1,0.2646
,,,,0.07,3.5,자전거보행자겸용도로,Y,1,0.2261
,,,,0.26,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,0.67,2.5,자전거보행자겸용도로,Y,1,0.1534
,,,,0.68,3.5,자전거보행자겸용도로,Y,1,0.2287
,,,,0.55,3.0,자전거보행자겸용도로,Y,1,0.1905
,,,,0.85,3.0,자전거전용도로,Y,1,0.1918
,,,,0.42,3.5,자전거전용도로,Y,1,0.2276
,,,,0.23,3.0,자전거전용도로,Y,1,0.1891
,,,,1.38,3.0,자전거전용도로,Y,1,0.1941
,,,,0.3,2.5,자전거보행자겸용도로,Y,1,0.1518
,,,,0.95,3.0,자전거보행자겸용도로,Y,1,0.1922
,,,,1.0,2.5,자전거전용도로,Y,1,0.1548
,,,,1.0,2.0,자전거보행자겸용도로,Y,1,0.1172
,,,,1.5,2.5,자전거보행자겸용도로,Y,1,0.1569
,,,,0.57,3.0,자전거보행자겸용도로,Y,1,0.1906
,,,,0.35,3.0,자전거보행자겸용도로,Y,1,0.1896
,,,,0.29,3.0,자전거보행자겸용도로,Y,1,0.1894
,,,,0.25,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,2.77,3.0,자전거전용도로,Y,1,0.2
,,,,1.6,2.5,자전거보행자겸용도로,Y,1,0.1574
,,,,1.6,3.0,자전거보행자겸용도로,Y,1,0.195
,,,,2.11,2.5,자전거보행자겸용도로,Y,1,0.1596
,,,,1.01,3.0,자전거보행자겸용도로,Y,1,0.1925
,,,,0.25,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,0.19,3.5,자전거보행자겸용도로,Y,1,0.2266
,,,,0.41,3.0,자전거보행자겸용도로,Y,1,0.1899
,,,,0.79,2.5,자전거보행자겸용도로,Y,1,0.1539
,,,,0.19,5.5,자전거보행자겸용도로,Y,1,0.3771
,,,,0.41,3.0,자전거보행자겸용도로,Y,1,0.1899
,,,,0.18,3.0,자전거보행자겸용도로,Y,1,0.1889
,,,,0.35,3.0,자전거보행자겸용도로,Y,1,0.1896
,,,,0.46,4.0,자전거보행자겸용도로,Y,1,0.2654
,,,,0.21,3.0,자전거보행자겸용도로,Y,1,0.189
,,,,0.62,2.5,자전거보행자겸용도로,Y,1,0.1532
,,,,0.47,3.5,자전거보행자겸용도로,Y,1,0.2278
,,,,1.56,3.5,자전거보행자겸용도로,Y,1,0.2325
,,,,0.64,2.5,자전거보행자겸용도로,Y,1,0.1532
,,,,0.65,2.0,자전거보행자겸용도로,Y,1,0.1157
,,,,0.17,3.0,자전거전용도로,Y,1,0.1889
,,,,0.62,3.0,자전거전용도로,Y,1,0.1908
,,,,0.83,3.0,자전거전용도로,Y,1,0.1917
,,,,1.38,2.0,자전거보행자겸용도로,Y,1,0.1188
,,,,1.41,2.0,자전거보행자겸용도로,Y,1,0.1189
,,,,0.56,3.0,자전거보행자겸용도로,Y,1,0.1905
,,,,0.27,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,1.86,2.0,자전거보행자겸용도로,Y,1,0.1209
,,,,0.2,3.0,자전거보행자겸용도로,Y,1,0.189
,,,,1.5,2.0,자전거보행자겸용도로,Y,1,0.1193
,,,,3.52,2.0,자전거보행자겸용도로,Y,1,0.128
,,,,0.4,3.0,자전거보행자겸용도로,Y,1,0.1898
,,,,2.65,2.5,자전거보행자겸용도로,Y,1,0.1619
,,,,1.8,3.0,자전거보행자겸용도로,Y,1,0.1959
,,,,1.3,3.0,자전거보행자겸용도로,Y,1,0.1937
,,,,0.88,3.0,자전거보행자겸용도로,Y,1,0.1919
,,,,0.75,3.0,자전거보행자겸용도로,Y,1,0.1914
,,,,2.01,3.0,자전거보행자겸용도로,Y,1,0.1968
,,,,0.27,3.0,자전거보행자겸용도로,Y,1,0.1893
,,,,0.57,3.0,자전거보행자겸용도로,Y,1,0.1906
,,,,0.93,3.0,자전거보행자겸용도로,Y,1,0.1921
,,,,0.56,2.5,자전거보행자겸용도로,Y,1,0.1529
,,,,0.05,3.0,자전거보행자겸용도로,Y,1,0.1883
,,,,1.21,2.5,자전거보행자겸용도로,Y,1,0.1557
,,,,0.74,4.0,자전거보행자겸용도로,Y,1,0.2666
,,,,0.15,3.0,자전거보행자겸용도로,Y,1,0.1888
,,,,0.36,3.0,자전거보행자겸용도로,Y,1,0.1897
,,,,1.22,3.0,자전거보행자겸용도로,Y,1,0.1934
,,,,0.46,3.0,자전거보행자겸용도로,Y,1,0.1901
,,,,1.21,2.5,자전거보행자겸용도로,Y,1,0.1557
,,,,1.23,2.0,자전거보행자겸용도로,Y,1,0.1181
,,,,3.61,2.5,자전거보행자겸용도로,Y,1,0.166
,,,,5.59,3.0,자전거전용도로,Y,1,0.2122
,,,,1.41,3.0,자전거보행자겸용도로,Y,1,0.1942
,,,,0.46,3.0,자전거보행자겸용도로,Y,1,0.1901
,,,,0.14,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,0.07,2.5,자전거보행자겸용도로,Y,1,0.1508
,,,,0.13,2.5,자전거보행자겸용도로,Y,1,0.1511
,,,,0.13,2.0,자전거보행자겸용도로,Y,1,0.1134
,,,,0.28,2.0,자전거보행자겸용도로,Y,1,0.1141
,,,,0.05,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.26,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.16,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,0.39,2.5,자전거보행자겸용도로,Y,1,0.1522
,,,,0.08,2.5,자전거보행자겸용도로,Y,1,0.1508
,,,,0.18,2.0,자전거보행자겸용도로,Y,1,0.1136
,,,,0.37,2.0,자전거보행자겸용도로,Y,1,0.1145
,,,,0.3,2.0,자전거보행자겸용도로,Y,1,0.1141
,,,,0.23,2.5,자전거보행자겸용도로,Y,1,0.1515
,,,,0.36,2.0,자전거보행자겸용도로,Y,1,0.1144
,,,,0.07,3.0,자전거보행자겸용도로,Y,1,0.1884
,,,,0.31,2.0,자전거보행자겸용도로,Y,1,0.1142
,,,,0.29,2.0,자전거보행자겸용도로,Y,1,0.1141
,,,,0.05,2.0,자전거보행자겸용도로,Y,1,0.1131
,,,,0.29,2.0,자전거보행자겸용도로,Y,1,0.1141
,,,,0.36,3.0,자전거보행자겸용도로,Y,1,0.1897
,,,,0.37,3.0,자전거보행자겸용도로,Y,1,0.1897
,,,,0.8,2.5,자전거보행자겸용도로,Y,1,0.1539
,,,,0.08,4.0,자전거보행자겸용도로,Y,1,0.2637
,,,,0.33,2.5,자전거보행자겸용도로,Y,1,0.1519
,,,,0.43,2.5,자전거보행자겸용도로,Y,1,0.1523
,,,,0.15,2.5,자전거보행자겸용도로,Y,1,0.1511
,,,,0.41,1.5,자전거보행자겸용도로,Y,0,0.077
,,,,0.41,1.5,자전거보행자겸용도로,Y,0,0.077
,,,,0.2,2.0,자전거보행자겸용도로,Y,1,0.1137
,,,,1.7,2.0,자전거보행자겸용도로,Y,1,0.1202
,,,,0.97,2.5,자전거보행자겸용도로,Y,1,0.1547
,,,,0.99,2.5,자전거보행자겸용도로,Y,1,0.1548
,,,,0.84,3.0,자전거보행자겸용도로,Y,1,0.1917
,,,,0.85,3.0,자전거보행자겸용도로,Y,1,0.1918
,,,,0.46,2.0,자전거보행자겸용도로,Y,1,0.1148
,,,,0.25,2.0,자전거보행자겸용도로,Y,1,0.1139
,,,,0.43,2.5,자전거보행자겸용도로,Y,1,0.1523
,,,,0.4,2.0,자전거보행자겸용도로,Y,1,0.1146
,,,,0.26,1.5,자전거보행자겸용도로,Y,0,0.0763
,,,,0.6,2.0,자전거보행자겸용도로,Y,1,0.1154
,,,,0.27,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.36,2.0,자전거보행자겸용도로,Y,1,0.1144
,,,,0.26,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.26,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.74,1.5,자전거보행자겸용도로,Y,0,0.0784
,,,,0.11,2.0,자전거보행자겸용도로,Y,1,0.1133
,,,,0.11,2.0,자전거보행자겸용도로,Y,1,0.1133
,,,,0.16,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,0.14,2.5,자전거보행자겸용도로,Y,1,0.1511
,,,,0.09,2.5,자전거보행자겸용도로,Y,1,0.1509
,,,,0.5,2.0,자전거보행자겸용도로,Y,1,0.115
,,,,0.46,2.0,자전거보행자겸용도로,Y,1,0.1148
,,,,0.81,2.5,자전거보행자겸용도로,Y,1,0.154
,,,,0.27,2.5,자전거보행자겸용도로,Y,1,0.1517
,,,,0.19,2.0,자전거보행자겸용도로,Y,1,0.1137
,,,,0.36,3.0,자전거보행자겸용도로,Y,1,0.1897
,,,,0.97,2.0,자전거보행자겸용도로,Y,1,0.117
,,,,0.93,2.0,자전거보행자겸용도로,Y,1,0.1169
