contentid,contentTypeId,title,addr1,mapx,mapy,cat1,cat2,cat3
2706762,14,국립항공박물관,서울특별시 강서구 하늘길 177 (공항동),126.8088867586,37.5569217768,A02,A0206,A02060100
3441464,14,국립항공박물관 항공도서관,서울특별시 강서구 하늘길 177 (공항동),126.8088867586,37.5569217768,A02,A0206,A02060900
130173,14,국립현대미술관 덕수궁,서울특별시 중구 세종대로 99,126.9748047119,37.5657876002,A02,A0206,A02060500
1934593,14,국립현대미술관 서울,서울특별시 종로구 삼청로 30,126.9800038741,37.5786500878,A02,A0206,A02060500
129918,14,국제갤러리,서울특별시 종로구 삼청로 54 (소격동),126.9806426439,37.5807887397,A02,A0206,A02060500
3080613,14,국제아트홀,서울특별시 강남구 압구정로 162 (신사동),127.0274815858,37.5263514611,A02,A0206,A02060600
2764516,14,국토발전전시관,서울특별시 중구 정동길 18 (정동),126.9700967775,37.5668623905,A02,A0206,A02060300
3428697,14,국회도서관,서울특별시 영등포구 의사당대로 1 (여의도동),126.9166304856,37.529424118,A02,A0206,A02060900
3080058,14,국회박물관,서울특별시 영등포구 의사당대로 1 (여의도동),126.9166304856,37.529424118,A02,A0206,A02060100
3390048,14,굽네 플레이타운,서울특별시 마포구 잔다리로2길 23 (서교동),126.9212127711,37.5517604926,A02,A0206,A02060300
3043788,14,궁산 땅굴 역사전시관,서울특별시 강서구 양천로49길 106 (마곡동),126.8383808453,37.5727204654,A02,A0206,A02060300
3081169,14,그라운드시소 명동,서울특별시 중구 남대문로 73 (남대문로2가),126.9816707967,37.5642573461,A02,A0206,A02060300
2535347,14,근현대사기념관,서울특별시 강북구 4.19로 114 (수유동),127.0028443946,37.6434957358,A02,A0206,A02060200
3304212,14,글래드스톤 갤러리,서울특별시 강남구 삼성로 760 (청담동),127.0484408888,37.5228189148,A02,A0206,A02060500
1105871,14,금나래아트홀,서울특별시 금천구 시흥대로73길 70 금천구청종합청사,126.8955205706,37.4564933229,A02,A0206,A02060600
3085035,14,금보성아트센터,서울특별시 종로구 평창36길 20 (평창동),126.9780891951,37.6126738756,A02,A0206,A02060500
130377,14,금천문화원,서울특별시 금천구 시흥대로38길 61,126.9044367094,37.4463779899,A02,A0206,A02060700
3078407,14,금호아트홀 연세,서울특별시 서대문구 연세로 50 (신촌동),126.9367638823,37.5605791904,A02,A0206,A02060600
1019327,14,긱 라이브하우스,서울특별시 마포구 신촌로10길 7 (동교동),126.9320588728,37.5564379211,A02,A0206,A02060600
2553377,14,김달진미술자료박물관,서울특별시 종로구 홍지문1길 4 (홍지동),126.9566637277,37.600105508,A02,A0206,A02060100
699241,14,김대중도서관,서울특별시 마포구 신촌로4길 5-26,126.9295757507,37.5569933677,A02,A0206,A02060900
736915,14,김리아 갤러리,서울특별시 강남구 압구정로75길 5 리아빌딩,127.0468687076,37.5264129138,A02,A0206,A02060500
3080721,14,김세중미술관,서울특별시 용산구 효창원로70길 35 (효창동),126.9638980442,37.5420707165,A02,A0206,A02060500
3057862,14,김수영문학관,서울특별시 도봉구 해등로32길 80 (방학동),127.0238170123,37.6599775296,A02,A0206,A02060300
3442973,14,김영삼 도서관,서울특별시 동작구 매봉로 1 (상도1동),126.9499808987,37.5055274904,A02,A0206,A02060900
3085026,14,김현관 북촌펜드로잉,서울특별시 종로구 삼청로4길 26 (삼청동),126.9821341228,37.5826302184,A02,A0206,A02060300
3057945,14,김희수아트센터,서울특별시 동대문구 홍릉로 118 (청량리동),127.0426533769,37.5907525849,A02,A0206,A02060300
130699,14,나루아트센터,서울특별시 광진구 능동로 76,127.07043014,37.5374092825,A02,A0206,A02060600
229910,14,남산골공원서울천년타임캡슐광장,서울특별시 중구 퇴계로34길 28 (필동2가),126.9932865315,37.5597775194,A02,A0206,A02060300
3451241,14,내를건너서숲으로도서관,서울특별시 은평구 증산로17길 50 (신사동),126.9080628412,37.5917500532,A02,A0206,A02060900
3013134,14,노들섬 라이브하우스,서울특별시 용산구 양녕로 445 (이촌동),126.9580520415,37.5177178854,A02,A0206,A02060600
130371,14,노원문화원,서울특별시 노원구 동일로197길 24,127.0697942642,37.6288069831,A02,A0206,A02060700
3349668,14,노원수학문화관,서울특별시 노원구 한글비석로19길 28 (중계동),127.0723654223,37.6578842039,A02,A0206,A02060700
2745731,14,노원천문우주과학관,서울특별시 노원구 동일로205길 13 (중계동),127.0652332268,37.6407999513,A02,A0206,A02060300
3432213,14,논현문화마루도서관,서울특별시 강남구 논현로131길 40 (논현동),127.0271208603,37.5139001229,A02,A0206,A02060900
2762852,14,농업박물관,서울특별시 중구 새문안로 16 (충정로1가),126.9680664061,37.5668984613,A02,A0206,A02060100
130624,14,다보성 갤러리,서울특별시 종로구 삼일대로 457 (경운동),126.9865255983,37.5752617096,A02,A0206,A02060500
3334724,14,다산성곽도서관,서울특별시 중구 동호로17길 173 (신당동),127.0044079695,37.5517008803,A02,A0206,A02060900
3514236,14,다시서점,서울특별시 강서구 공항대로8길 77-24 (공항동),126.8129919243,37.5574578985,A02,A0206,A02061000
2833944,14,다울랭 갤러리,서울특별시 용산구 한강대로15길 32 (한강로3가),126.9628680184,37.5266141606,A02,A0206,A02060300
130459,14,대림미술관,서울특별시 종로구 자하문로4길 21 (통의동),126.9733711769,37.5775417643,A02,A0206,A02060500
130348,14,대안공간 루프,서울특별시 마포구 와우산로29나길 20,126.9278315359,37.554463075,A02,A0206,A02060500
2946632,14,대오서점,서울특별시 종로구 자하문로7길 55 (누하동),126.9693409251,37.5797886525,A02,A0206,A02061000
3012809,14,대원뮤지엄,서울특별시 용산구 한강대로23길 55 (한강로3가),126.9647566449,37.5298249324,A02,A0206,A02060300
3012777,14,대학로자유극장,서울특별시 종로구 대학로12길 31 (동숭동),127.003623826,37.5828028072,A02,A0206,A02060600
3080770,14,대학로티오엠,서울특별시 종로구 대학로8가길 85 (동숭동),127.003651615,37.5823223081,A02,A0206,A02060600
1849416,14,대한민국역사박물관,서울특별시 종로구 세종대로 198 (세종로),126.977573668,37.5741339024,A02,A0206,A02060100
3083523,14,대한민국예술인센터,서울특별시 양천구 목동서로 225 (목동),126.870759731,37.5271291208,A02,A0206,A02060600
2753089,14,더서울라이티움,"서울특별시 성동구 서울숲2길 32-14 (성수동1가, 갤러리아 포레)",127.0432601616,37.5455245178,A02,A0206,A02060300
736766,14,더페이지갤러리,"서울특별시 성동구 서울숲2길 32-14 (성수동1가, 갤러리아 포레)",127.0432601616,37.5455245178,A02,A0206,A02060500
130375,14,동대문문화원,서울특별시 동대문구 왕산로 128 (용두동),127.0376791961,37.5778762139,A02,A0206,A02060700
130155,14,동덕아트갤러리,서울특별시 종로구 우정국로 68 동덕빌딩,126.9833314524,37.5749894618,A02,A0206,A02060500
3025303,14,동덕여자대학교 공연예술센터,서울특별시 종로구 동숭길 126 (동숭동),127.0033599337,37.5837638016,A02,A0206,A02060600
1628531,14,동덕여자대학교 박물관,서울특별시 성북구 화랑로13길 60 (하월곡동),127.0413558418,37.6058952457,A02,A0206,A02060100
129903,14,동산방화랑,서울특별시 종로구 인사동9길 35 (견지동),126.9833898373,37.5729813628,A02,A0206,A02060500
130247,14,동작문화원,서울특별시 동작구 장승배기로10길 42 (상도동),126.941103959,37.5044968957,A02,A0206,A02060700
2704340,14,디뮤지엄,"서울특별시 성동구 왕십리로 83-21 (성수동1가, 아크로 서울포레스트)",127.0432879644,37.5445357444,A02,A0206,A02060100
3039497,14,디큐브 링크아트센터,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,A02,A0206,A02060600
2707460,14,딜쿠샤,서울특별시 종로구 사직로2길 17 (행촌동),126.9634833153,37.5730893265,A02,A0206,A02060300
130365,14,떡박물관,서울특별시 종로구 돈화문로 71 (와룡동),126.9906530083,37.574953486,A02,A0206,A02060100
3084400,14,뚝섬미술관,서울특별시 성동구 아차산로 33 (성수동1가),127.0483485375,37.5472605187,A02,A0206,A02060500
3075640,14,라이트룸 서울(Lightroom Seoul),서울특별시 강동구 아리수로61길 103 (고덕동),127.1478306247,37.5656046263,A02,A0206,A02060300
1845434,14,래미안 갤러리,서울특별시 송파구 충민로 17 (문정동),127.1201550417,37.4793058119,A02,A0206,A02060500
3085149,14,롯데콘서트홀,서울특별시 송파구 올림픽로 300 (신천동),127.1040305171,37.5142459111,A02,A0206,A02060600
130525,14,리움미술관,서울특별시 용산구 이태원로55길 60-16 (한남동),126.9985088777,37.5386022957,A02,A0206,A02060500
3025322,14,링크아트센터드림,서울특별시 종로구 동숭길 123 (동숭동),127.0033071732,37.5833388504,A02,A0206,A02060600
130369,14,마포문화원,서울특별시 마포구 백범로 227 (신공덕동),126.9555071358,37.5422844303,A02,A0206,A02060700
753972,14,매헌 윤봉길의사 기념관,서울특별시 서초구 매헌로 99 (양재동),127.0368379074,37.4691610476,A02,A0206,A02060200
650997,14,명동난타극장,서울특별시 중구 명동길 26 (명동2가),126.9837650716,37.5635046937,A02,A0206,A02060600
3085031,14,명원박물관,서울특별시 성북구 정릉로9길 68 (정릉동),126.9999927956,37.6111883307,A02,A0206,A02060100
3082176,14,모두예술극장,서울특별시 서대문구 충정로 7 (충정로3가),126.9623226761,37.5601463655,A02,A0206,A02060600
130279,14,모인화랑,서울특별시 종로구 인사동10길 13 (관훈동),126.9857368058,37.5743951298,A02,A0206,A02060500
130503,14,모차르트 콘서트홀,서울특별시 서초구 명달로 104 (서초동),127.0045514676,37.4864779022,A02,A0206,A02060600
231976,14,목인박물관 목석원,서울특별시 종로구 창의문로5길 46-1 (부암동),126.9633051014,37.5890707988,A02,A0206,A02060100
2553929,14,문화비축기지,서울특별시 마포구 증산로 87,126.8951646315,37.5699856862,A02,A0206,A02060200
2775505,14,민주화운동기념관,서울특별시 용산구 한강대로71길 37 (갈월동),126.9720501082,37.5410320944,A02,A0206,A02060200
130627,14,밀알미술관,서울특별시 강남구 일원로 90,127.0823082922,37.4860793454,A02,A0206,A02060500
2835583,14,바라캇 서울,서울특별시 종로구 삼청로 58-4,126.9806676381,37.5809165029,A02,A0206,A02060500
3013185,14,바탕골소극장,서울특별시 종로구 대학로10길 5 (동숭동),127.0025878347,37.5819112248,A02,A0206,A02060600
130628,14,박여숙화랑,서울특별시 용산구 소월로38길 30-34,126.9902678047,37.544151503,A02,A0206,A02060500
130929,14,박을복자수박물관,서울특별시 강북구 삼양로149가길 53 (우이동),127.0085741325,37.6538529675,A02,A0206,A02060100
3456336,14,배봉산숲속도서관,서울특별시 동대문구 전농로16길 97 (전농동),127.0627518944,37.5784960375,A02,A0206,A02060900
1198901,14,배재학당역사박물관,서울특별시 중구 서소문로11길 19 (정동),126.9728160596,37.5638516791,A02,A0206,A02060100
130473,14,백범김구기념관,서울특별시 용산구 임정로 26 (효창동),126.9592678461,37.5443314817,A02,A0206,A02060200
130629,14,백악미술관,서울특별시 종로구 인사동9길 16 (관훈동),126.9841536365,37.5736924051,A02,A0206,A02060500
333121,14,백암아트홀,서울특별시 강남구 테헤란로113길 7,127.066031307,37.5103790088,A02,A0206,A02060600
2507822,14,별마당도서관,서울특별시 강남구 영동대로 513,127.0591318945,37.5118092746,A02,A0206,A02060900
2783339,14,별책부록,서울특별시 용산구 신흥로16길 7 (용산동2가),126.9870125224,37.5449846812,A02,A0206,A02061000
747530,14,본화랑,서울특별시 종로구 자하문로 299,126.9596579259,37.5991473396,A02,A0206,A02060500
3060968,14,북촌동양문화박물관,서울특별시 종로구 북촌로11길 76 (삼청동),126.9833950791,37.5840356336,A02,A0206,A02060100
231971,14,북촌생활사박물관,서울특별시 종로구 북촌로5나길 90 (삼청동),126.9829478833,37.5845411222,A02,A0206,A02060100
3562387,14,북한인권전시실,서울특별시 종로구 삼일대로 393 (관철동),126.9874062304,37.5697262577,A02,A0206,A02060300
130179,14,분재박물관,서울특별시 서초구 신흥안길 40-10 (내곡동),127.0753292756,37.4541495916,A02,A0206,A02060100
3013284,14,불교중앙박물관,서울특별시 종로구 우정국로 55 (견지동),126.9827509785,37.5739784579,A02,A0206,A02060100
3085292,14,빛의 시어터,서울특별시 광진구 워커힐로 177 (광장동),127.1069125182,37.5518832586,A02,A0206,A02060300
130416,14,사비나미술관,서울특별시 은평구 진관1로 93 (진관동),126.9292903725,37.630182075,A02,A0206,A02060500
3082034,14,삼모아트센터,서울특별시 관악구 신원로 35 (신림동),126.9290390137,37.4823659172,A02,A0206,A02060600
130931,14,삼성출판박물관,서울특별시 종로구 비봉길 2-2 (구기동),126.9571134414,37.6087517327,A02,A0206,A02060100
3013285,14,상명아트센터,서울특별시 종로구 홍지문2길 20 (홍지동),126.9549888301,37.6018747164,A02,A0206,A02060600
1106194,14,상상톡톡 미술관,서울특별시 강북구 월계로 173 (번동),127.0445440464,37.619724251,A02,A0206,A02060500
736807,14,샘터화랑,서울특별시 서초구 고무래로8길 4 (반포동),127.010319928,37.502712232,A02,A0206,A02060500
130886,14,샤롯데씨어터,서울특별시 송파구 올림픽로 240 (잠실동),127.0976311526,37.5123821225,A02,A0206,A02060600
2765202,14,서소문성지역사박물관,서울특별시 중구 칠패로 5 (의주로2가),126.9693637143,37.5596854342,A02,A0206,A02060100
3385777,14,서울 의릉 역사문화관,서울특별시 성북구 화랑로32길 146-37 (석관동),127.0579849067,37.6050484213,A02,A0206,A02060300
130209,14,서울 중구문화원,서울특별시 중구 청계천로 86 (장교동),126.9865424811,37.5675737144,A02,A0206,A02060700
2738571,14,서울공예박물관,서울특별시 종로구 율곡로3길 4,126.9835480508,37.5767003779,A02,A0206,A02060100
407057,14,서울남산국악당,서울특별시 중구 퇴계로34길 28 (필동2가),126.9932865315,37.5597775194,A02,A0206,A02060600
129839,14,서울대학교 박물관,서울특별시 관악구 관악로 1 서울대학교,126.9483849253,37.4663514558,A02,A0206,A02060100
130183,14,서울도서관,서울특별시 중구 세종대로 110,126.9783710306,37.5665986816,A02,A0206,A02060900
250469,14,서울무역전시컨벤션센터(SETEC),서울특별시 강남구 남부순환로 3104,127.0715423291,37.4958252427,A02,A0206,A02060400
1897833,14,서울상상나라,서울특별시 광진구 능동로 216 (능동),127.0762792676,37.5493552228,A02,A0206,A02060300
2638474,14,서울생활사박물관,서울특별시 노원구 동일로174길 27 (공릉동),127.0769772183,37.6191332378,A02,A0206,A02060100
3058180,14,서울서예박물관,서울특별시 서초구 남부순환로 2406 (서초동),127.0134702692,37.480484313,A02,A0206,A02060100
2745725,14,서울시립 난지미술창작스튜디오,서울특별시 마포구 하늘공원로 108-1,126.8785522757,37.5693687945,A02,A0206,A02060300
2998547,14,서울시립 미술아카이브,서울특별시 종로구 평창문화로 101 (평창동),126.9722481949,37.60794932,A02,A0206,A02060500
3081204,14,서울시립 백남준을 기억하는 집,서울특별시 종로구 종로53길 12-1 (창신동),127.0137898406,37.5731180039,A02,A0206,A02060200
1866427,14,서울시립 북서울미술관,서울특별시 노원구 동일로 1238 (중계동),127.0668719687,37.6407111019,A02,A0206,A02060500
2989541,14,서울시립과학관,서울특별시 노원구 한글비석로 160 서울시립과학관,127.0766127147,37.6418694763,A02,A0206,A02060300
3384166,14,서울아트나우 갤러리,서울특별시 서초구 반포대로24길 41-14 (서초동),127.0117618283,37.4898220877,A02,A0206,A02060500
3386142,14,서울아트센터 도암홀·도암갤러리,서울특별시 종로구 평창문화로 70 (평창동),126.9689540993,37.606246681,A02,A0206,A02060600
1845410,14,서울에너지드림센터,서울특별시 마포구 증산로 14,126.8914679417,37.5630864227,A02,A0206,A02060300
130361,14,서울역사박물관,서울특별시 종로구 새문안로 55 (신문로2가),126.9707771853,37.5698981615,A02,A0206,A02060100
2791398,14,서울옥션 강남센터,서울특별시 강남구 언주로 864 (신사동),127.0339392991,37.5274847788,A02,A0206,A02060500
2606740,14,서울책보고,서울특별시 송파구 오금로 1 (신천동),117.9925662504,19.69442748,A02,A0206,A02061000
130782,14,서울특별시교육청 고덕평생학습관,서울특별시 강동구 고덕로 295 (고덕동),127.1580549635,37.5561725729,A02,A0206,A02060900
130771,14,서울특별시교육청 구로도서관,서울특별시 구로구 공원로 15 시립구로도서관,126.8918613884,37.4985994791,A02,A0206,A02060900
130352,14,서울특별시교육청 남산도서관,서울특별시 용산구 소월로 109 (후암동),126.9813656031,37.5524531569,A02,A0206,A02060900
130761,14,서울특별시교육청 노원평생학습관,서울특별시 노원구 동일로204길 13 (중계동),127.0678358024,37.6395668082,A02,A0206,A02060900
130783,14,서울특별시교육청 동대문도서관,서울특별시 동대문구 천호대로4길 22,127.0241777625,37.5738542164,A02,A0206,A02060900
130778,14,서울특별시교육청 어린이도서관,서울특별시 종로구 사직로 89 (사직동),126.9687216489,37.5758446558,A02,A0206,A02060900
130779,14,서울특별시교육청 영등포평생학습관,서울특별시 영등포구 버드나루로15길 10,126.9073230952,37.5260548983,A02,A0206,A02060900
130355,14,서울특별시교육청 용산도서관,서울특별시 용산구 두텁바위로 160,126.9801268407,37.5519892991,A02,A0206,A02060900
3385165,14,서울특별시교육청 융합과학교육원,서울특별시 관악구 낙성대로 101 (봉천동),126.9594255163,37.4688680271,A02,A0206,A02060300
2751303,14,서울특별시교육청 융합과학교육원 남부분원,서울특별시 구로구 구로중앙로27나길 21 (구로동),126.8853287058,37.4966190367,A02,A0206,A02060300
1019294,14,서울특별시교육청 정독도서관,서울특별시 종로구 북촌로5길 48,126.9832368815,37.5797611278,A02,A0206,A02060900
2692910,14,서울한방진흥센터,서울특별시 동대문구 약령중앙로 26 (제기동),127.03722638,37.5806647708,A02,A0206,A02060300
2363243,14,서초구립반포도서관,서울특별시 서초구 고무래로 34 (반포동),127.0125280654,37.5025400697,A02,A0206,A02060900
3097714,14,서촌라운지,서울특별시 종로구 필운대로 27-4 (누하동),126.9688798913,37.5785415676,A02,A0206,A02060300
2783512,14,석파정 서울미술관,서울특별시 종로구 창의문로11길 4-1 (부암동),126.96277443,37.5948701151,A02,A0206,A02060500
129838,14,성균관대학교 인문사회과학캠퍼스박물관,서울특별시 종로구 성균관로 25-2 (명륜3가),126.9969632609,37.5849607702,A02,A0206,A02060100
3043851,14,성동구립매봉산숲속도서관,서울특별시 성동구 매봉길 49-29 (옥수동),127.0108269919,37.5459599953,A02,A0206,A02060900
3429640,14,성동책마루도서관,서울특별시 성동구 고산자로 270 (행당동),127.0369796686,37.5634750974,A02,A0206,A02060900
3058449,14,성북구립미술관,서울특별시 성북구 성북로 134 (성북동),126.9949020554,37.594890134,A02,A0206,A02060500
130213,14,성북문화원,서울특별시 성북구 성북로4길 13-8 (동소문동1가),127.0057623221,37.5897659248,A02,A0206,A02060700
3084413,14,성수아트홀,서울특별시 성동구 뚝섬로1길 43 (성수동1가),127.0469626028,37.5454829221,A02,A0206,A02060600
3448679,14,성신여자대학교,서울특별시 성북구 보문로34다길 2 (돈암동),127.0209803351,37.5913410151,A02,A0206,A02061400
3448840,14,성신여자대학교 운정그린캠퍼스,서울특별시 강북구 도봉로76가길 55 (미아동),127.0274174771,37.6321225012,A02,A0206,A02061400
129822,14,성신여자대학교박물관,서울특별시 성북구 보문로34다길 2 (돈암동),127.0209803351,37.5913410151,A02,A0206,A02060100
1911506,14,세계골프역사박물관,서울특별시 강남구 테헤란로 528 (대치동),127.0620150696,37.5081403078,A02,A0206,A02060100
130688,14,세계장신구박물관,서울특별시 종로구 북촌로5나길 2 (화동),126.9818203079,37.5810303992,A02,A0206,A02060100
3080847,14,세일아트홀,서울특별시 강남구 논현로 414 (역삼동),127.0390785749,37.4972911553,A02,A0206,A02060600
2949775,14,세종대학교 세종아트갤러리,서울특별시 광진구 능동로 209 세종대학교,127.0750627181,37.5491580008,A02,A0206,A02060300
129735,14,세종문화회관,서울특별시 종로구 세종대로 175 (세종로),126.9763210635,37.5720618985,A02,A0206,A02060600
815197,14,세종이야기 충무공이야기,서울특별시 종로구 세종대로 지하175 (세종로),126.9768376784,37.5722341099,A02,A0206,A02060300
129912,14,세종호텔 세종갤러리,서울특별시 중구 퇴계로 145 (충무로2가),126.987995303,37.5613355768,A02,A0206,A02060500
3084412,14,소월아트홀,서울특별시 성동구 왕십리로 281 (행당동),127.0360243166,37.5593616689,A02,A0206,A02060600
1799798,14,손기정기념관,서울특별시 중구 손기정로 101-4 (만리동2가),126.964722579,37.5558524631,A02,A0206,A02060200
2904906,14,손기정문화도서관,서울특별시 중구 손기정로 101-3 손기정공원,126.9645531466,37.5559746682,A02,A0206,A02060900
2782156,14,송은,서울특별시 강남구 도산대로 441,127.0441356853,37.5242158976,A02,A0206,A02060500
3013431,14,송파구립 예송미술관,서울특별시 송파구 백제고분로 242 (삼전동),127.0931984965,37.5026998343,A02,A0206,A02060500
2453996,14,수도박물관,서울특별시 성동구 왕십리로 27 (성수동1가),127.0422770776,37.5398807113,A02,A0206,A02060100
2739467,14,수애뇨339,서울특별시 종로구 평창길 339 (평창동),126.9787558031,37.6126127832,A02,A0206,A02060300
3081150,14,슈피겐홀,서울특별시 강남구 봉은사로 446 (삼성동),127.04853287,37.5114202399,A02,A0206,A02060600
2751331,14,스위트파크 롯데 어린이 식품체험관,서울특별시 강서구 마곡중앙로 201 (마곡동),126.8277457397,37.5714620886,A02,A0206,A02060100
2782732,14,스페이스K 서울,서울특별시 강서구 마곡중앙8로 32 (마곡동),126.8309874014,37.5611466793,A02,A0206,A02060300
3056153,14,스페인책방,서울특별시 중구 퇴계로36길 29 (필동2가),126.9950780118,37.5605996785,A02,A0206,A02061000
2605803,14,식민지역사박물관,서울특별시 용산구 청파로47다길 27 (청파동2가),126.9668698886,37.5458481082,A02,A0206,A02060100
130418,14,신문박물관,서울특별시 종로구 세종대로 152,126.9776487818,37.5698760651,A02,A0206,A02060100
3396128,14,신아기념관(서울 구 신아일보 별관),서울특별시 중구 정동길 33 (정동),126.9722049347,37.5662986053,A02,A0206,A02060200
2611675,14,신월음악도서관,서울특별시 양천구 오목로5길 34 (신월동),126.8401042589,37.5247705145,A02,A0206,A02060900
2581396,14,신촌문화발전소,서울특별시 서대문구 연세로2나길 57 (창천동),126.9397692367,37.5580156534,A02,A0206,A02060600
130403,14,아르코미술관,서울특별시 종로구 동숭길 3 아르코 미술관,127.0025212349,37.579753142,A02,A0206,A02060500
130230,14,아르코예술극장,서울특별시 종로구 대학로8길 7 (동숭동),127.0029878163,37.5812640855,A02,A0206,A02060600
2773303,14,아모레퍼시픽미술관,서울특별시 용산구 한강대로 100 (한강로2가),126.9686896475,37.5288445615,A02,A0206,A02060500
130072,14,아트선재센터,서울특별시 종로구 율곡로3길 87,126.9818259058,37.5795166861,A02,A0206,A02060500
2993324,14,아트스페이스3,서울특별시 종로구 효자로7길 23 (통의동),126.9733322642,37.5785138723,A02,A0206,A02060500
130636,14,아트파크,서울특별시 종로구 삼청로7길 25 (팔판동),126.980439799,37.5838161613,A02,A0206,A02060500
129794,14,안중근의사기념관,서울특별시 중구 소월로 91 (남대문로5가),126.9804184373,37.5535196824,A02,A0206,A02060200
2783540,14,알부스갤러리,서울특별시 용산구 한남대로28길 26 (한남동),127.0059193239,37.5382524693,A02,A0206,A02060500
3335564,14,양천공원 책쉼터,서울특별시 양천구 목동동로 135 (신정동),126.8682935295,37.5185800701,A02,A0206,A02060900
2611626,14,양천구 갈산도서관,서울특별시 양천구 목동남로4길 48-6,126.8673577758,37.5088978449,A02,A0206,A02060900
2612093,14,양천구 역사홍보관,서울특별시 양천구 목동동로 81 (신정동),126.8638773374,37.5160302875,A02,A0206,A02060300
2616589,14,양천구 영어특성화도서관,서울특별시 양천구 목동동로 81 (신정동),126.8638773374,37.5160302875,A02,A0206,A02060900
130215,14,양천문화원,서울특별시 양천구 목동남로 106 (신정동),126.8702130163,37.510856002,A02,A0206,A02060700
1113537,14,양천문화회관,서울특별시 양천구 목동서로 367,126.8633162653,37.5164580059,A02,A0206,A02060600
1413224,14,양화진홀 전시관,서울특별시 마포구 양화진길 46,126.911699899,37.546477603,A02,A0206,A02060300
3449373,14,어깨동무도서관,서울특별시 마포구 월드컵로 386 (상암동),126.8863069637,37.5750349409,A02,A0206,A02060900
130637,14,어반아트,서울특별시 용산구 소월로44길 7 어반아트,126.9927953989,37.5424878528,A02,A0206,A02060500
3080501,14,에스파스 루이비통 서울,서울특별시 강남구 압구정로 454 (청담동),127.0462410086,37.5256657669,A02,A0206,A02060500
2745602,14,에스팩토리,서울특별시 성동구 연무장15길 11 (성수동2가),127.0594809973,37.5423085165,A02,A0206,A02060300
3458646,14,여의샛강도서관,서울특별시 영등포구 여의대로 24 (여의도동),126.9197415097,37.5224555385,A02,A0206,A02060900
3423015,14,역삼도서관,서울특별시 강남구 역삼로7길 16 (역삼동),127.0332430485,37.4953968261,A02,A0206,A02060900
130378,14,영등포문화원,서울특별시 영등포구 신길로 275 (영등포동),126.9122840318,37.5162061316,A02,A0206,A02060700
3082184,14,영등포아트홀,서울특별시 영등포구 국회대로 596 (당산동3가),126.9001237514,37.5260603248,A02,A0206,A02060600
3080901,14,영산양재홀,서울특별시 서초구 바우뫼로37길 45 (양재동),127.0384402181,37.4805375334,A02,A0206,A02060600
1188653,14,예림당아트홀,서울특별시 강남구 언주로 337 (역삼동),127.0443725181,37.4979911693,A02,A0206,A02060600
2739475,14,예술가의집,서울특별시 종로구 동숭길 3 (동숭동),127.0025212349,37.579753142,A02,A0206,A02060600
129747,14,예술의전당,서울특별시 서초구 남부순환로 2406 (서초동),127.0134702692,37.480484313,A02,A0206,A02060600
3085122,14,예스24라이브홀,서울특별시 광진구 구천면로 20 (광장동),127.1079959266,37.5457895419,A02,A0206,A02060600
3080735,14,예스24스테이지,서울특별시 종로구 대학로12길 21 (동숭동),127.0031766444,37.5828027992,A02,A0206,A02060600
3012705,14,예스24아트원,서울특별시 종로구 대학로12길 83 (동숭동),127.0040210825,37.580322547,A02,A0206,A02060600
3012036,14,오동숲속도서관,서울특별시 성북구 화랑로13가길 110-10 (하월곡동),127.0409890862,37.6101975169,A02,A0206,A02060900
3085174,14,올림픽공원 올림픽홀,서울특별시 송파구 올림픽로 424 (방이동),127.1150682209,37.5206092598,A02,A0206,A02060600
130156,14,외교사료관,서울특별시 서초구 남부순환로 2572 (서초동),127.0312796697,37.4836759292,A02,A0206,A02060100
2714284,14,용산도시기억전시관,서울특별시 용산구 서빙고로 17 (한강로3가),126.9667565805,37.525656008,A02,A0206,A02060300
130372,14,용산문화원,서울특별시 용산구 효창원로8길 28,126.9521854653,37.5334548409,A02,A0206,A02060700
3013174,14,용산아트홀,서울특별시 용산구 녹사평대로 150 (이태원동),126.9904986675,37.5325306355,A02,A0206,A02060600
3075429,14,용산역사박물관,서울특별시 용산구 한강대로14길 35-29 (한강로3가),126.965784445,37.5257198725,A02,A0206,A02060100
3457702,14,우리소리도서관,서울특별시 종로구 삼일대로30길 47 (익선동),126.9902475015,37.574545193,A02,A0206,A02060900
2372228,14,우리옛돌박물관,서울특별시 성북구 대사관로13길 66 (성북동),126.9901495387,37.6009504556,A02,A0206,A02060100
2553390,14,우석뮤지엄,서울특별시 서대문구 신촌로 129 (창천동),126.9403997739,37.5566186049,A02,A0206,A02060100
660640,14,우표박물관,서울특별시 중구 소공로 70 (충무로1가),126.9821847125,37.5616521023,A02,A0206,A02060100
3334487,14,원당마을한옥도서관,서울특별시 도봉구 해등로32가길 17 (방학동),127.021814407,37.6603441175,A02,A0206,A02060900
3082429,14,웨스트브릿지 라이브홀,서울특별시 마포구 와우산로25길 6 (서교동),126.9261789302,37.5536964678,A02,A0206,A02060600
130259,14,위니아트(건국대학교 새천년관 대공연장),서울특별시 광진구 능동로 120 (화양동),127.0717965616,37.5416615911,A02,A0206,A02060600
130306,14,유 아트 스페이스,서울특별시 강남구 압구정로71길 10 (청담동),127.0458771023,37.527434999,A02,A0206,A02060500
