x,y,distance,install_type,is_24h,has_restricted_hours
127.103370076,37.49031313,14835.484001,,False,False
127.062279043,37.486986225,11672.708666,,False,False
127.062187607,37.487148131,11655.14655,,False,False
126.883718135,37.480861586,12334.403055,수동식|,False,False
126.890510671,37.466510032,12892.076869,수동식|,False,False
126.895970085,37.456451854,13340.353404,수동식|,False,False
126.893401125,37.456039843,13526.455618,수동식|,False,False
126.895898477,37.456920195,13306.811458,수동식|,False,False
126.888666987,37.466563603,13009.198246,수동식|,False,False
127.05164691,37.484517185,11073.834782,수동식|,False,False
127.101265427,37.463289898,16184.200063,수동식|,False,False
127.062753894,37.494060289,11254.748509,수동식|,False,False
127.055541012,37.676892933,13873.372552,기계식|,False,False
127.055172097,37.679089667,14031.282975,기계식|,False,False
127.054234361,37.684896337,14458.972248,,False,False
127.10104897,37.48739504,14783.994595,,False,False
127.102549566,37.487184897,14923.276157,,False,False
127.104879225,37.488891781,15037.197866,,False,False
127.101075577,37.487576529,14776.85579,,False,False
127.100988968,37.487643839,14765.960526,,False,False
127.100696966,37.487249633,14761.491077,,False,False
127.101455005,37.487750195,14800.347655,,False,False
127.101342772,37.487850093,14785.578771,,False,False
127.100612921,37.488429007,14693.192849,,False,False
127.102295248,37.487949073,14862.168269,,False,False
127.102795503,37.486934469,14957.264822,,False,False
127.10235416,37.487238322,14903.780509,,False,False
127.10080872,37.486973968,14785.401681,,False,False
127.1008718,37.487342613,14771.580672,수동식|,False,False
127.102467024,37.491021044,14721.934086,,False,False
127.024750684,37.638027884,8923.851884,기타|건물형(자주식 2단)|건물형(자주식 2단)|건물형(자주식 2단)|건물형(자주식 2단)|건물형(자주식 2단)|,False,False
126.971736775,37.545580414,1880.37395,수동식|,False,False
126.971731656,37.545503776,1888.02298,,False,False
126.972115689,37.545624922,1870.37793,수동식|,False,False
126.972115324,37.545676748,1865.250031,,False,False
126.972361571,37.544467787,1982.005044,수동식|,False,False
126.972368542,37.544482465,1980.46545,,False,False
127.053145871,37.490647615,10750.413835,,False,False
127.054155328,37.492098113,10726.331221,,False,False
127.006082875,37.53521706,4268.856655,기계식|,False,False
127.00607227,37.535108854,4275.419551,,False,False
127.032128575,37.527071227,6836.26429,,False,False
126.921655989,37.511141749,7498.674124,수동식|,False,False
126.913114323,37.500152679,8881.349489,수동식|,False,False
126.917033074,37.517054428,7445.059175,기타|태양광|,False,False
127.024789164,37.504769413,7768.834777,,False,False
127.024910804,37.50420937,7819.530738,,False,False
127.025263446,37.503461534,7899.530136,,False,False
126.913034766,37.487551337,9833.280038,,False,True
127.022823411,37.575139086,4936.703309,,False,False
126.892146838,37.507604491,10005.79514,수동식|,False,False
126.817789649,37.566779556,15692.738364,,False,False
127.021019981,37.516527036,6643.756893,,False,False
127.019950515,37.515882732,6616.487586,,False,False
127.020690049,37.516803991,6600.900772,,False,False
127.021768808,37.523974139,6188.734286,,False,False
127.083336286,37.48578919,13395.277365,,False,False
126.967629359,37.528605303,3624.015408,수동식|,False,False
126.967643457,37.528612127,3623.071454,,False,False
126.968372333,37.529965185,3476.460405,수동식|,False,False
126.968389373,37.529956248,3477.029778,,False,False
127.031132639,37.625957454,8369.807922,,False,False
127.051525458,37.527993752,8491.285854,,False,False
126.90944381,37.500247055,9133.074059,수동식|,False,False
126.909516676,37.500152696,9134.478003,수동식|,False,False
127.061347725,37.498512866,10870.569493,,False,False
127.034530515,37.648738705,10361.244071,,False,False
127.032177136,37.530395164,6666.021987,,False,False
127.030794175,37.530741206,6529.368233,,False,False
127.027319683,37.532063608,6163.516701,,False,False
127.04020213,37.527771065,7493.070794,,False,False
127.040371196,37.528115365,7491.233303,,False,False
127.028909365,37.527648817,6535.697157,기타|태양광|,False,False
127.028722944,37.52692361,6561.114879,,False,False
127.027992147,37.526829429,6506.466705,,False,False
127.028010307,37.527315107,6480.224767,,False,False
127.028810814,37.527572936,6531.770767,,False,False
127.035619225,37.529252762,7021.095649,,False,False
127.034073841,37.485188307,9879.673942,,False,False
127.081613603,37.489435873,13043.691364,,False,False
127.087100402,37.4929288,13306.928169,,False,False
127.056460613,37.487243947,11225.041852,,False,False
127.074283239,37.500451357,11821.731881,,False,False
127.076393227,37.647392346,13142.228708,기계식|,False,False
126.883531449,37.543978853,9336.8454,,False,False
126.885936327,37.525763877,9670.365284,수동식|,False,False
126.904249235,37.537116653,7545.467286,기계식|,False,False
126.895927719,37.519659183,9046.390083,기계식|,False,False
127.062228245,37.645630345,11958.72719,기계식|,False,False
127.045183531,37.496962806,9737.942308,,False,False
127.03439443,37.50734048,8240.960809,,False,False
127.033420528,37.507023415,8192.761654,,False,False
127.065557387,37.490256748,11711.612213,,False,False
126.932905391,37.526541817,5622.051982,수동식|,False,False
126.936944688,37.524604084,5467.143247,기계식|,False,False
