visit_area_nm,x_coord,y_coord,attraction_score_mean,attraction_score_std,visit_count,attraction_score_norm
롯데마트 수원점,126.9959754,37.263534,3.8334,0.0,1,0.4706
롯데마트 안산점,126.8465021,37.3180104,4.0913,0.2792,2,0.5876
롯데마트 영통점,127.0718022,37.2529251,4.163,0.0,1,0.6202
롯데마트 오산점,127.073028,37.1494205,2.9181,0.0,1,0.0552
롯데마트 오산점 주차장,127.073028,37.1494241,4.3803,0.0,1,0.7187
롯데마트 은평점,126.9180295,37.637165,4.1557,0.0,1,0.6168
롯데마트 의왕점,126.9728959,37.3805662,3.9171,0.0,1,0.5085
롯데마트 제타 플렉스,127.0964714,37.5117014,4.1965,0.2429,3,0.6353
롯데마트 주엽점,126.7554095,37.6731414,4.1218,0.0038,2,0.6015
롯데마트 천천점,126.9824148,37.2961252,3.8351,0.0,1,0.4713
롯데마트 청량리점,127.0486468,37.580304,4.5677,0.0,1,0.8038
롯데마트 판교점,127.1133131,37.3955936,3.9755,0.0,1,0.5351
롯데면세점 명동 본점,126.9819805,37.5648809,4.3605,0.1444,3,0.7098
롯데면세점 월드타워점,127.1018936,37.5132177,4.3044,0.0,1,0.6843
롯데몰 광명점,126.8846871,37.4234287,4.1996,0.2757,3,0.6367
롯데몰 김포공항점,126.8031482,37.5633662,4.2508,0.2515,11,0.66
롯데몰 수원점,126.99729890000002,37.2639882,4.3043,0.1916,11,0.6843
롯데몰 수지점,127.0812461,37.3130273,4.2067,0.0,1,0.64
롯데백화점 강남점,127.0532811,37.4969595,4.1287,0.2591,4,0.6046
롯데백화점 건대 스타시티점,127.071408,37.5389952,4.3237,0.16,2,0.6931
롯데백화점 동탄점,127.0979193,37.2007087,4.3753,0.4357,4,0.7165
롯데백화점 본점,126.9817541,37.5649056,4.527,0.1733,4,0.7854
롯데백화점 수원점,126.9985232,37.2644982,4.3702,0.3647,2,0.7142
롯데백화점 영등포점,126.90729200000001,37.5160148,4.3064,0.3043,5,0.6852
롯데백화점 인천점,126.7015224,37.4424069,4.1688,0.225,4,0.6228
롯데백화점 일산점,126.7721336,37.660471,4.3688,0.0,1,0.7135
롯데백화점 잠실점,127.0985553,37.5120114,4.6466,0.0,1,0.8396
롯데백화점 중동점,126.7752042,37.5025691,4.0663,0.2235,2,0.5763
롯데백화점 청량리점,127.0476837,37.5808297,4.2217,0.0192,2,0.6468
롯데백화점 평촌점,126.9504657,37.3902215,4.0539,0.0872,2,0.5706
롯데시네마 광교 아울렛,127.0559247,37.2866632,4.172,0.0,1,0.6242
롯데시네마 광명 아울렛,126.8841627,37.424996,4.3557,0.1752,3,0.7076
롯데시네마 김포공항,126.8038716,37.5637134,4.637,0.0,1,0.8353
롯데시네마 라페스타,126.7689241,37.6611946,4.4162,0.0,1,0.7351
롯데시네마 별내,127.1271996,37.6443265,4.3139,0.0,1,0.6886
롯데시네마 부평역사,126.7233304,37.4897548,4.1882,0.0,1,0.6316
롯데시네마 성남중앙,127.1465779,37.4410765,4.513,0.2634,2,0.779
롯데시네마 수원,126.9968659,37.264381,4.1598,0.0,1,0.6187
롯데시네마 시화,126.741849,37.3513908,4.4,0.0,1,0.7277
롯데시네마 용인 기흥,127.1164976,37.2741658,4.2275,0.0,1,0.6494
롯데시네마 월드타워,127.10506860000001,37.5140168,4.3095,0.1118,5,0.6866
롯데시네마 은평,126.9178999,37.637537,4.6757,0.0,1,0.8528
롯데시네마 청량리,127.0476087,37.5804405,4.2225,0.0973,2,0.6472
롯데시네마 파주 운정,126.7365171,37.72988,4.4898,0.0,1,0.7684
롯데시네마 판교,127.098664,37.4131541,4.682,0.0,1,0.8557
롯데시네마 하남미사,127.2044776,37.5581437,4.6507,0.0,1,0.8415
롯데시네마 합정,126.9133908,37.5514576,4.2432,0.1132,2,0.6566
롯데시티 호텔 마포,126.9504282,37.5445917,4.2723,0.0784,2,0.6697
롯데월드,127.0981198,37.5111306,4.6217,0.2084,17,0.8283
롯데월드 민속박물관,127.0976333,37.5110049,4.2001,0.0,1,0.637
롯데월드 샤롯데씨어터,127.09971399999999,37.5106427,4.5855,0.2158,5,0.8119
롯데월드 쇼핑몰,127.0962937,37.510696,4.4431,0.0,1,0.7473
롯데월드 아쿠아리움,127.1039009625,37.5135303625,4.3948,0.1648,8,0.7253
롯데월드 어드벤처,127.0982326,37.5108782,4.7967,0.0,1,0.9077
롯데월드타워,127.10255563333334,37.512604458333335,4.3107,0.0578,12,0.6872
롯데월드타워 롯데월드몰,127.1040795,37.5136519,4.297,0.2321,36,0.681
롯데콘서트홀,127.1050007,37.5139899,4.6341,0.0,1,0.8339
롯데호텔월드,127.1003405,37.5114666,4.0538,0.0396,2,0.5706
롱 베케이션,127.0352973,37.7366705,4.0957,0.0,1,0.5896
롸카두들 내슈빌 핫치킨 성수점,127.0518663,37.5425049,3.938,0.0,1,0.5181
루덴시아,127.4614259,37.4015773,4.3201,0.151,8,0.6914
루사나 호텔,127.0975238,37.5059873,4.0083,0.0,1,0.55
루시 랑스,126.6987178,37.7887998,4.1981,0.0,1,0.6361
루에 브르,127.0420515,37.5468174,4.1775,0.0,1,0.6267
루체테포토,127.0448104,37.5072074,4.2209,0.0,1,0.6464
루트로,127.1140311,37.3872162,3.0138,0.0,1,0.0986
루틴,126.7252205,37.4926551,4.0992,0.0,1,0.5912
루파즈 블랑제리,127.015796,37.2775731,4.2577,0.1723,2,0.6631
루프 스테이션 익선,126.9892787,37.5739534,4.3444,0.0,1,0.7025
루핀 바비큐 클럽,127.3978305,37.7050329,4.1832,0.0,1,0.6293
룩옵티컬 강남역점,127.0273318,37.5007093,4.2917,0.0,1,0.6786
룸증에 이,127.0028349,37.582498,4.0638,0.0,1,0.5751
뤁스퀘어,127.4319752,36.9428374,4.469,0.0,1,0.759
뤼미에르 퍼퓸 성수점,127.054916,37.5428018,4.1849,0.0,1,0.6301
류 옹,127.017749,37.2826348,4.2745,0.1126,3,0.6708
류는,127.012711,37.2842105,4.2975,0.0,1,0.6812
류재은 베이커리 본점,126.6872492,37.7885222,4.2189,0.0645,2,0.6455
류재은 베이커리 헤이리 아트밸리점,126.697178,37.7869444,4.3321,0.0,1,0.6969
류지,126.9176043,37.4008082,4.1548,0.0,1,0.6164
르 풀,126.9721758,37.5661336,4.3748,0.0,1,0.7163
르 플로,126.682197,37.3232876,4.0746,0.0,1,0.58
르다즐,127.4422571,37.2798575,4.226,0.0,1,0.6487
르돌치1946,126.7953404,37.6886502,4.089,0.0,1,0.5866
르메르디앙 서울 명동,126.982674,37.561709,4.6389,0.0,1,0.8361
르방오뎅,127.1383498,37.4671662,4.3356,0.0,1,0.6985
르뱅 아세르,126.9981036,37.4966724,4.1189,0.0,1,0.6001
르번미 동부 이촌점,126.9751135,37.5204797,3.9139,0.0,1,0.5071
르보네르,127.4286247,37.7474325,4.1995,0.0,1,0.6367
르봉뺑,127.5100385,37.8328123,4.2229,0.067,2,0.6473
르브리에,127.1097768,37.5082371,4.1919,0.0,1,0.6332
르빵드파리&브런치하우스 행궁점,127.0136113,37.286636,4.1808,0.2322,3,0.6282
르에 이치의 원,126.9958384,37.4986401,4.1207,0.0,1,0.601
르컬렉티브 시흥 웨이브 파크,126.6809722,37.3207705,4.2053,0.2363,3,0.6393
르콘토엘,126.9836752,37.5792677,4.1827,0.0,1,0.6291
르푸앵 수상 레저,127.4696377,37.7083131,4.2672,0.1609,2,0.6675
르푸앵 펜션,127.4687077,37.7083024,3.9996,0.0,1,0.546
리골레토 시카고피자 보정점,127.1095546,37.3216976,3.9664,0.0,1,0.5309
리멤버 191,127.2067078,37.6328877,4.2181,0.0,1,0.6452
리미니 가든 일산 뉴코아 아울렛점,126.7768341,37.6545822,4.2326,0.0,1,0.6517
리미니 평촌 뉴코아 아울렛점,126.9512624,37.3892397,4.5886,0.0,1,0.8133
리바이스 가로수길 플래그십스토어,127.0234335,37.5187014,4.171,0.0,1,0.6238
리버 레인,127.397225,37.7071558,4.264,0.044,4,0.666
리버 마운틴 펜션,127.5303438,37.8942164,4.0227,0.0,1,0.5565
리버 웨이,126.9191794,37.5482469,3.931,0.0,1,0.5149
리버 커피,127.110721,37.5509212,4.3441,0.0,1,0.7023
리버시티 수상스키장,127.0189634,37.528798,4.3751,0.0,1,0.7164
리베르테,126.6634082,37.46750325,4.4159,0.174,2,0.7349
리브인 오후,127.0766755,37.6221672,4.1107,0.0,1,0.5964
리샤르 명동점,126.9882063,37.561771,4.1114,0.0165,2,0.5967
리세 그 커피,126.810942,37.5069259,4.1741,0.0,1,0.6252
리숨두부,127.210311,37.4566354,4.1496,0.0,1,0.6141
리스 바비큐 하우스 포승 본점,126.8460193,36.9910159,4.3014,0.0,1,0.683
리스 카페,127.1121278,37.3860755,4.211,0.0,1,0.6419
리스토란테 에오,126.9284575,37.5258441,4.1713,0.0,1,0.6239
리얼 샷 실전 사격 양궁장,127.0023594,37.5827106,3.854,0.0,1,0.4799
리얼 야구존 신천점,127.0838882,37.5106442,4.4928,0.0,1,0.7698
리얼 짐,126.9522781,37.3189834,3.8906,0.0,1,0.4965
리얼 파스타 사우점,126.7215163,37.6221518,4.2348,0.0,1,0.6527
리에에 와플 더뷰,126.9763608,37.5646884,4.4077,0.0,1,0.7312
리움미술관,126.9991174,37.5383366,4.242,0.1131,7,0.656
리코드엠,127.0129548,37.2854539,3.9235,0.0,1,0.5115
리코스타코인노래연습장,126.9564182,37.4950173,4.4844,0.0,1,0.766
리틀 노작,127.0772021,37.1983524,4.266,0.0,1,0.6669
리틀 방콕,127.0356856,37.6473944,4.7363,0.0,1,0.8803
리틀 버틀러,126.9859623,37.5776012,4.0457,0.0,1,0.5669
리틀 포레,127.5583348,37.533719,4.1263,0.0,1,0.6035
리틀 포레스트,127.0537183,37.5483164,4.2342,0.0,1,0.6525
리플레 더 현대 서울점,126.9284801,37.5258451,4.1537,0.0,1,0.6159
리하이,127.2846012,37.6576809,3.7773,0.0,1,0.4451
림 호텔,126.9380284,37.5569467,3.7907,0.0,1,0.4512
림가기,126.929413,37.5550641,4.36,0.0,1,0.7096
립 모텔,126.7745117,37.7621656,3.9867,0.0,1,0.5402
링크 아트센터,127.0022961,37.5846892,4.6807,0.0,1,0.8551
마거릿 연남,126.9228063,37.5645899,4.5609,0.0,1,0.8007
마곡 문화관,126.8349941,37.5715167,4.2369,0.0,1,0.6537
마곡 엠 밸리 9단지 아파트 916동,126.8176726,37.561747,3.2648,0.0,1,0.2125
마곡나루역 9호선,126.8274209,37.5667126,4.2191,0.0813,2,0.6456
마곡나루역 공항철도,126.8274959,37.5656315,4.3277,0.0,1,0.6949
마곡수명산파크1단지아파트,126.8302062,37.5543766,2.9421,0.0,1,0.0661
마곡수명산파크2단지아파트,126.82744,37.5545059,2.8106,0.0,1,0.0064
마곡역 5호선,126.8246969,37.5602286,4.2739,0.0,1,0.6705
마구간 생고기 영등포점,126.9078786,37.5173019,4.1569,0.0,1,0.6174
마그빈 제빵소 가평 1호점,127.5125377,37.8255939,4.0761,0.3141,3,0.5807
마녀 떡볶이 금촌점,126.7768205,37.7604789,4.2586,0.0,1,0.6635
마녀 주방 대학로점,127.0004891,37.5834999,4.3575,0.2687,2,0.7084
마니산 도토리,126.4582606,37.616822,4.1585,0.0,1,0.6181
마니산 산채,126.4562992,37.6108683,4.1241,0.0,1,0.6025
마니산 산채 운정점,126.7512166,37.7196346,4.232,0.0,1,0.6515
마니산 산채 일산점,126.7163376,37.6998434,4.2369,0.0,1,0.6537
마담 마담,127.0110331,37.285,4.2483,0.0,1,0.6589
마담 파이,127.1280747,37.6577331,4.3406,0.0,1,0.7007
마담밍 선릉점,127.0503001,37.5035021,4.2505,0.0,1,0.6599
마당 공간,126.9902059,37.5736571,3.8894,0.0,1,0.496
마더린러베이글,126.945385,37.5583099,4.5229,0.0,1,0.7835
마뗑킴,127.0540175,37.547382,4.2977,0.0,1,0.6813
마라 공방,126.9799234,37.5708447,4.4552,0.0,1,0.7528
마라 공방 송도점,126.6595791,37.3810624,4.7171,0.0,1,0.8716
마라 공방 인천 도화점,126.664441,37.469663,4.2145,0.0,1,0.6435
마라 공방 잠실점,127.0800375,37.5100522,4.1632,0.0,1,0.6202
마라 원칙 마라탕,127.189724,37.2369968,4.1085,0.0,1,0.5954
마라 천향 마라탕 계양점,126.7381392,37.5387724,4.4309,0.0,1,0.7417
마라 홀릭 송도점,126.6372922,37.3992499,4.0074,0.0,1,0.5495
마라도 해물탕찜 수원 본점,127.0349555,37.2703372,4.4244,0.0,1,0.7388
마라도사,127.2172531,37.2863978,3.8303,0.0,1,0.4692
마로 치노,126.8606938,37.4526138,3.9851,0.0,1,0.5394
마로니 빌딩,127.0037179,37.5818565,4.0847,0.0,1,0.5846
마로니에공원,127.0028257,37.5802888,4.1202,0.1165,4,0.6007
마롱 브런치 베이커리 카페,126.9784366,37.1902932,4.1702,0.0,1,0.6234
마루 정원 제빵소,127.4913246,37.5085241,4.186,0.0,1,0.6306
마루 호 텔 본관,127.0062679,37.2696212,3.8753,0.0,1,0.4896
마르틴 베이커리 아이파크몰점,126.9657441,37.529636,4.1259,0.2628,2,0.6033
마르헨제이 성수,127.0521872,37.5434878,3.8825,0.0,1,0.4929
마리 떼 프랑수아 저번 한남점,126.9999434,37.5373545,3.8296,0.0,1,0.4688
마리 왕 신사역점,127.0203289,37.5164315,4.1337,0.0,1,0.6068
마리앤쥬,126.6513936,37.394607,4.1632,0.0,1,0.6203
마리오아울렛 3관,126.8851249,37.4784882,4.1862,0.0,1,0.6307
마릴린 와인 365 잠실점,127.1063646,37.5138715,3.9279,0.0,1,0.5135
마복림,126.9750481,37.5538365,4.4128,0.0,1,0.7335
마산,126.8482081,37.3649833,4.5043,0.0,1,0.7751
마산 시외버스터미널,128.5834636,35.2390669,4.7934,0.0531,2,0.9062
마샹스,126.9717384,37.5793376,3.9174,0.0,1,0.5087
마석 전통 민속오일장,127.304508,37.6531425,4.1458,0.0,1,0.6124
마석역 경춘선,127.3116866,37.6527922,4.3435,0.0,1,0.7021
마석역 신도브래뉴 2차 아파트,127.2998419,37.6628274,4.284,0.0,1,0.6751
마스터 커피 가평점,127.5251168,37.8053563,4.2067,0.0,1,0.64
마시다 초밥 이자카야,126.8286963,37.2020057,3.9355,0.0,1,0.5169
마약 밥상,127.6104653,37.2768056,4.2563,0.0,1,0.6625
마운틴 누크,127.1082308,37.5106082,4.1926,0.0,1,0.6336
마을 마켓,127.0605054,37.2739968,3.9483,0.0,1,0.5227
마음산책,126.8619531,37.3822548,4.3169,0.0,1,0.69
마이 알레 과천 빌리지 카페,127.0239489,37.4466026,4.19,0.1035,2,0.6324
마이 포트리,127.3300563,37.706125,4.3228,0.0,1,0.6927
마이랜드,126.59898990000002,37.4749894,4.2579,0.1253,5,0.6632
마이아트 뮤지엄,127.0605769,37.5075878,4.3127,0.2629,3,0.6881
마이트,127.3447108,37.8339024,4.4592,0.0,1,0.7546
마인 띵크,126.9903113,37.5639876,4.465,0.0,1,0.7572
마일스톤 커피,127.0243304,37.5218511,4.2033,0.0,1,0.6385
마일스톤 커피 한남,127.0026454,37.5378626,4.2484,0.0037,3,0.6589
마장 프리미엄 휴게소 하남방향,127.4073225,37.2631722,3.9822,0.5717,3,0.5381
마장 프리미엄 휴게소 힐링파크,127.4057609,37.2645976,3.7824,0.0,1,0.4474
마장축산물 시장,127.0412714,37.5706842,4.1889,0.0,1,0.6319
마장호수,126.9302204,37.7749418,4.1964,0.091,13,0.6353
마장호수 가든,126.9155472,37.7760007,4.1526,0.0,1,0.6154
마장호수 제3주차장,126.9279718,37.7714438,4.0385,0.0,1,0.5636
마장호수 제6주차장,126.9238611,37.7732755,4.1051,0.0,1,0.5939
마장호수 출렁다리,126.9280526,37.7758982,4.2175,0.0779,15,0.6449
마재 성지,127.2960586,37.5215943,4.1041,0.0,1,0.5934
마재 성지 능내역,127.2960586,37.5215943,3.8134,0.0,1,0.4615
마전교,127.002033,37.569639,4.4567,0.0,1,0.7534
마조 치킨 직영 본점,127.0779256,37.2183589,4.0989,0.0,1,0.591
마초 갈비,127.0564044,37.5088423,4.2274,0.0,1,0.6494
마초 그릴,126.8276751,37.0852143,3.9356,0.0,1,0.5169
마초 셰프 광명점,126.8834243,37.4465619,4.0178,0.0,1,0.5543
마초야 위례점,127.1397366,37.467653,4.3263,0.0,1,0.6942
마카롱 데이즈,126.6669521,37.4502065,4.3751,0.0,1,0.7164
마켓오 압구정점,127.0354389,37.5216177,4.4043,0.0,1,0.7297
마킹 가천대점,127.1276482,37.4478227,4.3108,0.0,1,0.6872
마태오,127.1076158,37.3608906,4.6525,0.0,1,0.8423
마트 킹 구성점,127.1065044,37.3028571,4.1595,0.016,2,0.6186
마트 킹 안녕점,127.0145192,37.2047741,3.9136,0.0,1,0.507
마티에르,126.9992709,37.5823124,4.5591,0.0,1,0.7999
마포 새빛 문화숲,126.9196931,37.5440576,4.1476,0.0,1,0.6132
마포역 5호선,126.9458626,37.539554,3.6608,0.6852,2,0.3923
마포중앙도서관,126.9081157,37.563736,4.3682,0.0,1,0.7133
마호가니 커피 여의도점,126.9237084,37.5246852,4.1531,0.0,1,0.6157
막내 횟집 본점,126.9767077,37.5593366,4.4316,0.0,1,0.7421
막창 명가,127.1128445,37.1705822,4.0958,0.0,1,0.5897
만 원 수산 정자점,127.1071014,37.3643186,4.1425,0.0,1,0.6109
만경 양육과,126.9809122,37.4754359,3.929,0.0,1,0.5139
만기가 셀프 민물장어,126.8223033,37.4528002,4.0548,0.0,1,0.5711
만나 뜨락,126.4846047,37.2584847,4.1184,0.0,1,0.5999
만나 카페,127.0096884,37.4215636,4.2395,0.0,1,0.6549
만당홍,127.1048419,37.5056215,4.4378,0.0,1,0.7449
만두 딤섬 전문 철판,126.619063,37.4772669,3.9231,0.0,1,0.5113
만둣집 미사점,127.2164011,37.5492368,3.991,0.0,1,0.5421
만랩 커피 을지로 5가 점,127.0026803,37.5655737,3.8846,0.0,1,0.4938
만미정,127.2229199,37.2505186,4.3742,0.0,1,0.716
만석공원,127.0014437,37.3004551,4.3713,0.0,1,0.7147
만원 족발,126.9196127,37.3973911,4.2682,0.0,1,0.6679
만족 오향 족벌 시청점,126.9760138,37.5632576,4.5081,0.1093,2,0.7768
만해 한용운 심우장,126.9916707,37.5936484,4.265,0.1881,2,0.6664
만해기념관,127.1808524,37.4773173,4.1682,0.0159,2,0.6225
만향 마라탕,126.6182852,37.474583,4.0722,0.0,1,0.5789
만호 LPG 충전소,126.8559153,36.9596218,4.2832,0.0,1,0.6747
말똥 도넛 파주점,126.70452570000002,37.7303618,4.2314,0.1929,6,0.6512
말이 우물,126.5280615,37.4890227,3.8928,0.0,1,0.4975
말죽거리,127.0430894,37.4880941,3.7454,0.0008,2,0.4306
맘스 키친,126.9644728,37.5929442,4.2261,0.0,1,0.6488
맘스터치 부천 고강점,126.8170144,37.526844,4.0778,0.0,1,0.5815
맘스터치 양주광적점,126.9835073,37.8264502,4.4126,0.0,1,0.7334
맘스터치 영종넙디점,126.5079689,37.4832968,4.2538,0.0,1,0.6613
맘스터치 오산 세교점,127.0450828,37.1765238,4.1512,0.0,1,0.6148
맘스터치 화성 봉담점,126.9554913,37.2190321,4.1122,0.0,1,0.5971
맛나 반점,126.8744304,37.849429,4.3975,0.0,1,0.7266
맛있는 그릇가게,127.1014621,37.2891613,3.9632,0.0,1,0.5295
망리단길,126.9059145,37.5536575,4.1537,0.0,1,0.6159
망우역 경의중앙선,127.0923674,37.599296,3.7181,0.0326,2,0.4183
망우역사 문화공원,127.1143954,37.5989452,4.238,0.0,1,0.6542
망원 수제 크로켓 망원점,126.9056835,37.5573442,4.4058,0.0,1,0.7303
망원동 즉석 가락국수전문 돈가스 본점,126.9111332,37.5542454,4.5946,0.0,1,0.816
망원시장,126.90646469999999,37.555305,4.3805,0.202,5,0.7189
망원역 6호선,126.91009430000001,37.5560827,4.1792,0.0706,3,0.6275
망원한강공원,126.9000276,37.5517245,4.2184,0.1129,6,0.6453
망월천,127.1909258,37.556395,4.24,0.285,2,0.6551
망해암,126.9260317,37.4113954,4.3522,0.0,1,0.706
망향비빔국수 궁평 본점,127.10926165999999,38.0239337,4.2667,0.1522,5,0.6672
망향비빔국수 미사리점,127.2258722,37.5122636,3.7553,0.0,1,0.4351
망향비빔국수 송추점,126.9688902,37.7146466,4.4569,0.0,1,0.7535
망향비빔국수 안양과천점,126.9837695,37.4157567,4.2317,0.0,1,0.6513
망향비빔국수 화성점,127.0649353,37.2266131,4.3727,0.0,1,0.7153
매 향교,127.0182134,37.2818743,4.5229,0.0,1,0.7835
매교역 수인 분당선,127.0159006,37.2655153,4.1317,0.0,1,0.606
매교역 푸르지오 SK VIEW 아파트,127.0206993,37.267605,2.9926,0.144,2,0.089
매드포갈릭 발산점,126.8337551,37.5585407,4.0972,0.0,1,0.5903
매드포갈릭 판교 라 스트리트점,127.1093089,37.3950883,4.142,0.0,1,0.6106
매머드 익스프레스 동대문종합시장점,127.0064794,37.5706552,3.7748,0.0,1,0.444
매머드 익스프레스 부천테크노파크점,126.7650157,37.5184258,4.2497,0.0,1,0.6595
매머드 익스프레스 신촌점,126.9352778,37.5561343,4.3987,0.0,1,0.7271
매봉,127.0134163,37.4139388,4.1153,0.0,1,0.5985
매산로 테마거리,126.9984712,37.2694882,3.9287,0.0,1,0.5138
매송휴게소 서울 방향,126.891678,37.2647028,3.8319,0.0,1,0.4699
매스 씨앤디,126.8341864,37.5579682,3.9996,0.0,1,0.546
매월당 AK플라자 수원점,127.0000947,37.2656786,4.248,0.0,1,0.6587
매직 플로,126.8947784,37.6469772,4.1867,0.0,1,0.6309
매트 그린,127.0128443,37.285726,4.1979,0.0,1,0.636
매향교,127.0182134,37.2818743,3.8754,0.0,1,0.4896
매헌 시민의 숲,127.03587169999999,37.4709233,4.2172,0.1866,3,0.6447
매헌 윤봉길 의사 기념관,127.0365697,37.4696112,4.0412,0.0,1,0.5649
매화 쌈밥 오산점,127.0352833,37.1899277,4.5378,0.0,1,0.7903
맥 썸 송도점,126.6606657,37.382463,4.295,0.0,1,0.6801
맥도날드 고척 DT점,126.8635591,37.4972009,4.2059,0.0156,2,0.6396
맥도날드 구월 DT점,126.6938132,37.4499458,4.0853,0.0,1,0.5849
맥도날드 김포 고촌 SK DT점,126.7710871,37.6011626,3.9854,0.0,1,0.5396
맥도날드 덕소점,127.2124401,37.5858388,3.763,0.0,1,0.4386
맥도날드 동수원 GS DT점,127.048398,37.2948263,3.9026,0.0,1,0.502
맥도날드 동해 DT점,129.114031,37.5208457,4.4892,0.0,1,0.7682
맥도날드 문학 DT점,126.6889073,37.4382054,4.0689,0.0,1,0.5774
맥도날드 보라매점,126.9200985,37.5002512,4.0638,0.0,1,0.5751
맥도날드 부천북부역점,126.7822626,37.4857389,4.0395,0.0,1,0.5641
맥도날드 부평역점,126.7236955,37.4901035,3.9738,0.1968,2,0.5343
맥도날드 삼성역,127.0588584,37.5083185,3.8905,0.0,1,0.4965
맥도날드 서울 둔촌 DT점,127.1372766,37.5293315,4.137,0.0,1,0.6083
맥도날드 서울역점,126.9706069,37.554686,4.2135,0.0,1,0.6431
맥도날드 석촌역점,127.1091267,37.5060177,3.8701,0.0,1,0.4872
맥도날드 수원 아주대점,127.0439869,37.2789157,3.8914,0.0,1,0.4969
맥도날드 수원 인계 DT점,127.0350977,37.2706291,4.0207,0.0,1,0.5556
맥도날드 신사역점,127.0219275,37.5174151,4.1335,0.0,1,0.6068
맥도날드 양주 덕계 DT점,127.0508582,37.8248493,3.7838,0.0,1,0.4481
맥도날드 양주 휴게소 DT점,126.9157727,37.6791825,4.169,0.0,1,0.6229
맥도날드 연희 DT점,126.6763564,37.5413043,4.0758,0.0,1,0.5806
맥도날드 용인 보라 DT점,127.1045932,37.2544604,4.1461,0.0,1,0.6125
맥도날드 이태원점,126.9896996,37.5340167,4.0738,0.0,1,0.5797
맥도날드 인천 청라 DT점,126.64959,37.5174496,4.2966,0.0,1,0.6808
맥도날드 잠실역점,127.0993713,37.514921,4.0391,0.0,1,0.5639
맥도날드 종로 3점,126.9904643,37.5705649,4.0786,0.0,1,0.5818
맥도날드 중산 DT점,126.778849,37.6828623,4.1465,0.0,1,0.6126
맥도날드 천안 고속버스터미널점,127.1542756,36.819081,4.0687,0.0,1,0.5773
맥도날드 화성향남DT점,126.9187483,37.121803,4.4235,0.0,1,0.7384
맥심 플랜트,127.0009968,37.5369896,3.7931,0.2921,2,0.4523
맥코이 한남 2호점,127.0025458,37.5382194,4.2321,0.0,1,0.6515
맴이 산,127.0899747,37.2358279,4.3455,0.0,1,0.703
맹그로브 신설점,127.0260733,37.5761846,4.0493,0.3578,4,0.5686
머스트 스테이 모텔,126.8532824,37.5183459,4.0246,0.0,1,0.5573
머슴 고기 화성 시청 본점,126.8282406,37.2022736,4.3851,0.0,1,0.7209
머시룸 페이퍼 팜,126.9236109,37.5526197,3.8237,0.0,1,0.4662
머치 커피,126.9790929,37.4806254,4.1872,0.0,1,0.6311
머큐어 앰배서더 서울 홍대,126.9224652,37.5551868,4.7509,0.0,1,0.8869
먹골역 7호선,127.0777622,37.6106194,3.5973,0.7613,2,0.3634
먹깨비김밥,126.9714084,37.2986712,4.0865,0.0,1,0.5855
먹쇠 연탄구이,127.2289946,37.9339297,3.7982,0.0,1,0.4546
먹어야 산다,127.1841443,37.4772041,4.2379,0.0,1,0.6542
먹튀,127.035101,37.2632009,4.332,0.0894,2,0.6968
먼지,126.9104126,37.5549368,4.2216,0.0,1,0.6468
먼지 용산,126.9699061,37.5299264,4.1982,0.0,1,0.6361
먼치스앤구디스,127.0533185,37.5431269,4.3067,0.33,2,0.6853
메가 MGC 커피 가평점,127.5140205,37.829612,3.7146,0.0,1,0.4167
메가 MGC 커피 건대입구역점,127.0680863,37.5405631,3.8918,0.0,1,0.4971
메가 MGC 커피 경복궁역점,126.9720562,37.5771464,3.9169,0.0,1,0.5085
메가 MGC 커피 경희대 국제캠퍼스점,127.0778569,37.2479673,4.0554,0.0,1,0.5713
메가 MGC 커피 고양 삼송시티점,126.8969738,37.6490649,4.0366,0.0,1,0.5628
메가 MGC 커피 광장시장 남 2문 좀,127.0002151,37.5696282,4.0108,0.0,1,0.5511
메가 MGC 커피 동암 남부역점,126.7037573,37.4708565,3.9884,0.0,1,0.5409
메가 MGC 커피 명동중앙점,126.9862279,37.5615797,4.1542,0.0594,2,0.6161
메가 MGC 커피 미사 로데오점,127.1965094,37.5644416,4.3995,0.0,1,0.7275
메가 MGC 커피 서울역점,126.9721937,37.5543441,3.9635,0.0,1,0.5296
메가 MGC 커피 소래포구역점,126.7354933,37.400323,3.9289,0.0,1,0.5139
메가 MGC 커피 수원 인계점,127.0332799,37.2647188,3.8452,0.0,1,0.4759
메가 MGC 커피 숙대 입구역점,126.9722183,37.54306,4.1905,0.0,1,0.6326
메가 MGC 커피 시흥 그랑트리캐슬점,126.8025091,37.4451336,3.9112,0.0,1,0.5059
메가 MGC 커피 신촌점,126.9365577,37.5575919,4.0793,0.0,1,0.5822
메가 MGC 커피 양주 장흥점,126.9402831,37.7166213,3.8181,0.0,1,0.4636
메가 MGC 커피 여주 중앙점,127.6364818,37.2963343,3.6977,0.0,1,0.409
메가 MGC 커피 오산 더 테라 스퀘어점,127.0791042,37.1320982,4.0242,0.0,1,0.5572
메가 MGC 커피 용인중앙시장점,127.2085114,37.2357606,4.1111,0.0,1,0.5966
메가 MGC 커피 운전해 솔마을 점,126.7525754,37.7234017,4.2103,0.0,1,0.6416
메가 MGC 커피 원흥 중앙점,126.8712939,37.6348384,3.7436,0.0,1,0.4298
메가 MGC 커피 인천 동춘점,126.6710441,37.4063585,3.8412,0.0,1,0.4741
