visit_area_nm,x_coord,y_coord,attraction_score_mean,attraction_score_std,visit_count,attraction_score_norm
슈거 스컬 종로점,126.9846281,37.5696633,4.2739,0.0,1,0.6705
슈거 풀빌라 스파 글램핑,127.5110184,37.9003787,4.4581,0.0,1,0.7541
슈브제,127.0698651,37.5418694,4.2401,0.0,1,0.6551
슈슈 봉봉 인천 논현점,126.7348064,37.4010297,4.3381,0.0,1,0.6996
슈퍼 말차 더 현대 서울,126.9284348,37.5258585,4.4363,0.0,1,0.7442
슈퍼 방귀 홍대점,126.9218483,37.5509364,4.4715,0.0,1,0.7602
슈퍼 후퍼 버거 강남점,127.0244556,37.503467,4.1734,0.4219,2,0.6249
슈퍼 후퍼 버거 홍대점,126.9237193,37.5572329,4.1837,0.0,1,0.6295
슈퍼도 퍼 강남점,127.0244556,37.503467,4.2342,0.0,1,0.6525
슈퍼스타코인 노래연습장 신림점,126.9300933,37.4822257,3.8454,0.0,1,0.476
슈퍼키즈 스카이 방방 하늘도시점,126.5594276,37.4859153,4.3598,0.0,1,0.7095
슈페리어 갤러리,127.061912,37.508135,3.7328,0.0,1,0.4249
슈펜 홍대점,126.9226742,37.5566105,3.8234,0.0,1,0.466
슐츠 커피,126.7274957,37.3773424,4.453,0.0,1,0.7518
스노 망고,127.0896534,37.3469153,4.4657,0.0,1,0.7575
스노피크 랜드 스테이션 하남점,127.2033069,37.5746537,4.2406,0.0329,2,0.6554
스노피크 에버랜드 캠프 필드,127.2010395,37.3013692,4.3983,0.1366,2,0.7269
스노피크 카페 앤 다이닝,127.2010463,37.3013746,4.3306,0.0,1,0.6962
스니커즈 언박스드 서울,126.9762624,37.5717702,4.4016,0.0,1,0.7284
스마일 명품 찹쌀 꽈배기,126.9925794,37.5652275,4.1389,0.0,1,0.6092
스마트 트라움,127.0362796,37.6501855,2.9883,0.0,1,0.087
스멜츠,127.1583641,37.3601109,4.054,0.0,1,0.5707
스몰 굿 커피 안산 고잔점,126.8291913,37.3101297,3.8382,0.0,1,0.4728
스몹 하남점,127.2237408,37.5454353,4.4711,0.0,1,0.76
스무디킹 스타필드 하남점,127.2226183,37.5454492,3.7578,0.0,1,0.4363
스시 기용,127.0996605,37.7437568,4.5802,0.0,1,0.8095
스시 라온,127.0488228,37.5412836,4.4362,0.0,1,0.7441
스시 선명,126.8849747,37.6439903,4.431,0.0,1,0.7418
스시 성북,127.000787,37.5936028,4.433,0.0,1,0.7427
스시 세스나,126.6438456,37.3849922,4.3219,0.0,1,0.6923
스시 소라 광교점,127.051431,37.2901847,4.4707,0.0,1,0.7598
스시 오오 모토,127.0468372,37.5469769,4.2312,0.0,1,0.6511
스시 이소,126.9900626,37.5613927,4.0756,0.0,1,0.5805
스시 이안 미사 본점,127.1908353,37.5621985,4.0902,0.0,1,0.5871
스시 이안 위례점,127.1427955,37.4718327,4.1851,0.0,1,0.6302
스시 준 잠실점,127.1020906,37.5150124,4.0166,0.0,1,0.5537
스시 카미,126.7010525,37.6331153,4.2369,0.0,1,0.6537
스시 코코로,127.1388682,37.3776252,4.3129,0.0,1,0.6882
스시가 쿠 송도점,126.6608077,37.381029,4.2974,0.2034,2,0.6812
스시도 칸도 수유점,127.0252863,37.6390585,4.5269,0.0,1,0.7853
스시로 미아점,127.0287437,37.6083998,4.5912,0.0,1,0.8145
스시로 송도점,126.6601109,37.3803098,4.1867,0.1739,2,0.6309
스시로 타임스퀘어점,126.9035404,37.5174507,4.6878,0.0,1,0.8583
스시의 치바,127.0448221,37.5493941,4.7108,0.0,1,0.8687
스위스그랜드호텔 서울,126.934166,37.5888281,4.4833,0.0,1,0.7655
스위트 머드 송도점,126.6444944,37.3920275,4.013,0.0,1,0.5521
스윙 파크 스크린골프장,126.9004334,37.4848849,4.5028,0.0,1,0.7743
스즈란 테이 이촌점,126.9742992,37.5199624,4.1635,0.0,1,0.6204
스카롱,126.8125686,37.3332484,4.1192,0.0,1,0.6003
스카이 가든 본동,126.5598804,37.4881823,3.5514,0.6194,2,0.3426
스카이 밀크 팜,127.3998185,37.1999123,4.4691,0.0,1,0.7591
스카이 썬 호텔,127.4487314,37.2758217,3.8559,0.0237,2,0.4808
스카이 오피스텔,126.8401262,37.5658187,3.2266,0.0,1,0.1952
스카이 펜션,127.346489,37.8648393,4.0258,0.0,2,0.5579
스카이라인 짚와이어,127.5257095,37.804232,4.1985,0.0,1,0.6363
스카이랜드,126.7539318,37.5051847,4.5038,0.0745,2,0.7748
스카이랜드 24시 찜질방,126.559476,37.4858202,3.8288,0.0,1,0.4685
스쿠버 젤라또,126.9711863,37.5783824,4.2294,0.0,1,0.6503
스쿨 랜드,126.9211213,37.5524559,4.4073,0.0,1,0.731
스쿨푸드 롯데월드점,127.0979344,37.5120588,4.1217,0.0,1,0.6014
스퀘어 성수,127.0582475,37.5416965,4.151,0.0,1,0.6147
스퀘어 원,126.6837147,37.4058056,4.3927,0.0997,3,0.7244
스타벅스 HD 현대 RD 센터점,127.1048564,37.3767133,4.3935,0.0,1,0.7248
스타벅스 강남 2점,127.025564,37.5001842,4.4068,0.0,1,0.7308
스타벅스 강남 R 점,127.0284434,37.4976745,4.1498,0.0,1,0.6141
스타벅스 강남 교보 타워 R 점,127.024389,37.503686,3.9669,0.0,1,0.5312
스타벅스 강남 대로 논현 R 점,127.0226971,37.507457,4.6709,0.0,1,0.8506
스타벅스 강남 오거리점,127.0266718,37.502115,4.2545,0.0,1,0.6617
스타벅스 강남구청역점,127.0412643,37.5167215,4.3563,0.0,1,0.7079
스타벅스 경기 양평점,127.49997,37.4910445,4.0192,0.0,1,0.5549
스타벅스 경동 196점,127.0386613,37.5797851,4.1632,0.0472,4,0.6203
스타벅스 광교 SK 뷰 레이크 41F 점,127.0603996,37.2869367,4.2472,0.1109,8,0.6583
스타벅스 광화문 D타워점,126.9790633,37.5704661,4.2655,0.0,1,0.6667
스타벅스 광화문점,126.9762965,37.5712296,3.9031,0.0173,2,0.5022
스타벅스 교대점,127.0141777,37.4923124,3.8837,0.0,1,0.4934
스타벅스 국립중앙의료원점,127.0063432,37.566453,4.2742,0.0,1,0.6706
스타벅스 기흥역 AK R 점,127.1166046,37.2747892,4.1886,0.0,1,0.6318
스타벅스 김포 걸포점,126.7022315,37.6317858,3.9838,0.0,1,0.5388
스타벅스 김포 풍무 DT점,126.720546,37.5999447,4.1556,0.0,1,0.6168
스타벅스 김포 현대 아울렛 3층 점,126.7852355,37.5972375,4.1739,0.0,1,0.6251
스타벅스 김포 현대 아울렛 3층점,126.7852355,37.5972375,4.0703,0.0,1,0.5781
스타벅스 남양주 삼패점,127.1995855,37.5918546,3.775,0.0,1,0.4441
스타벅스 남양주 연평 DT점,127.1854937,37.7114757,4.1727,0.0,1,0.6246
스타벅스 남위례역점,127.1411358,37.4645203,4.3114,0.0,1,0.6875
스타벅스 남이섬점,127.5253457,37.8065716,4.1706,0.2643,2,0.6236
스타벅스 답십리역점,127.0511044,37.5684639,4.3957,0.0,1,0.7257
스타벅스 대전 월평점,127.3772478,36.3610636,4.4084,0.0,1,0.7315
스타벅스 대치한티점,127.0521016,37.4985242,4.1092,0.0,1,0.5957
스타벅스 더 북한강 R 점,127.3420084,37.6124064,4.2618,0.0,1,0.665
스타벅스 더 북한산점,126.9475566,37.6554574,4.3075,0.1361,3,0.6858
스타벅스 더 양평 DT R점,127.481696,37.4970256,4.2467,0.0,1,0.6581
스타벅스 더 양평 DTR,127.481696,37.4970256,4.298,0.1179,4,0.6814
스타벅스 더 양평DT R점,127.481696,37.4970256,4.2046,0.0,1,0.639
스타벅스 도봉로 DT점,127.0416297,37.6611802,3.8467,0.0,1,0.4766
스타벅스 도산 가로수 길 점,127.0233754,37.5173544,4.1824,0.0,1,0.6289
스타벅스 동대문디자인플라자점,127.0096756,37.5673501,3.9247,0.0,1,0.512
스타벅스 동수원 DT점,127.0339037,37.2780468,4.1136,0.0442,2,0.5978
스타벅스 동숭길입구점,127.0018794,37.5841712,3.9789,0.0,1,0.5366
스타벅스 동탄 타임 테라스점,127.0693342,37.204288,4.3565,0.0,1,0.708
스타벅스 뚝섬역,127.0490491,37.5464579,4.0024,0.0,1,0.5472
스타벅스 리버사이드 대성리DT점,127.3852158,37.6982067,4.0101,0.2766,2,0.5508
스타벅스 리버사이드 팔당 DT점,127.2283966,37.5671098,4.0162,0.3961,2,0.5535
스타벅스 마로니에공원점,127.0023367,37.581533,4.1794,0.0,1,0.6276
스타벅스 망원한강공원점,126.8959177,37.5539248,3.9756,0.2184,2,0.5351
스타벅스 명동 입구점,126.9822616,37.5632875,4.2001,0.0245,2,0.637
스타벅스 몽촌토성역점,127.1131682,37.5168421,4.0812,0.3117,2,0.583
스타벅스 부천 플레이도시점,126.7439334,37.4997313,4.2024,0.0,1,0.638
스타벅스 북촌로점,126.98646469999998,37.5794519,4.0033,0.2111,5,0.5477
스타벅스 사당역점,126.9813863,37.4784273,4.3076,0.0,1,0.6858
스타벅스 사당점,126.9809437,37.4761747,4.2107,0.0,1,0.6418
스타벅스 삼성역 섬유센터 R 점,127.0605044,37.5074257,3.8892,0.0,1,0.4959
스타벅스 상계 초 교 사거리점,127.0664412,37.6566703,4.3054,0.0,1,0.6848
스타벅스 서울 역사점,126.9717026,37.5541466,4.1109,0.0236,2,0.5965
스타벅스 서울 웨이브 아트센터점,127.0069601,37.5187558,4.4435,0.0721,2,0.7474
스타벅스 서울고속 터미널점,127.0057317,37.5044065,3.8591,0.0402,2,0.4822
스타벅스 서울타워점,126.9882985,37.551532,3.8929,0.0256,2,0.4976
스타벅스 석촌호수점,127.1053405,37.5095242,3.8714,0.0,1,0.4878
스타벅스 선유동 이리 빌딩점,126.8973063,37.5341518,3.8316,0.0,1,0.4697
스타벅스 성대 입구점,126.9984093,37.5829566,3.9062,0.0,1,0.5036
스타벅스 성수역점,127.056944,37.5431936,3.8885,0.0,1,0.4956
스타벅스 성수점,127.0554558,37.5444413,3.8467,0.0,1,0.4766
스타벅스 성신여대점,127.0184566,37.5931679,3.9049,0.0,1,0.503
스타벅스 센트럴시티점,127.0045046,37.5047741,4.2618,0.0,1,0.665
스타벅스 소공로점,126.9807901,37.5638855,4.5275,0.0,1,0.7856
스타벅스 속공 사옥,126.9791215,37.5644907,3.8871,0.0,1,0.495
스타벅스 송도 현대 아울렛점,126.657919,37.3816297,3.7763,0.0,1,0.4446
스타벅스 송파 KT 점,127.1063026,37.5139995,3.9145,0.0887,2,0.5074
스타벅스 송파 마천 사거리 DT점,127.1476492,37.499712,4.0632,0.0,1,0.5749
스타벅스 송파 위례점,127.1431562,37.4784024,4.1614,0.0,1,0.6194
스타벅스 수서역 사거리점,127.1031067,37.4873182,4.1433,0.0,1,0.6112
스타벅스 수원 광교점,127.049745,37.2902395,4.2828,0.0,1,0.6745
스타벅스 수원 금곡점,126.9540863,37.2748513,4.1274,0.0,1,0.604
스타벅스 수원 인계점,127.0330198,37.2654154,4.2328,0.0,1,0.6518
스타벅스 수원 정자 사거리 DT점,127.0040182,37.2911752,4.0819,0.0,1,0.5833
스타벅스 수원 화성행궁점,127.0156675,37.2833487,4.2406,0.127,2,0.6554
스타벅스 수원역 AK R 점,127.000124,37.2668139,3.9552,0.1746,2,0.5259
스타벅스 수원이 비스점,127.0311311,37.2591005,3.8892,0.0,1,0.4959
스타벅스 수원종합운동장점,127.008888,37.3013053,4.1556,0.0,1,0.6168
스타벅스 스타필드 고양 3F 점,126.8957881,37.6475567,3.983,0.0,1,0.5385
스타벅스 시흥 프리미엄 아울렛 1층점,126.735775,37.3799155,3.9498,0.0,1,0.5234
스타벅스 신논현역점,127.0236827,37.5054242,4.1627,0.0,1,0.62
스타벅스 신촌점,126.937111,37.5564858,3.8399,0.0,1,0.4735
스타벅스 아차산역,127.0899308,37.5505902,4.3993,0.0,1,0.7274
스타벅스 아크로 힐스 논현점,127.0403507,37.509002,3.9029,0.0,1,0.5021
스타벅스 안국점,126.9856907,37.5773939,4.0677,0.1109,3,0.5769
스타벅스 야탑 터미널점,127.1281639,37.4135791,4.0052,0.0,1,0.5485
스타벅스 양주 송추 DT점,126.9731309,37.717592,3.9674,0.0,1,0.5314
스타벅스 양주 옥정공원,127.0975748,37.8212079,4.1564,0.0,1,0.6171
스타벅스 여주 남한강 DT점,127.6481615,37.3004138,4.0389,0.0,1,0.5638
스타벅스 연희 DT점,126.9338485,37.5701683,4.1439,0.0,1,0.6115
스타벅스 영종도 운서역점,126.4926635,37.4939936,4.3967,0.0,1,0.7262
스타벅스 영종하늘도시점,126.5614347,37.4896162,4.4212,0.0,1,0.7373
스타벅스 오산 시청점,127.0742952,37.1486324,4.262,0.0,1,0.6651
스타벅스 올림픽 평화 의문점,127.1162443,37.5157309,4.1149,0.0,1,0.5983
스타벅스 용인 보라 DT점,127.1043726,37.2555841,4.3302,0.0,1,0.696
스타벅스 용인 보정 DT점,127.1042144,37.321461,3.8524,0.0,1,0.4792
스타벅스 용인 에버랜드점,127.2031879,37.2949781,4.3836,0.0,1,0.7203
스타벅스 을지로 4가역점,126.9973287,37.5661395,4.251,0.0,1,0.6601
스타벅스 을지로 한국 빌딩점,126.9834518,37.5656627,3.8467,0.0,1,0.4766
스타벅스 의정부 녹양 DT점,127.0402498,37.7585607,4.533,0.0,1,0.7881
스타벅스 의정부 장암 DT점,127.0546502,37.6992034,4.0194,0.0,1,0.555
스타벅스 의정부 회룡역 DT점,127.0476257,37.7223606,3.8991,0.0,1,0.5004
스타벅스 의정부공원점,127.0476098,37.7400881,4.13,0.1824,2,0.6052
스타벅스 의정부민락 타운 점,127.0986424,37.7442874,3.8053,0.0,1,0.4578
스타벅스 인천테크노밸리점,126.72653,37.5149733,4.0598,0.0,1,0.5733
스타벅스 일산 가로수 길 R 점,126.7571826,37.6657507,4.4437,0.0,1,0.7475
스타벅스 잠실 시그마타워 점,127.1028524,37.5145864,3.8815,0.0,1,0.4924
스타벅스 잠실새내역점,127.0811294,37.5115102,3.9697,0.0,1,0.5324
스타벅스 적선점,126.9741172,37.5753125,3.8392,0.0,1,0.4732
스타벅스 종각점,126.9845692,37.5700056,3.9123,0.0,1,0.5064
스타벅스 종로 3가 점,126.9902153,37.5705793,4.1913,0.0792,2,0.633
스타벅스 종로 R 점,126.9834314,37.5707875,4.0282,0.0,1,0.559
스타벅스 종로 관수점,126.988676,37.5697538,4.1514,0.0,1,0.6149
스타벅스 종로구청,126.9810731,37.572463,3.9814,0.0,1,0.5377
스타벅스 종로구청점,126.9809655,37.5725459,4.4124,0.0,1,0.7333
스타벅스 주안역점,126.6807239,37.4637786,4.1979,0.0,1,0.636
스타벅스 죽전 이마트점,127.1094881,37.3256478,4.1523,0.0,1,0.6153
스타벅스 진관 DT점,126.9362377,37.6501441,4.4911,0.0,1,0.769
스타벅스 청계산입구역,127.0560576,37.4473197,3.9996,0.0,1,0.546
스타벅스 청량리 역사점,127.0478082,37.5807945,4.5091,0.0,1,0.7772
스타벅스 파라 스파라 서울점,127.0104079,37.664182,4.0004,0.0,1,0.5464
스타벅스 파리에파크 R점,127.0044559,37.5030694,4.3298,0.0,1,0.6958
스타벅스 파주 P 아울렛 1F 점,126.6963864,37.7695349,3.7877,0.0,1,0.4498
스타벅스 파주 P 아울렛 3F 점,126.6963569,37.7695213,4.2597,0.0,1,0.664
스타벅스 파주 금촌역점,126.7742454,37.7638941,4.0516,0.0,1,0.5696
스타벅스 판교 아이스퀘어,127.0983311,37.4133977,4.0964,0.0849,2,0.5899
스타벅스 판교 알파돔 시티점,127.1093566,37.3944684,3.8723,0.0,1,0.4882
스타벅스 판교 알파돔 타워,127.1105397,37.3941803,4.0879,0.3041,2,0.5861
스타벅스 평택 로데오점,127.0884037,36.9918334,4.5058,0.0,1,0.7757
스타벅스 포천 DT점,127.1618261,37.8484154,4.0189,0.0721,2,0.5548
스타벅스 하남 덕풍점,127.2091715,37.5522483,4.0498,0.0,1,0.5688
스타벅스 한강진 역 R 점,127.0010942,37.5371733,4.4105,0.2243,2,0.7325
스타벅스 한강진역 R점,127.0010942,37.5371733,4.0349,0.0,1,0.562
스타벅스 합정 폴리스 R점,126.9134005,37.550899,4.0534,0.0,1,0.5704
스타벅스 홍대 삼거리점,126.9232806,37.5502544,4.0269,0.0,1,0.5584
스타벅스 홍대입구역 사거리 R 점,126.9203178,37.5546232,3.8298,0.0,1,0.4689
스타벅스 화성 남양 DT점,126.8191185,37.2071076,4.3,0.0,1,0.6823
스타벅스 화정 호국 노점,126.8295815,37.6417754,4.248,0.0,1,0.6587
스타벅스 환구단점,126.9791283,37.5644736,4.0837,0.0,1,0.5842
스타시티 아트 웨딩홀,127.0714143,37.5408747,4.4872,0.0,1,0.7673
스타즈 호텔 독산,126.8971178,37.461299,3.9819,0.0,1,0.538
스타즈 호텔 동탄점,127.0788087,37.2182105,4.074,0.0466,2,0.5797
스타필드 고양,126.89495969999999,37.6469765,4.4224,0.1993,29,0.7379
스타필드 시티 부천,126.8139049,37.4614874,4.257,0.0654,3,0.6628
스타필드 시티 위례,127.14840199999999,37.4801106,4.2022,0.0808,3,0.6379
스타필드 안성,127.1470947,36.9950254,4.2848,0.1667,10,0.6754
스타필드 코엑스몰,127.05977690000002,37.5113184,4.3604,0.2613,18,0.7097
스타필드 하남,127.22369120000002,37.5454931,4.322,0.2232,33,0.6923
스태프 핫도그 남산 서울타워 점,126.9878855,37.5511932,3.8476,0.0,1,0.477
스탠더드 오브 스터 프 장안문점,127.0151609,37.2876089,4.214,0.0,1,0.6433
스탠더드 오브 스터프,127.0146258,37.2844914,3.8456,0.0,1,0.4761
스탠더드 커피,127.0158238,37.5655096,4.4678,0.0,1,0.7585
스탠드 오일 성수 플래그십 스토어,127.0574038,37.5436475,4.0705,0.1716,2,0.5782
스터링 라운지,126.7657747,37.6643923,4.3673,0.0,1,0.7129
스테이 83,127.5169675,37.8203887,3.9689,0.0,1,0.5321
스테이 더 디자이너스 군자 오피스텔,127.0779502,37.5573841,2.9794,0.2391,2,0.083
스테이 인 호텔,126.729042,37.4931225,3.9447,0.0,1,0.5211
스테이션,127.4255567,37.7359518,3.8116,0.0,1,0.4607
스토리 숲,127.2753704,37.8660758,4.8445,0.0,1,0.9294
스토리웨이 용산 전철역점,126.9647427,37.52977,3.9499,0.0,1,0.5234
스투시 서울,127.0357668,37.5260037,4.2032,0.0,1,0.6384
스튜디오 25,126.9197668,37.5492384,4.0269,0.0,1,0.5584
스튜디오 더 슈트,127.0371422,37.5255023,4.0638,0.0,1,0.5751
스트라이크 팡 아베 니체점,126.6787745,37.6406142,3.9973,0.0,1,0.545
스트롱 짐 남양 7호점,126.8256353,37.1988097,4.1089,0.0,1,0.5956
스트리트 추로스 롯데몰 수원점,126.9972943,37.2641738,3.8453,0.0,1,0.476
스티커 홍대점,126.9206112,37.5522105,4.3133,0.0,1,0.6883
스틸 북스 회현점,126.9773761,37.5573815,3.9488,0.0,1,0.5229
스파 아일랜드,126.7654714,37.6671243,4.5798,0.0,1,0.8093
스파게티가 있는 풍경 광화문역점,126.9761881,37.5704692,4.1747,0.0,1,0.6255
스파디움24,127.1517116,37.6125801,4.5033,0.6051,2,0.7746
스페이스 K 서울미술관,126.8309742,37.56111,4.4049,0.0,1,0.7299
스페이스 오,126.983554,37.5744672,4.311,0.0,1,0.6873
스페이스 원,126.922986,37.5527482,4.186,0.0,1,0.6306
스페이스 윌리 앤 딜링,126.9714754,37.5803286,4.0385,0.0,1,0.5636
스포렉스,127.0073574,37.5668025,4.7215,0.0,1,0.8736
스포렉스 사우나,127.0073008,37.5665015,4.5703,0.0,1,0.805
스포츠 36플레이,127.1165194,37.5180399,4.2295,0.1123,2,0.6503
스폰 타니티,126.6609639,37.3811961,4.1941,0.0,1,0.6343
슬래시 위드,126.8995912,37.5277819,4.3222,0.0,1,0.6924
슬로 그라운드,126.7688621,37.4165807,4.323,0.0,1,0.6928
슬로 써니사이드,127.0135207,37.2847258,4.3296,0.1537,3,0.6958
슬로 캘리 사당이 수점,126.9802813,37.4843792,4.1503,0.0,1,0.6144
슬로스,126.7245997,37.4951188,4.3181,0.0,1,0.6905
슬롯,126.8929829,37.5137709,3.9625,0.0,1,0.5292
슬루프,127.263752,37.0306702,4.5357,0.0,1,0.7893
슬리퍼 수원 쇼룸,127.0188124,37.251146,4.0095,0.0,1,0.5505
승리 주유소,127.4572012,37.5050607,3.9284,0.0,1,0.5137
승부 라멘 수서역점,127.1031067,37.4873182,3.8729,0.0,1,0.4885
승우 네 오리랑 돼지랑,126.7864389,37.4850798,4.3572,0.0,1,0.7083
승진 완구,127.0141859,37.5713573,4.3472,0.0,1,0.7038
시가 노이에,126.9692415,37.5725903,4.0611,0.0,1,0.5739
시가 올 비빔국수,127.187737,37.5935805,4.1958,0.0,1,0.6351
시골 맛집,127.2172119,37.2865889,4.3491,0.0,1,0.7046
시골막국수,126.9418943,37.6111497,4.0349,0.0,1,0.562
시나몬 판교파미어스점,127.0975842,37.4123567,3.8821,0.0,1,0.4927
시나몬롤 스위트 카페,126.9264158,37.5578068,4.1741,0.0,1,0.6252
시래 마루,127.3354191,37.3509095,4.4593,0.0459,2,0.7546
시래 마루 이천점,127.4037094,37.2980041,4.4966,0.0,1,0.7715
시마 호텔,127.0547164,37.9060411,3.9314,0.0,1,0.515
시멘트,126.9042681,37.5560961,4.0835,0.0,1,0.5841
시모네,126.9110975,36.9474861,4.4669,0.0,1,0.7581
시몬스 수원 권선점,127.0187244,37.2509505,3.8343,0.0,1,0.471
시몬스 테라스점,127.4462622,37.1976524,4.4271,0.1522,4,0.74
시범한빛마을 동탄 삼부르네상스 아파트,127.0716063,37.2079143,3.5027,0.7935,3,0.3205
시앙 차이나,126.9504741,37.3172328,4.3364,0.0,1,0.6988
시장,127.0536211,37.5375126,4.2549,0.0,1,0.6619
시장 바지락칼국수,127.0508097,37.8998715,4.3719,0.0,1,0.715
시즈 롤,127.3725266,37.5975297,4.5905,0.0,1,0.8141
시즌 파이브 펜션,127.2425906,37.6855727,3.7907,0.0,1,0.4512
시청역 1호선,126.9771982,37.5653454,4.1601,0.026,2,0.6188
시티 극동아파트,127.1182094,37.5396091,2.901,0.0,1,0.0474
시화 나래 휴게소,126.6064352,37.3110852,4.1706,0.3128,4,0.6236
시화 달 전망대(시화 이루 나 타워),126.6091618,37.3128062,4.1665,0.0,1,0.6217
시화 달 전망대(시화이루나타워),126.6091618,37.3128062,4.186,0.0,1,0.6306
시흥 대야역 서해선,126.7929938,37.4500999,4.1051,0.0,1,0.5939
시흥 배곧 한울 공원,126.7020249,37.3546571,4.253,0.114,4,0.661
시흥 센트럴 푸르지오 아파트,126.7898495,37.4404769,3.6675,0.6188,2,0.3953
시흥 오이도 박물관,126.6909132,37.3355386,4.2465,0.1497,7,0.658
시흥 월곶에 코피 아 워터파크,126.7514557,37.394993,4.5154,0.0,1,0.7801
시흥 프리미엄 아울렛,126.73708069999999,37.3797815,4.2913,0.1548,11,0.6784
시흥 하늘 주유소 일산방향,126.8562297,37.3851366,4.3909,0.0,1,0.7236
시흥 하늘휴게소 양방향,126.8554958,37.383932,4.3727,0.0,1,0.7153
시흥갯골생태공원,126.78098389999998,37.3906904,4.2706,0.1065,9,0.669
시흥능곡역 서해선,126.8087213,37.3699465,4.1273,0.0048,2,0.604
시흥하늘휴게소 양방향,126.8554958,37.383932,4.3614,0.0,1,0.7102
시흥하늘휴게소 일산방향,126.8562706,37.3844456,4.3616,0.0,1,0.7103
시흥하늘휴게소 판교방향,126.8546584,37.3837111,4.1118,0.3867,2,0.5969
식겁 신읍동점,127.1998899,37.8976748,4.2115,0.0,1,0.6422
신 옛 찻집,126.9839072,37.5742474,4.2716,0.0,1,0.6694
신간 짬뽕,127.51289,37.8272618,4.1982,0.0,1,0.6361
신간 짬뽕 금촌점,126.7777644,37.7575435,4.0385,0.0,1,0.5636
신거북시장,126.6749097,37.5033718,3.7193,0.0,1,0.4188
신경주역,129.1389983,35.7983755,4.8537,0.0,1,0.9336
신기시장,126.6775999,37.4473979,4.1241,0.0,1,0.6025
신길 가든,126.5025622,37.6534967,4.3435,0.0,1,0.7021
신길역 1호선,126.9183672,37.516787,4.2646,0.0,1,0.6663
신길역 5호선,126.9149139,37.517664,4.1864,0.0,1,0.6308
신노루 삼성점,127.0550579,37.5188107,4.5434,0.0,1,0.7928
신논현역 9호선,127.025492,37.5048111,4.138,0.0007,2,0.6088
신논현역 신분당선,127.0249262,37.5036165,4.1241,0.0,1,0.6025
신당 근린공원 평택항 홍보관,126.8474191,36.9700855,4.1944,0.0,1,0.6344
신대 호수,127.073864,37.2866426,4.3849,0.0,1,0.7208
신대방삼거리역 7호선,126.9282109,37.4997572,4.089,0.0745,2,0.5866
신대철,127.2255201,37.2818483,4.2499,0.0,1,0.6596
신도 농장 정육,126.92729,37.3060949,4.391,0.0,1,0.7236
신도 바다역,126.4391369,37.5144745,4.0987,0.0,1,0.591
신도림 테크노마트,126.8902656,37.5070478,4.186,0.0,1,0.6306
신도림역 1호선,126.8913125,37.5089085,4.1059,0.045,4,0.5943
신도림역 2호선,126.891611,37.5082222,4.2714,0.0,1,0.6694
신도항(옹진),126.4392591,37.5144679,4.0805,0.0,1,0.5827
신동 랩 역곡점,126.8055682,37.4857201,4.4852,0.0,1,0.7664
신동 수변공원,127.0416991,37.2482847,4.2723,0.0,1,0.6697
신동궁 감자탕 역삼 본점,127.0329082,37.4978859,4.2039,0.0,1,0.6387
신동방 주유소,127.0381056,37.6134283,4.1051,0.0,1,0.5939
신라 갈비,127.0492494,37.2737921,4.2571,0.0,1,0.6629
신라면 옥 본점,126.7785162,37.6865125,4.1889,0.0,1,0.6319
신라스테이 광화문,126.9811501,37.5725532,4.3663,0.1113,2,0.7124
신라스테이 서대문,126.9668042,37.5651871,3.925,0.0391,2,0.5121
신라스테이 역삼,127.0413076,37.504976,4.1675,0.0,1,0.6222
신림역 2호선,126.9297454,37.4842671,4.1194,0.0279,4,0.6004
신문 플래그십스토어 도산,127.034606,37.5257806,4.2771,0.1628,2,0.6719
신미사,127.0158019,37.2843489,4.1035,0.0,1,0.5932
신미주 아파트,127.03307739999998,37.2862033,3.168,0.0463,3,0.1686
신복 면관,127.0292237,37.4977383,3.9029,0.0,1,0.5021
신본관 송도센트럴파크점,126.6426357,37.3936888,4.3776,0.0,1,0.7176
신비 면옥,127.170766,37.8593646,3.8111,0.0,1,0.4605
신사 까치공원,127.0292632,37.5235043,4.0105,0.0,1,0.551
신사도 소리,127.0200444,37.5182515,4.3676,0.0,1,0.713
신사동 가로수 길,127.022837,37.5211559,4.1838,0.0,1,0.6296
신사동 가로수길,127.0049085,37.5065725,4.3775,0.0,1,0.7175
신세계 면세점 명동점,126.9806506,37.5605266,4.6825,0.0,1,0.8559
신세계 센트럴시티,127.0041314,37.5046831,3.7076,0.7204,3,0.4135
신세계 팩토리 스토어 강남점,127.005552,37.5054805,3.9445,0.0,1,0.521
신세계 프리미엄 아울렛 여주,127.6121957,37.2413916,4.4983,0.1798,15,0.7723
신세계 프리미엄 아울렛 여주 EAST,127.6129898,37.2421705,4.5116,0.2917,3,0.7783
신세계백화점 강남점,127.0043203,37.5053057,4.2814,0.2053,14,0.6739
신세계백화점 강남점 푸드홀,127.0043203,37.5053364,4.2217,0.0,1,0.6468
신세계백화점 경기점,127.1082562,37.3250299,4.3993,0.2851,4,0.7274
신세계백화점 본점,126.9810896,37.5609483,4.1767,0.2897,9,0.6264
신세계백화점 스타필드 하남점,127.2223166,37.5459714,4.3263,0.0,1,0.6943
신세계백화점 의정부점,127.0463089,37.7372136,4.4081,0.2202,4,0.7314
신세계백화점 타임스퀘어점,126.9056107,37.5171821,4.3716,0.1672,3,0.7148
신승 반점 본점,126.6178059,37.475468,4.3923,0.0,1,0.7242
