start_lat,start_lon,end_lat,end_lon,length_km,width_m,road_type,is_official,is_wide_road,safety_index,tourist_count,cultural_count,leisure_count,facility_count,tourism_score,district_danger,road_attr_score,safety_score,final_score,tourism_score_v2,final_score_v2
37.61747619,127.0522071,37.62041504,127.0498681,0.4,1.6,,,0,0.0845,1,1,1,3,0.0867553584626755,0.253623188405797,0.1217124414901575,0.4893235557980309,0.3282962768638887,0.086755,0.328296
37.61666802,127.0490186,37.61942694,127.0537727,0.5,2.2,,,1,0.1301,1,1,1,2,0.0849371766444937,0.253623188405797,0.1871613909846752,0.5233894012512803,0.3480085114085656,0.084937,0.348008
37.61942694,127.0537727,37.61666802,127.0490186,0.5,1.5,,,0,0.0774,1,1,1,2,0.0849371766444937,0.253623188405797,0.1117767756000598,0.4910879540880788,0.3286276431106447,0.084937,0.328628
37.62190944,127.0515453,37.61754444,127.0550821,0.55,1.5,,,0,0.0776,1,1,1,2,0.0849371766444937,0.253623188405797,0.1121935580396264,0.4910879540880788,0.3286276431106447,0.084937,0.328628
37.62190944,127.0515453,37.61754444,127.0550821,0.55,1.5,,,0,0.0776,1,1,1,2,0.0849371766444937,0.253623188405797,0.1121935580396264,0.4910879540880788,0.3286276431106447,0.084937,0.328628
37.6182874,127.0465041,37.62190944,127.0515453,0.6,1.5,,,0,0.0778,1,1,1,2,0.0849371766444937,0.253623188405797,0.1126103404791929,0.4910888239073689,0.3286281650022188,0.084937,0.328628
37.35962937,126.9343619,37.36055954,126.9370769,0.52,1.5,자전거보행자겸용도로,Y,0,0.0775,2,0,0,0,0.0813008130081301,0.253623188405797,0.1119434885758864,0.4910879540880788,0.3271730976560993,0.252831,0.395785
37.36090746,126.9359854,37.36019036,126.9340594,0.08,1.5,자전거보행자겸용도로,Y,0,0.0756,2,0,0,0,0.0813008130081301,0.253623188405797,0.1082758031077008,0.4879546878339593,0.3252931379036276,0.215389,0.378928
37.36019036,126.9340594,37.36102307,126.9353158,0.14,4.0,자전거보행자겸용도로,Y,1,0.264,2,0,0,0,0.0813008130081301,0.253623188405797,0.37800671126595,0.5386465509280616,0.3557082557600889,0.221401,0.411748
37.35339482,126.9478712,37.35336498,126.9470557,0.23,4.0,자전거보행자겸용도로,Y,1,0.2644,0,1,0,0,0.024390243902439,0.253623188405797,0.3787569196571698,0.5386465509280616,0.3329440281178125,0.229593,0.415025
