route_name,sido,sigungu,start_addr_jibun,start_addr_road,start_lat,start_lon,end_lat,end_lon,length_km,road_id,width_m,is_wide_road,safety_index
상률로,경기도,수원시,,경기도 수원시 장안구 이목동 518,37.30674883,126.9764476,37.30674883,126.9764476,0.49,상률로_수원시,,0,
상률로,경기도,수원시,,경기도 수원시 장안구 이목동 349-15,37.30674883,126.9764476,37.30674883,126.9764476,0.49,상률로_수원시,,0,
삼천병마로,경기도,수원시,,경기도 수원시 권선구 오목천동 418,37.23813488,126.9713375,37.239333,126.9636122,0.25,삼천병마로_수원시,,0,
삼성로,경기도,수원시,,경기도 수원시 영통구 신동 950-4,37.24592715,127.0471795,37.24759694,127.0472404,0.169,삼성로_수원시,,0,
삼성로,경기도,수원시,,경기도 수원시 영통구 매탄동 361-1,37.26450944,127.0611768,37.24759226,127.0483145,2.22,삼성로_수원시,,0,
삼성로,경기도,수원시,,경기도 수원시 영통구 신동 503-4,37.24736309,127.0488308,37.26428919,127.0615571,2.21,삼성로_수원시,,0,
산업로92번길,경기도,수원시,,경기도 수원시 권선구 고색동 987-1,37.23893279,126.9768666,37.239084,126.9793341,0.4,산업로92번길_수원시,,0,
산업로92번길,경기도,수원시,,경기도 수원시 권선구 고색동 991-1,37.23908458,126.980108,37.23986507,126.9796283,0.14,산업로92번길_수원시,,0,
산업로156번길,경기도,수원시,,경기도 수원시 권선구 고색동 1126,37.24073703,126.986901,37.24073703,126.986901,0.369,산업로156번길_수원시,,0,
산업로156번길,경기도,수원시,,경기도 수원시 권선구 고색동 1126,37.24073703,126.986901,37.24073703,126.986901,0.316,산업로156번길_수원시,,0,
산업로156번길,경기도,수원시,,경기도 수원시 권선구 고색동 1121,37.2403804,126.9823455,37.2403804,126.9823455,0.323,산업로156번길_수원시,,0,
산업로156번길,경기도,수원시,,경기도 수원시 권선구 고색동 1121,37.2403804,126.9823455,37.2403804,126.9823455,0.37,산업로156번길_수원시,,0,
산업로156번길,경기도,수원시,,경기도 수원시 권선구 고색동 1121,37.2403804,126.9823455,37.2403804,126.9823455,0.372,산업로156번길_수원시,,0,
산업로156번길,경기도,수원시,,경기도 수원시 권선구 고색동 1122,37.24026542,126.9835587,37.24026542,126.9835587,0.15,산업로156번길_수원시,,0,
산업로156번길,경기도,수원시,,경기도 수원시 권선구 고색동 1103,37.24143085,126.9845951,37.24134777,126.986834,0.29,산업로156번길_수원시,,0,
산업로156번길,경기도,수원시,,경기도 수원시 권선구 고색동 1102,37.24181591,126.9871974,37.24197304,126.9841146,0.29,산업로156번길_수원시,,0,
산업로156번길,경기도,수원시,,경기도 수원시 권선구 고색동 1076,37.23985896,126.9831403,,,0.35,산업로156번길_수원시,,0,
세류로34번길,경기도,수원시,,경기도 수원시 권선구 세류동 1277-2,37.26185595,127.0072892,37.26140457,127.0046716,0.2,세류로34번길_수원시,,0,
세류로30번길,경기도,수원시,,경기도 수원시 권선구 세류동 1277,37.2619187,127.0067713,37.26189607,127.0069671,0.06,세류로30번길_수원시,,0,
세류로,경기도,수원시,,경기도 수원시 권선구 세류동 228-5,37.26389592,127.0080124,37.26692794,127.0097928,0.45,세류로_수원시,,0,
세류로,경기도,수원시,,경기도 수원시 권선구 세류동 1272,37.26152436,127.0041938,37.26162643,127.0061019,0.27,세류로_수원시,,0,
세권로,경기도,수원시,,경기도 수원시 권선구 세류동 1255,37.25974839,127.0100342,37.25977498,127.0088948,0.06,세권로_수원시,,0,
세권로,경기도,수원시,,경기도 수원시 권선구 세류동 1280,37.26140457,127.0046716,37.26092114,127.004351,0.36,세권로_수원시,,0,
서수원로617번길,경기도,수원시,,경기도 수원시 권선구 금곡동 65-5,37.27861836,126.9517639,37.27738509,126.9495514,0.27,서수원로617번길_수원시,,0,
서수원로,경기도,수원시,,경기도 수원시 권선구 오목천동 213-1,37.24060609,126.9698789,37.2453386,126.9680862,0.57,서수원로_수원시,,0,
서수원로,경기도,수원시,,경기도 수원시 권선구 오목천동 953,37.24672626,126.9675025,37.24657491,126.966953,0.14,서수원로_수원시,,0,
서수원로,경기도,수원시,,경기도 수원시 권선구 오목천동 212-15,37.24018191,126.9700107,37.23383111,126.9836105,1.47,서수원로_수원시,,0,
서수원로,경기도,수원시,,경기도 수원시 권선구 오목천동 756-1,37.23383111,126.9836105,,,1.47,서수원로_수원시,,0,
서부로1934번길,경기도,수원시,,경기도 수원시 권선구 구운동 921-2,37.28202016,126.9720438,37.28102971,126.9693829,0.26,서부로1934번길_수원시,,0,
서부로1390번길,경기도,수원시,,경기도 수원시 권선구 오목천동 757-6,37.23403384,126.9839737,,,1.07,서부로1390번길_수원시,,0,
서부로1390번길,경기도,수원시,,경기도 수원시 권선구 고색동 504,37.24099484,126.9892094,37.23403384,126.9839737,0.99,서부로1390번길_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 고색동 988-1,37.2381903,126.978618,37.23757321,126.9798598,0.27,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 고색동 990-1,37.23786243,126.9808304,37.2385647,126.9777188,0.33,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 고색동 987-1,37.23893279,126.9768666,37.239084,126.9793341,0.4,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 고색동 989-3,37.23713862,126.9814357,37.23893279,126.9768666,0.47,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 고색동 368-1,37.24646685,126.9786224,37.24681821,126.9783166,0.04,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 오목천동 809,37.23168095,126.9849237,,,1.58,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 고색동 917,37.24370905,126.9782807,37.23096776,126.984622,1.58,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 고색동 532-1,37.24923931,126.9761932,,,0.48,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 고색동 885-15,37.25244587,126.9745484,37.24977684,126.975703,0.3,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 탑동 898,37.25885468,126.9731868,37.25499682,126.973592,0.28,서부로_수원시,,0,
서부로,경기도,수원시,,경기도 수원시 권선구 구운동 925,37.28262997,126.9701455,37.28376507,126.9695976,0.28,서부로_수원시,,0,
수성로,경기도,수원시,,경기도 수원시 장안구 정자동 75-11,37.29003477,127.0008412,37.28960038,126.9995854,0.137,수성로_수원시,,0,
수성로,경기도,수원시,,경기도 수원시 장안구 조원동 676-18,37.29360576,127.0114016,,,0.412,수성로_수원시,,0,
송정로,경기도,수원시,,경기도 수원시 장안구 송죽동 417-24,37.29703674,126.9994548,37.298628,126.9972567,0.2,송정로_수원시,,0,
송원로,경기도,수원시,,경기도 수원시 장안구 조원동 752-18,37.30164154,127.0097094,37.30656426,127.0141554,0.62,송원로_수원시,,0,
송원로,경기도,수원시,,경기도 수원시 장안구 조원동 910,37.30677156,127.0119328,37.3021367,127.0092288,0.62,송원로_수원시,,0,
송원로,경기도,수원시,,경기도 수원시 장안구 조원동 881,37.30632759,127.0047182,37.30447376,127.0117932,0.17,송원로_수원시,,0,
화홍중학교서측도로,경기도,수원시,,경기도 수원시 권선구 권선동 1316-1,37.24652663,127.0344809,37.2487536,127.0359586,0.25,화홍중학교서측도로_수원시,,0,
곡반초등학교동측도로,경기도,수원시,,경기도 수원시 권선구 권선동 1319,37.24863213,127.0368538,37.24742039,127.0386681,0.24,곡반초등학교동측도로_수원시,,0,
명당초등학교동측도로,경기도,수원시,,경기도 수원시 권선구 권선동 1319,37.24863213,127.0368538,37.24742039,127.0386681,0.24,명당초등학교동측도로_수원시,,0,
영통중학교북측도로,경기도,수원시,,경기도 수원시 영통구 영통동 964-4,37.25248392,127.0654298,37.25409241,127.0630465,0.31,영통중학교북측도로_수원시,,0,
영일초등학교북측도로,경기도,수원시,,경기도 수원시 영통구 영통동 990-6,37.24869199,127.0743929,37.25066343,127.0716869,0.41,영일초등학교북측도로_수원시,,0,
센트럴파크로,경기도,수원시,,경기도 수원시 영통구 하동 1044,37.28787249,127.0644353,37.29591481,127.0558786,1.15,센트럴파크로_수원시,,0,
센트럴타운로100번길,경기도,수원시,,경기도 수원시 영통구 이의동 1381-4,37.29286988,127.0511439,37.29372989,127.0568399,0.66,센트럴타운로100번길_수원시,,0,
센트럴타운로,경기도,수원시,,경기도 수원시 영통구 이의동 1381-23,37.28828442,127.059815,37.29345703,127.0490321,1.12,센트럴타운로_수원시,,0,
세화로168번길,경기도,수원시,,경기도 수원시 권선구 서둔동 387,37.26724013,126.9954952,37.26724013,126.9954952,0.266,세화로168번길_수원시,,0,
세화로135번길,경기도,수원시,,경기도 수원시 권선구 서둔동 31-86,37.2632134,126.9929502,37.26365556,126.9943991,0.14,세화로135번길_수원시,,0,
세화로135번길,경기도,수원시,,경기도 수원시 권선구 서둔동 323-173,37.26411429,126.9942381,37.26343131,126.9921931,0.18,세화로135번길_수원시,,0,
세화로128번길,경기도,수원시,,경기도 수원시 권선구 서둔동 381,37.26417795,126.9972938,37.26390643,126.9952846,0.134,세화로128번길_수원시,,0,
세화로128번길,경기도,수원시,,경기도 수원시 권선구 서둔동 382,37.26390643,126.9952846,37.26527031,126.9986456,0.39,세화로128번길_수원시,,0,
세화로128번길,경기도,수원시,,경기도 수원시 권선구 서둔동 296-125,,,,,0.39,세화로128번길_수원시,,0,
세화로,경기도,수원시,,경기도 수원시 권선구 평동 20-3,37.26103682,126.9968647,37.26019459,126.998341,0.226,세화로_수원시,,0,
세화로,경기도,수원시,,경기도 수원시 권선구 서둔동 296-81,,,,,0.27,세화로_수원시,,0,
세화로,경기도,수원시,,경기도 수원시 권선구 서둔동 17-434,37.2661098,126.9932018,37.26210391,126.995276,0.51,세화로_수원시,,0,
세지로,경기도,수원시,,경기도 수원시 팔달구 매교동 288-725,,,,,0.4,세지로_수원시,,0,
세류로35번길,경기도,수원시,,경기도 수원시 권선구 세류동 352-6,37.26053102,127.0091411,37.25977498,127.0088948,0.16,세류로35번길_수원시,,0,
영통로154번길,경기도,수원시,,경기도 수원시 영통구 망포동 358-17,37.24290541,127.0579972,37.2418079,127.0580404,0.16,영통로154번길_수원시,,0,
영통로154번길,경기도,수원시,,경기도 수원시 영통구 망포동 723,37.24114742,127.058201,37.24131273,127.059697,0.44,영통로154번길_수원시,,0,
영통로154번길,경기도,수원시,,경기도 수원시 영통구 망포동 722,37.24264665,127.0565539,37.2419053,127.0588947,0.44,영통로154번길_수원시,,0,
영통로,경기도,수원시,,경기도 수원시 영통구 영통동 976-1,37.24619073,127.0573197,37.26726691,127.0799097,3.12,영통로_수원시,,0,
영통로,경기도,수원시,,경기도 수원시 영통구 망포동 386,37.23961746,127.0563052,37.24264665,127.0565539,0.38,영통로_수원시,,0,
영통로,경기도,수원시,,경기도 수원시 영통구 영통동 1057-7,37.2599766,127.0739104,37.24283817,127.0549317,2.6,영통로_수원시,,0,
영통로,경기도,수원시,,경기도 수원시 영통구 영통동 948-7,37.26726691,127.0799097,37.26403662,127.0775487,0.13,영통로_수원시,,0,
에듀타운로,경기도,수원시,,경기도 수원시 영통구 이의동 1339,37.28527646,127.0543026,37.29032276,127.0454532,1.08,에듀타운로_수원시,,0,
수일로,경기도,수원시,,경기도 수원시 장안구 조원동 843,37.30561994,127.0144759,37.30290005,127.0209749,0.7,수일로_수원시,,0,
수일로,경기도,수원시,,경기도 수원시 장안구 조원동 912-3,37.30755503,127.0138462,,,0.71,수일로_수원시,,0,
수인로422번길,경기도,수원시,,경기도 수원시 권선구 입북동 243-2,37.29530256,126.9610098,37.29215606,126.9613651,0.36,수인로422번길_수원시,,0,
수인로331번길,경기도,수원시,,경기도 수원시 권선구 구운동 219-8,37.28427229,126.9680278,37.28503306,126.9680246,0.19,수인로331번길_수원시,,0,
수인로331번길,경기도,수원시,,경기도 수원시 권선구 구운동 220-2,37.28503306,126.9680246,37.28427229,126.9680278,0.2,수인로331번길_수원시,,0,
수인로,경기도,수원시,,경기도 수원시 권선구 구운동 111-7,37.28141602,126.9748937,37.27824906,126.9781397,0.603,수인로_수원시,,0,
수인로,경기도,수원시,,경기도 수원시 권선구 구운동 476,37.28123889,126.9733192,37.27732237,126.9778168,0.605,수인로_수원시,,0,
수인로,경기도,수원시,,경기도 수원시 권선구 구운동 215-1,37.28376507,126.9695976,37.28202016,126.9720438,0.25,수인로_수원시,,0,
수성로35번길,경기도,수원시,,경기도 수원시 권선구 구운동 893-1,37.28262816,126.9765201,37.28521808,126.9750805,0.3,수성로35번길_수원시,,0,
수성로258번길,경기도,수원시,,경기도 수원시 팔달구 화서동 639,37.28940314,127.0008544,37.28919401,127.0013897,0.03,수성로258번길_수원시,,0,
수성로245번길,경기도,수원시,,경기도 수원시 장안구 정자동 43-104,37.29298801,126.9985547,37.28960038,126.9995854,0.51,수성로245번길_수원시,,0,
수성로101번길,경기도,수원시,,경기도 수원시 팔달구 화서동 703-2,37.28471581,126.9851619,37.28590206,126.984727,0.2,수성로101번길_수원시,,0,
수성로101번길,경기도,수원시,,경기도 수원시 팔달구 화서동 702,37.28590206,126.984727,37.28471581,126.9851619,0.21,수성로101번길_수원시,,0,
수성로,경기도,수원시,,경기도 수원시 권선구 구운동 463-9,37.2812565,126.9743714,37.28828457,126.9967856,2.06,수성로_수원시,,0,
수성로,경기도,수원시,,경기도 수원시 장안구 정자동 75-5,37.28960038,126.9995854,37.2821801,126.9729571,2.19,수성로_수원시,,0,
수성로,경기도,수원시,,경기도 수원시 팔달구 화서동 744,,,37.28955154,127.0006646,0.11,수성로_수원시,,0,
수성로,경기도,수원시,,경기도 수원시 장안구 조원동 566-1,,,37.29360576,127.0114016,0.41,수성로_수원시,,0,
율전로64번길,경기도,수원시,,경기도 수원시 권선구 입북동 486-7,37.29080606,126.9683014,37.29054131,126.9697994,0.1,율전로64번길_수원시,,0,
율전로64번길,경기도,수원시,,경기도 수원시 장안구 율전동 470-8,37.29054131,126.9697994,37.29559787,126.9664766,0.63,율전로64번길_수원시,,0,
율전로,경기도,수원시,,경기도 수원시 권선구 입북동 251-8,37.2947941,126.9595987,37.29451623,126.9601632,0.15,율전로_수원시,,0,
율전로,경기도,수원시,,경기도 수원시 권선구 입북동 157-21,37.29877779,126.957726,37.30202991,126.956465,0.39,율전로_수원시,,0,
웰빙타운로,경기도,수원시,,경기도 수원시 영통구 이의동 1177,37.310284,127.0367924,37.30565499,127.0523971,1.28,웰빙타운로_수원시,,0,
웰빙타운36번길,경기도,수원시,,경기도 수원시 영통구 이의동 1213,37.30941051,127.0480744,37.30509396,127.0471625,0.25,웰빙타운36번길_수원시,,0,
월드컵로,경기도,수원시,,경기도 수원시 팔달구 우만동 582,37.29134418,127.0279964,37.28406494,127.0360822,1.08,월드컵로_수원시,,0,
월드컵로,경기도,수원시,,경기도 수원시 팔달구 우만동 16,37.28347335,127.0393624,37.29384136,127.0493848,1.64,월드컵로_수원시,,0,
월드컵로,경기도,수원시,,경기도 수원시 영통구 원천동 596,37.27270031,127.0639887,37.27734399,127.049329,1.39,월드컵로_수원시,,0,
온정로9번길,경기도,수원시,,경기도 수원시 권선구 오목천동 336-4,37.24904157,126.9653571,37.24859182,126.9619028,0.23,온정로9번길_수원시,,0,
온정로,경기도,수원시,,경기도 수원시 권선구 오목천동 316-2,37.24621715,126.9646995,37.24707434,126.9653218,0.61,온정로_수원시,,0,
오목천로152번길,경기도,수원시,,경기도 수원시 권선구 고색동 950,37.24149928,126.9779921,37.24208896,126.9777296,0.12,오목천로152번길_수원시,,0,
오목천로,경기도,수원시,,경기도 수원시 권선구 고색동 349-8,37.24624316,126.9807422,37.24042908,126.9639348,1.59,오목천로_수원시,,0,
오목천로,경기도,수원시,,경기도 수원시 권선구 오목천동 693,37.23860191,126.9751365,37.24370905,126.9782807,1.05,오목천로_수원시,,0,
오목천로,경기도,수원시,,경기도 수원시 권선구 오목천동 212-17,37.24016878,126.9660563,37.24055033,126.9712018,0.61,오목천로_수원시,,0,
오목천로,경기도,수원시,,경기도 수원시 권선구 고색동 125-2,37.24896907,126.9920259,,,0.37,오목천로_수원시,,0,
오목천로,경기도,수원시,,경기도 수원시 권선구 고색동 162,37.25316272,126.9906367,37.24895929,126.9915149,0.37,오목천로_수원시,,0,
오목천로,경기도,수원시,,경기도 수원시 권선구 고색동 311-35,37.24860647,126.9919826,37.24801687,126.9884986,0.336,오목천로_수원시,,0,
오목천로,경기도,수원시,,경기도 수원시 권선구 고색동 280,37.24914159,126.9881439,37.24879575,126.9914299,0.302,오목천로_수원시,,0,
영통로514번길,경기도,수원시,,경기도 수원시 영통구 영통동 948-6,37.26491233,127.0813304,37.2655424,127.0782969,0.34,영통로514번길_수원시,,0,
영통로514번길,경기도,수원시,,경기도 수원시 영통구 영통동 955-5,37.26447847,127.0779926,37.26322575,127.0785394,0.36,영통로514번길_수원시,,0,
영통로290번길,경기도,수원시,,경기도 수원시 영통구 영통동 972-1,37.25133777,127.0604115,37.24973572,127.0646417,0.25,영통로290번길_수원시,,0,
영통로290번길,경기도,수원시,,경기도 수원시 영통구 영통동 968,37.25105346,127.0645368,37.25287958,127.0618864,0.26,영통로290번길_수원시,,0,
영통로174번길,경기도,수원시,,경기도 수원시 영통구 망포동 366-16,37.24288881,127.0555574,37.2431733,127.0589726,0.3,영통로174번길_수원시,,0,
영통로154번길,경기도,수원시,,경기도 수원시 영통구 망포동 718,37.2419053,127.0588947,37.24298804,127.0580707,0.17,영통로154번길_수원시,,0,
장안로,경기도,수원시,,경기도 수원시 장안구 정자동 286,37.2990244,126.9973979,,,0.25,장안로_수원시,,0,
장안로,경기도,수원시,,경기도 수원시 장안구 정자동 873,37.2995599,126.9951959,37.29793195,126.9963172,0.29,장안로_수원시,,0,
입북로,경기도,수원시,,경기도 수원시 권선구 입북동 157-21,37.29877779,126.957726,37.30202991,126.956465,0.39,입북로_수원시,,0,
일월천로16번길,경기도,수원시,,경기도 수원시 권선구 구운동 893,37.28356373,126.9757376,37.28356373,126.9757376,0.23,일월천로16번길_수원시,,0,
일월천로16번길,경기도,수원시,,경기도 수원시 권선구 구운동 907-1,37.28340926,126.9730696,37.28350219,126.9748893,0.16,일월천로16번길_수원시,,0,
일월천로,경기도,수원시,,경기도 수원시 권선구 구운동 889,37.28565768,126.976748,37.28579278,126.9790312,0.215,일월천로_수원시,,0,
일월천로,경기도,수원시,,경기도 수원시 권선구 구운동 919-1,37.28257568,126.9725588,37.28521808,126.9750805,0.75,일월천로_수원시,,0,
일월로22번길,경기도,수원시,,경기도 수원시 팔달구 화서동 730,37.28477479,126.9815658,37.28583078,126.9814123,0.09,일월로22번길_수원시,,0,
일월로22번길,경기도,수원시,,경기도 수원시 팔달구 화서동 725-5,,,37.28477479,126.9815658,0.06,일월로22번길_수원시,,0,
일월로22번길,경기도,수원시,,경기도 수원시 팔달구 화서동 725-1,37.2852253,126.9803846,37.28590206,126.984727,0.48,일월로22번길_수원시,,0,
일월로22번길,경기도,수원시,,경기도 수원시 팔달구 화서동 700,37.28737744,126.9855012,,,0.51,일월로22번길_수원시,,0,
일월로,경기도,수원시,,경기도 수원시 장안구 율전동 470-5,37.29038977,126.9703136,37.28332815,126.9787626,1.35,일월로_수원시,,0,
일월로,경기도,수원시,,경기도 수원시 팔달구 화서동 730-1,37.28452248,126.9809383,37.28947148,126.9771148,0.68,일월로_수원시,,0,
일월로,경기도,수원시,,경기도 수원시 장안구 천천동 324-33,37.29049758,126.9761662,,,0.55,일월로_수원시,,0,
인계로,경기도,수원시,,경기도 수원시 팔달구 인계동 1018,37.26805006,127.0275853,37.26665613,127.0332794,0.58,인계로_수원시,,0,
인계로,경기도,수원시,,경기도 수원시 팔달구 인계동 465-2,37.26722271,127.033562,37.26730769,127.0328936,0.06,인계로_수원시,,0,
인계로,경기도,수원시,,경기도 수원시 팔달구 인계동 951-6,37.26834795,127.028716,37.26860488,127.0277749,0.13,인계로_수원시,,0,
인계로,경기도,수원시,,경기도 수원시 팔달구 매교동 216-2,,,,,0.32,인계로_수원시,,0,
인계로,경기도,수원시,,경기도 수원시 영통구 매탄동 810-3,37.26558864,127.0413586,37.26722271,127.033562,0.57,인계로_수원시,,0,
인계로,경기도,수원시,,경기도 수원시 팔달구 인계동 1114-1,37.26630686,127.034316,37.26577519,127.0368817,0.132,인계로_수원시,,0,
이목로,경기도,수원시,,경기도 수원시 장안구 정자동 944,37.30881815,126.9850858,37.30999534,126.9848903,0.13,이목로_수원시,,0,
이목로,경기도,수원시,,경기도 수원시 장안구 정자동 944-3,37.30999534,126.9848903,37.30694175,126.9886359,0.51,이목로_수원시,,0,
이목로,경기도,수원시,,경기도 수원시 장안구 정자동 944-5,37.30694175,126.9886359,37.30694175,126.9886359,0.51,이목로_수원시,,0,
이목로,경기도,수원시,,경기도 수원시 장안구 정자동 944-3,37.30999534,126.9848903,37.30694175,126.9886359,0.51,이목로_수원시,,0,
이목로,경기도,수원시,,경기도 수원시 장안구 이목동 919,37.30976045,126.9816866,37.30999534,126.9848903,0.5,이목로_수원시,,0,
정자천로32번길,경기도,수원시,,경기도 수원시 팔달구 화서동 710,37.28722869,126.9828949,,,0.33,정자천로32번길_수원시,,0,
정자천로32번길,경기도,수원시,,경기도 수원시 팔달구 화서동 713,37.28814171,126.9799879,37.286279,126.9811454,0.31,정자천로32번길_수원시,,0,
정자천로189번길,경기도,수원시,,경기도 수원시 장안구 정자동 874-1,37.29692744,126.9952551,37.29656469,126.9954555,0.069,정자천로189번길_수원시,,0,
정자천로189번길,경기도,수원시,,경기도 수원시 장안구 정자동 873-5,37.29719913,126.9959931,37.2995599,126.9951959,0.34,정자천로189번길_수원시,,0,
정자천로189번길,경기도,수원시,,경기도 수원시 장안구 정자동 872-6,37.29905823,126.9933805,37.29656469,126.9954555,0.33,정자천로189번길_수원시,,0,
정자천로188번길,경기도,수원시,,경기도 수원시 장안구 정자동 884-3,37.29573621,126.9961205,37.29298801,126.9985547,0.37,정자천로188번길_수원시,,0,
정자천로134번길,경기도,수원시,,경기도 수원시 장안구 정자동 888-1,37.29223274,126.9930863,37.29287698,126.9920982,0.22,정자천로134번길_수원시,,0,
정자천로134번길,경기도,수원시,,경기도 수원시 장안구 정자동 882-3,37.29285868,126.9914912,37.291395,126.9922839,0.22,정자천로134번길_수원시,,0,
정자천로133번길,경기도,수원시,,경기도 수원시 장안구 정자동 879-8,37.29513422,126.9911147,37.29584767,126.9911508,0.2,정자천로133번길_수원시,,0,
정자천로133번길,경기도,수원시,,경기도 수원시 장안구 정자동 880-1,37.29483515,126.9901127,37.29570144,126.9925834,0.21,정자천로133번길_수원시,,0,
정자천로,경기도,수원시,,경기도 수원시 장안구 정자동 873-4,37.29793195,126.9963172,37.28861266,126.9778386,1.81,정자천로_수원시,,0,
정자천로,경기도,수원시,,경기도 수원시 팔달구 화서동 718-3,37.28817723,126.9780602,37.29656469,126.9954555,1.52,정자천로_수원시,,0,
정자로42번길,경기도,수원시,,경기도 수원시 장안구 천천동 514,37.29807923,126.9832693,37.30058446,126.982582,0.33,정자로42번길_수원시,,0,
정자로42번길,경기도,수원시,,경기도 수원시 장안구 천천동 510,37.30024941,126.9810968,37.29730398,126.9826967,0.33,정자로42번길_수원시,,0,
정자로41번길,경기도,수원시,,경기도 수원시 장안구 천천동 512,37.30058446,126.982582,37.3024831,126.9803261,0.14,정자로41번길_수원시,,0,
정자로41번길,경기도,수원시,,경기도 수원시 장안구 천천동 566-2,37.30199105,126.9802112,37.30088493,126.9812738,0.14,정자로41번길_수원시,,0,
정자로20번길,경기도,수원시,,경기도 수원시 장안구 천천동 501-11,37.30002047,126.9790863,37.2989585,126.9795267,0.15,정자로20번길_수원시,,0,
정자로,경기도,수원시,,경기도 수원시 장안구 천천동 482-2,37.30115977,126.9819739,37.29997341,126.9774672,0.56,정자로_수원시,,0,
정자로,경기도,수원시,,경기도 수원시 장안구 천천동 570-2,37.30095712,126.9781743,37.3000162,126.986172,0.85,정자로_수원시,,0,
장안로309번길,경기도,수원시,,경기도 수원시 장안구 정자동 945-12,37.3050153,126.9824298,37.30512897,126.9890819,0.56,장안로309번길_수원시,,0,
장안로309번길,경기도,수원시,,경기도 수원시 장안구 정자동 946,37.30869676,126.987669,37.3050153,126.9824298,0.92,장안로309번길_수원시,,0,
장안로,경기도,수원시,,경기도 수원시 장안구 정자동 944-4,37.30997541,126.9877481,37.30957871,126.9881361,0.19,장안로_수원시,,0,
장안로,경기도,수원시,,경기도 수원시 장안구 이목동 323-5,37.31354116,126.9858727,37.31497435,126.9847859,0.13,장안로_수원시,,0,
장안로,경기도,수원시,,경기도 수원시 장안구 이목동 291-14,37.31475067,126.9844786,37.31299527,126.9855889,0.17,장안로_수원시,,0,
장안로,경기도,수원시,,경기도 수원시 장안구 이목동 279-1,37.31615541,126.9829297,37.31520306,126.984035,0.15,장안로_수원시,,0,
중부대로,경기도,수원시,,경기도 수원시 영통구 원천동 85-21,,,37.27843132,127.0304771,1.57,중부대로_수원시,,0,
중부대로,경기도,수원시,,경기도 수원시 팔달구 인계동 952,37.27804983,127.0304463,37.26813394,127.0684684,3.21,중부대로_수원시,,0,
중부대로,경기도,수원시,,경기도 수원시 영통구 원천동 603-7,,,37.27316716,127.0542029,1.39,중부대로_수원시,,0,
중부대로,경기도,수원시,,경기도 수원시 영통구 원천동 610,37.27349637,127.0532671,37.27375032,127.0492296,0.332,중부대로_수원시,,0,
수원지방검찰청예정부지북측도로-3,경기도,수원시,,경기도 수원시 영통구 하동 986-4,37.29153256,127.0683642,37.29214792,127.0679847,0.11,수원지방검찰청예정부지북측도로-3_수원시,,0,
수원지방검찰청예정부지북측도로-2,경기도,수원시,,경기도 수원시 영통구 하동 984,37.2923086,127.0687161,37.29103336,127.0666707,0.13,수원지방검찰청예정부지북측도로-2_수원시,,0,
제이하이텍서측도로,경기도,수원시,,경기도 수원시 권선구 고색동 1023,37.24525566,126.9850251,37.24360767,126.985208,0.27,제이하이텍서측도로_수원시,,0,
제이하이텍서측도로,경기도,수원시,,경기도 수원시 권선구 고색동 1041,37.24332111,126.9864466,37.24565185,126.9857363,0.29,제이하이텍서측도로_수원시,,0,
매원초등학교진입도로,경기도,수원시,,경기도 수원시 영통구 원천동 595,37.27438801,127.0637213,,,0.25,매원초등학교진입도로_수원시,,0,
배다리공원남측도로,경기도,수원시,,경기도 수원시 권선구 고색동 548-4,,,37.2402919,126.9850984,0.14,배다리공원남측도로_수원시,,0,
배다리공원남측도로,경기도,수원시,,경기도 수원시 권선구 고색동 1164,37.23840984,126.9839887,37.23759767,126.9829716,0.14,배다리공원남측도로_수원시,,0,
산업단지진입도로(서부로),경기도,수원시,,경기도 수원시 권선구 고색동 792,,,,,0.11,산업단지진입도로(서부로)_수원시,,0,
산업단지진입도로(서부로),경기도,수원시,,경기도 수원시 권선구 고색동 1081,37.23864908,126.9835084,37.23838571,126.9819496,0.1,산업단지진입도로(서부로)_수원시,,0,
광교호수마을휴먼시아32단지아파트진입도로,경기도,수원시,,경기도 수원시 영통구 하동 1037,37.29315029,127.0678864,37.29461445,127.0655342,0.07,광교호수마을휴먼시아32단지아파트진입도로_수원시,,0,
경기도청신청사서측도로,경기도,수원시,,경기도 수원시 영통구 이의동 292-7,,,37.29026369,127.0522402,0.17,경기도청신청사서측도로_수원시,,0,
조원로,경기도,수원시,,경기도 수원시 장안구 조원동 851-5,37.30373355,127.0126999,37.30399823,127.0122414,0.08,조원로_수원시,,0,
정조로,경기도,수원시,,경기도 수원시 장안구 송죽동 380-3,37.29809029,127.0070844,37.29636608,127.0082144,0.206,정조로_수원시,,0,
정조로,경기도,수원시,,경기도 수원시 권선구 세류동 147-2,37.26210987,127.014245,,,0.412,정조로_수원시,,0,
