route_name,sido,sigungu,start_addr_jibun,start_addr_road,start_lat,start_lon,end_lat,end_lon,length_km,road_id,width_m,is_wide_road,safety_index
서성로,대구광역시,중구,대구광역시 중구 동산동 312,,35.866449,128.5876532,35.8764865,128.588087,2.4,서성로_중구,,0,
중앙대로2,대구광역시,중구,대구광역시 중구 덕산동 88,,35.865523,128.5934109,35.8758993,128.5948724,2.46,중앙대로2_중구,,0,
중앙대로1,대구광역시,중구,대구광역시 중구 남산동 2321,,35.8570693,128.5906528,35.865523,128.5934109,1.72,중앙대로1_중구,,0,
공평로,대구광역시,중구,대구광역시 중구 삼덕동2가 182,,35.8639945,128.5994796,35.873787,128.6013473,2.24,공평로_중구,,0,
이천로,대구광역시,중구,대구광역시 중구 대봉동 152-86,,35.8555972,128.5982751,35.8637914,128.5994519,1.72,이천로_중구,,0,
동덕로,대구광역시,중구,대구광역시 중구 대봉동 184-6,,35.855207,128.6036633,35.8725387,128.6044744,4.0,동덕로_중구,,0,
명덕로,대구광역시,중구,대구광역시 중구 대봉동 655-1,,35.8549145,128.6081619,35.8600653,128.5745371,3.12,명덕로_중구,,0,
명륜로,대구광역시,중구,대구광역시 중구 봉산동 206-2,,35.8600908,128.5989123,35.8664088,128.5876894,3.0,명륜로_중구,,0,
북한강자전거길,경기도,가평군,경기도 가평군 청평면 하천리 600-24,,37.739721,127.436727,37.745165,127.43601,0.55,북한강자전거길_가평군,3.0,1,0.054090063721454924
북한강자전거길,경기도,가평군,경기도 가평군 청평면 청평리 737-5,,37.731484,127.426524,37.739721,127.436727,1.74,북한강자전거길_가평군,2.0,1,0.07859081069544803
북한강자전거길,경기도,가평군,경기도 가평군 청평면 청평리 91-6,,37.733179,127.419547,37.731484,127.426524,0.63,북한강자전거길_가평군,5.0,1,0.0928412451599134
북한강자전거길,경기도,가평군,경기도 가평군 청평면 청평리 627-9,,37.733152,127.413653,37.733179,127.419547,0.61,북한강자전거길_가평군,,0,
북한강자전거길,경기도,가평군,경기도 가평군 청평면 대성리 325-3,,37.697195,127.385693,37.733152,127.413653,5.4,북한강자전거길_가평군,2.0,1,0.20914966919723163
북한강자전거길,경기도,가평군,경기도 가평군 청평면 대성리 769-2,,37.695039,127.384785,37.697195,127.385693,0.29,북한강자전거길_가평군,3.0,1,0.0448153907131315
북한강자전거길,경기도,가평군,경기도 가평군 청평면 대성리 807-1,,37.67774,127.37666,37.695039,127.384785,2.5,북한강자전거길_가평군,3.0,1,0.12365011128388062
가평시내 자전거길,경기도,가평군,경기도 가평군 가평읍 읍내리 산154,,37.840334,127.513759,37.846917,127.508016,0.65,가평시내 자전거길_가평군,2.0,1,0.039708527699015214
가평시내 자전거길,경기도,가평군,경기도 가평군 가평읍 읍내리 285-5,,37.834461,127.517185,37.840334,127.513759,0.67,가평시내 자전거길_가평군,2.0,1,0.04042196408427086
가평시내 자전거길,경기도,가평군,경기도 가평군 가평읍 읍내리 1031-1,,37.83167,127.518273,37.834461,127.517185,0.3,가평시내 자전거길_가평군,4.0,1,0.06312082685447727
가평시내 자전거길,경기도,가평군,경기도 가평군 가평읍 마장리 800-14,,37.847085,127.506159,37.85847,127.516326,1.9,가평시내 자전거길_가평군,7.0,1,0.17404189152108296
가평-북면 간 자전거도로,경기도,가평군,경기도 가평군 북면 이곡리 530-6,,37.876051,127.527433,37.881911,127.548394,2.7,가평-북면 간 자전거도로_가평군,3.0,1,0.1307844751364371
가평-북면 간 자전거도로,경기도,가평군,경기도 가평군 가평읍 개곡리 964-11,,37.864708,127.53019,37.876051,127.527433,1.3,가평-북면 간 자전거도로_가평군,2.0,1,0.06289521021982378
가평-북면 간 자전거도로,경기도,가평군,경기도 가평군 가평읍 읍내리 930,,37.855675,127.514975,37.864708,127.53019,2.0,가평-북면 간 자전거도로_가평군,2.0,1,0.08786548370377145
가평-북면 간 자전거도로,경기도,가평군,경기도 가평군 가평읍 읍내리 932,,37.854408,127.512206,37.855675,127.514975,0.6,가평-북면 간 자전거도로_가평군,3.0,1,0.05587365468459404
가평-북면 간 자전거도로,경기도,가평군,경기도 가평군 가평읍 마장리 800-14,,37.847096,127.506113,37.854408,127.512206,1.28,가평-북면 간 자전거도로_가평군,3.0,1,0.08013049178328609
가평-북면 간 자전거도로,경기도,가평군,경기도 가평군 가평읍 마장리 735,,37.843698,127.505464,37.847096,127.506113,0.39,가평-북면 간 자전거도로_가평군,7.0,1,0.12017744443428154
가평-북면 간 자전거도로,경기도,가평군,경기도 가평군 가평읍 승안리 11-25,,37.840184,127.506712,37.843698,127.505464,0.89,가평-북면 간 자전거도로_가평군,3.0,1,0.06621848227080095
현리시가지 자전거길,경기도,가평군,경기도 가평군 조종면 현리 233-19,,37.823395,127.348983,37.826503,127.347988,0.5,현리시가지 자전거길_가평군,7.0,1,0.12410134455318761
가평시가지 자전거길,경기도,가평군,경기도 가평군 가평읍 대곡리 636-7,,37.826794,127.511767,37.836717,127.508467,1.2,가평시가지 자전거길_가평군,7.0,1,0.14907161803713528
가평역 자전거길,경기도,가평군,경기도 가평군 가평읍 달전리 247-14,,37.811109,127.521607,37.813046,127.510761,1.07,가평역 자전거길_가평군,7.0,1,0.14443428153297358
가평역 자전거길,경기도,가평군,경기도 가평군 가평읍 달전리 583-4,,37.813046,127.510761,37.811109,127.521607,1.07,가평역 자전거길_가평군,7.0,1,0.14443428153297358
섬타는 자전거길(남이섬-자라섬),경기도,가평군,경기도 가평군 가평읍 달전리 88-13,,37.806735,127.526104,37.817211,127.519441,1.5,섬타는 자전거길(남이섬-자라섬)_가평군,3.0,1,0.0879782920210982
남이섬 진입로 자전거길,경기도,가평군,경기도 가평군 가평읍 달전리 467-4,,37.813188,127.51523,37.806793,127.525101,1.2,남이섬 진입로 자전거길_가평군,7.0,1,0.14907161803713528
북한강자전거길,경기도,가평군,경기도 가평군 가평읍 달전리 405-6,,37.816951,127.514508,37.825038,127.521506,1.2,북한강자전거길_가평군,7.0,1,0.14907161803713528
북한강자전거길,경기도,가평군,경기도 가평군 가평읍 하색리 245-3,,37.810578,127.497962,37.816951,127.514508,1.86,북한강자전거길_가평군,3.0,1,0.10082014695569988
북한강자전거길,경기도,가평군,경기도 가평군 청평면 상천리 274-4,,37.776159,127.466031,37.810578,127.497962,5.3,북한강자전거길_가평군,3.0,1,0.22353120521967132
북한강자전거길,경기도,가평군,경기도 가평군 청평면 상천리 362-5,,37.773089,127.460463,37.776159,127.466031,0.7,북한강자전거길_가평군,3.0,1,0.05944083661087229
북한강자전거길,경기도,가평군,경기도 가평군 청평면 상천리 1722-10,,37.772009,127.452293,37.773089,127.460463,0.8,북한강자전거길_가평군,3.0,1,0.06300801853715053
북한강자전거길,경기도,가평군,경기도 가평군 청평면 상천리 1826-1,,37.762774,127.444841,37.772009,127.452293,1.18,북한강자전거길_가평군,3.0,1,0.07656330985700784
북한강자전거길,경기도,가평군,경기도 가평군 청평면 하천리 166-2,,37.745165,127.43601,37.762774,127.444841,2.2,북한강자전거길_가평군,3.0,1,0.1129485655050459
모꼬지로 자전거길,경기도,가평군,경기도 가평군 청평면 대성리 587-5,,37.680599,127.375914,37.685996,127.369048,0.88,모꼬지로 자전거길_가평군,7.0,1,0.1376566358730449
잣향기 자전거길,경기도,가평군,경기도 가평군 청평면 하천리 501-2,,37.747258,127.42843,37.773299,127.372598,6.96,잣향기 자전거길_가평군,7.0,1,0.35454129699076187
상면 뚝방 자전거길,경기도,가평군,경기도 가평군 상면 원흥리 251-2,,37.818089,127.326049,37.817447,127.32624,1.21,상면 뚝방 자전거길_가평군,3.0,1,0.07763346443489132
청평면 뚝방 자전거길,경기도,가평군,경기도 가평군 청평면 청평리 164-13,,37.737842,127.431807,37.742902,127.432596,0.68,청평면 뚝방 자전거길_가평군,3.0,1,0.058727400225616636
삼회리 강변 자전거길,경기도,가평군,경기도 가평군 청평면 삼회리 618-1,,37.657749,127.378205,37.67277,127.381994,1.195,삼회리 강변 자전거길_가평군,3.0,1,0.07709838714594958
가평시내 자전거길,경기도,가평군,경기도 가평군 가평읍 대곡리 101-1,,37.819627,127.514469,37.820657,127.519006,0.49,가평시내 자전거길_가평군,7.0,1,0.12374462636055977
가평시내 자전거길,경기도,가평군,경기도 가평군 가평읍 대곡리 137-12,,37.820778,127.512488,37.825352,127.512452,0.49,가평시내 자전거길_가평군,7.0,1,0.12374462636055977
가평시내 자전거길,경기도,가평군,경기도 가평군 가평읍 대곡리 674-3,,37.818009,127.511057,37.821309,127.51283,0.47,가평시내 자전거길_가평군,3.0,1,0.05123631818043233
가평시내 자전거길,경기도,가평군,경기도 가평군 가평읍 읍내리 798-6,,37.838907,127.505139,37.83798,127.499244,0.55,가평시내 자전거길_가평군,1.0,0,0.018192627824019023
상이로1R,경기도,부천시,경기도 부천시 원미구 상동620-5번지 부일삼거리,,,,,,0.27,상이로1R_부천시,,0,
옥길로56번길6L,경기도,부천시,경기도 부천시 소사구 옥길동795-3번지 제일풍경채,,,,,,0.08,옥길로56번길6L_부천시,,0,
옥길로56번길5L,경기도,부천시,경기도 부천시 소사구 옥길동795-3번지 제일풍경채,,,,,,0.01,옥길로56번길5L_부천시,,0,
옥길로56번길4L,경기도,부천시,경기도 부천시 소사구 옥길동739-1번지 제일풍경채제이드카운티2단지 삼거리,,,,,,0.3,옥길로56번길4L_부천시,,0,
옥길로56번길3L,경기도,부천시,경기도 부천시 소사구 옥길동740-1번지 옥길중학교 삼거리,,,,,,0.01,옥길로56번길3L_부천시,,0,
옥길로56번길1L,경기도,부천시,경기도 부천시 소사구 옥길동751-1번지 부천옥길브리즈힐아파트,,,,,,0.85,옥길로56번길1L_부천시,,0,
옥길로56번길1R,경기도,부천시,경기도 부천시 소사구 옥길동753-6번지 옥길브리즈힐,,,,,,0.01,옥길로56번길1R_부천시,,0,
양지로166번길2L,경기도,부천시,경기도 부천시 소사구 범박동232-3번지 범박동,,,,,,0.06,양지로166번길2L_부천시,,0,
양지로166번길1R,경기도,부천시,경기도 부천시 소사구 옥길동712-2번지 옥길유치원맞은편,,,,,,4.0,양지로166번길1R_부천시,,0,
부광로1L,경기도,부천시,경기도 부천시 소사구 괴안동251-1번지 범박휴먼시아국민임대1단지,,,,,,0.16,부광로1L_부천시,,0,
부광로1R,경기도,부천시,경기도 부천시 소사구 괴안동49-13번지 부천괴안B-1신혼희망타운아파트,,,,,,0.19,부광로1R_부천시,,0,
소사로3L,경기도,부천시,경기도 부천시 오정구 원종동67-5번지 대풍푸른들아파트,,,,,,0.18,소사로3L_부천시,,0,
소사로2L,경기도,부천시,경기도 부천시 원미구 춘의동15-1번지 부천종합운동장역,,,,,,0.47,소사로2L_부천시,,0,
소사로5R,경기도,부천시,경기도 부천시 원미구 춘의동8번지 부천활박물관,,,,,,0.5,소사로5R_부천시,,0,
소사로2R,경기도,부천시,경기도 부천시 소사구 소사본동401-8번지 소사고등학교 앞삼거리,,,,,,0.21,소사로2R_부천시,,0,
부일로C,경기도,부천시,경기도 부천시 원미구 상동462번지 솔안공원입구사거리,,,,,,0.02,부일로C_부천시,,0,
부일로1C,경기도,부천시,경기도 부천시 원미구 상동460번지 솔안공원입구사거리,,,,,,0.02,부일로1C_부천시,,0,
부일로6L,경기도,부천시,경기도 부천시 원미구 중동792-5번지 산우물사거리,,,,,,0.6,부일로6L_부천시,,0,
부일로3L,경기도,부천시,경기도 부천시 원미구 상동444-14번지 솔안공원입구사거리,,,,,,0.02,부일로3L_부천시,,0,
부일로1L,경기도,부천시,경기도 부천시 원미구 상동621-6번지 서촌사거리,,,,,,0.28,부일로1L_부천시,,0,
부일로6R,경기도,부천시,경기도 부천시 원미구 심곡동358번지 산우물사거리,,,,,,0.31,부일로6R_부천시,,0,
부일로5R,경기도,부천시,경기도 부천시 원미구 중동809번지 중동사거리,,,,,,0.63,부일로5R_부천시,,0,
부일로3R,경기도,부천시,경기도 부천시 원미구 상동463-2번지 솔안공원입구사거리,,,,,,0.02,부일로3R_부천시,,0,
상이로3R,경기도,부천시,경기도 부천시 원미구 상동588-7번지 전원사거리,,,,,,0.31,상이로3R_부천시,,0,
상이로2R,경기도,부천시,경기도 부천시 원미구 상동591번지 구지사거리,,,,,,0.25,상이로2R_부천시,,0,
양지로11L,경기도,부천시,경기도 부천시 소사구 옥길동704-5번지,,,,,,0.01,양지로11L_부천시,,0,
양지로10L,경기도,부천시,경기도 부천시 소사구 옥길동714-6번지,,,,,,0.01,양지로10L_부천시,,0,
양지로9L,경기도,부천시,경기도 부천시 소사구 옥길동722-6번지,,,,,,0.01,양지로9L_부천시,,0,
양지로8L,경기도,부천시,경기도 부천시 소사구 옥길동745-7번지,,,,,,0.02,양지로8L_부천시,,0,
양지로7L,경기도,부천시,경기도 부천시 소사구 옥길동742-4번지,,,,,,0.01,양지로7L_부천시,,0,
양지로6L,경기도,부천시,경기도 부천시 소사구 옥길동745-5번지,,,,,,0.35,양지로6L_부천시,,0,
양지로5L,경기도,부천시,경기도 부천시 소사구 옥길동742-4번지,,,,,,0.02,양지로5L_부천시,,0,
양지로4L,경기도,부천시,경기도 부천시 소사구 옥길동742-1번지 제일풍경채제이드카운티1단지,,,,,,0.02,양지로4L_부천시,,0,
양지로3L,경기도,부천시,경기도 부천시 소사구 옥길동739-2번지,,,,,,0.18,양지로3L_부천시,,0,
양지로2L,경기도,부천시,경기도 부천시 소사구 옥길동739-1번지 횡단보도,,,,,,0.01,양지로2L_부천시,,0,
양지로1L,경기도,부천시,경기도 부천시 소사구 옥길동739-1번지 제일풍경채제이드카운티2단지,,,,,,0.01,양지로1L_부천시,,0,
양지로11R,경기도,부천시,경기도 부천시 소사구 범박동204-4번지,,,,,,0.7,양지로11R_부천시,,0,
양지로10R,경기도,부천시,경기도 부천시 소사구 범박동208-8번지,,,,,,0.25,양지로10R_부천시,,0,
양지로9R,경기도,부천시,경기도 부천시 소사구 옥길동784-1번지,,,,,,0.01,양지로9R_부천시,,0,
양지로8R,경기도,부천시,경기도 부천시 소사구 옥길동727-2번지 LH옥길지구3공구,,,,,,0.78,양지로8R_부천시,,0,
양지로7R,경기도,부천시,경기도 부천시 소사구 옥길동729-1번지 LH옥길지구3공구,,,,,,0.01,양지로7R_부천시,,0,
양지로6R,경기도,부천시,경기도 부천시 소사구 옥길동728-1번지 LH옥길지구3공구,,,,,,0.01,양지로6R_부천시,,0,
양지로5R,경기도,부천시,경기도 부천시 소사구 옥길동793-2번지 한신휴플러스,,,,,,0.02,양지로5R_부천시,,0,
양지로4R,경기도,부천시,경기도 부천시 소사구 옥길동794-3번지 한신휴플러스,,,,,,0.35,양지로4R_부천시,,0,
양지로3R,경기도,부천시,경기도 부천시 소사구 옥길동795-1번지 제일풍경채,,,,,,0.02,양지로3R_부천시,,0,
양지로2R,경기도,부천시,경기도 부천시 소사구 옥길동795-3번지 제일풍경채,,,,,,0.18,양지로2R_부천시,,0,
양지로1R,경기도,부천시,경기도 부천시 소사구 옥길동752-1번지 제일풍경채,,,,,,0.01,양지로1R_부천시,,0,
옥길로56번길3C,경기도,부천시,경기도 부천시 소사구 옥길동752-1번지 옥길중학교 삼거리,,,,,,0.01,옥길로56번길3C_부천시,,0,
옥길로56번길2C,경기도,부천시,경기도 부천시 소사구 옥길동748-1번지 옥길중학교 삼거리,,,,,,0.01,옥길로56번길2C_부천시,,0,
옥길로56번길1C,경기도,부천시,경기도 부천시 소사구 옥길동748-1번지 옥길센트럴힐,,,,,,0.01,옥길로56번길1C_부천시,,0,
대교로,부산광역시,중구,부산광역시 중구 중앙동4가 15-3,,35.1044696,129.0411328,35.0985724,129.0380173,0.79,대교로_중구,,0,
충장대로,부산광역시,중구,부산광역시 중구 중앙동4가 90-2,,35.1090996,129.0402948,35.1064597,129.038841,0.38,충장대로_중구,,0,
옥길로4L,경기도,부천시,경기도 부천시 소사구 옥길동771-2번지,,,,,,0.02,옥길로4L_부천시,,0,
옥길로3L,경기도,부천시,경기도 부천시 소사구 옥길동768번지,,,,,,1.2,옥길로3L_부천시,,0,
옥길로2L,경기도,부천시,경기도 부천시 소사구 옥길동780-4번지,,,,,,0.03,옥길로2L_부천시,,0,
옥길로1L,경기도,부천시,경기도 부천시 소사구 옥길동780-1번지 옥길호반베르디움,,,,,,0.12,옥길로1L_부천시,,0,
옥길로10R,경기도,부천시,경기도 부천시 소사구 옥길동793-4번지 경찰서앞교통섬,,,,,,0.03,옥길로10R_부천시,,0,
옥길로9R,경기도,부천시,경기도 부천시 소사구 옥길동793-4번지,,,,,,0.01,옥길로9R_부천시,,0,
옥길로8R,경기도,부천시,경기도 부천시 소사구 옥길동793-1번지,,,,,,0.14,옥길로8R_부천시,,0,
옥길로7R,경기도,부천시,경기도 부천시 소사구 옥길동745-5번지,,,,,,0.02,옥길로7R_부천시,,0,
옥길로6R,경기도,부천시,경기도 부천시 소사구 옥길동751-2번지,,,,,,0.01,옥길로6R_부천시,,0,
옥길로5R,경기도,부천시,경기도 부천시 소사구 옥길동765-2번지,,,,,,0.01,옥길로5R_부천시,,0,
옥길로4R,경기도,부천시,경기도 부천시 소사구 옥길동767-1번지,,,,,,1.23,옥길로4R_부천시,,0,
옥길로3R,경기도,부천시,경기도 부천시 소사구 옥길동765-2번지,,,,,,0.01,옥길로3R_부천시,,0,
옥길로2R,경기도,부천시,경기도 부천시 소사구 옥길동767-3번지,,,,,,0.01,옥길로2R_부천시,,0,
옥길로1R,경기도,부천시,경기도 부천시 소사구 계수동72-2번지,,,,,,0.11,옥길로1R_부천시,,0,
양지로9C,경기도,부천시,경기도 부천시 소사구 옥길동701-3번지,,,,,,0.01,양지로9C_부천시,,0,
양지로8C,경기도,부천시,경기도 부천시 소사구 옥길동701-6번지,,,,,,0.02,양지로8C_부천시,,0,
양지로7C,경기도,부천시,경기도 부천시 소사구 옥길동786번지 부천옥길엘에이치8단지,,,,,,0.02,양지로7C_부천시,,0,
양지로6C,경기도,부천시,경기도 부천시 소사구 옥길동704-5번지,,,,,,0.01,양지로6C_부천시,,0,
양지로5C,경기도,부천시,경기도 부천시 소사구 옥길동714-6번지,,,,,,0.01,양지로5C_부천시,,0,
양지로4C,경기도,부천시,경기도 부천시 소사구 옥길동722-6번지,,,,,,0.01,양지로4C_부천시,,0,
양지로3C,경기도,부천시,경기도 부천시 소사구 옥길동742-4번지,,,,,,0.01,양지로3C_부천시,,0,
양지로2C,경기도,부천시,경기도 부천시 소사구 옥길동794-3번지,,,,,,0.02,양지로2C_부천시,,0,
양지로1C,경기도,부천시,경기도 부천시 소사구 옥길동739-2번지,,,,,,0.02,양지로1C_부천시,,0,
양지로14L,경기도,부천시,경기도 부천시 소사구 옥길동701-2번지,,,,,,0.02,양지로14L_부천시,,0,
양지로13L,경기도,부천시,경기도 부천시 소사구 옥길동701-3번지,,,,,,0.8,양지로13L_부천시,,0,
양지로12L,경기도,부천시,경기도 부천시 소사구 옥길동701-6번지,,,,,,0.01,양지로12L_부천시,,0,
굴포천자전거길1R,경기도,부천시,경기도 부천시 원미구 상동700번지,,,,,,1.16,굴포천자전거길1R_부천시,,0,
소삼로1L,경기도,부천시,경기도 부천시 소사구 소사본동133-15번지,,,,,,0.31,소삼로1L_부천시,,0,
소사동로2L,경기도,부천시,경기도 부천시 소사구 괴안동238-4번지,,,,,,0.02,소사동로2L_부천시,,0,
소사동로6R,경기도,부천시,경기도 부천시 소사구 괴안동251-2번지,,,,,,0.32,소사동로6R_부천시,,0,
소사동로3R,경기도,부천시,경기도 부천시 소사구 소사본동409-3번지,,,,,,0.02,소사동로3R_부천시,,0,
은성로4L,경기도,부천시,경기도 부천시 소사구 소사본동408-1번지 소사주공2단지,,,,,,0.02,은성로4L_부천시,,0,
은성로4R,경기도,부천시,경기도 부천시 소사구 소사본동407-4번지,,,,,,0.02,은성로4R_부천시,,0,
범안로3L,경기도,부천시,경기도 부천시 소사구 옥길동780-4번지,,,,,,0.41,범안로3L_부천시,,0,
범안로2L,경기도,부천시,경기도 부천시 소사구 옥길동780-3번지,,,,,,0.02,범안로2L_부천시,,0,
범안로1L,경기도,부천시,경기도 부천시 소사구 옥길동780-1번지 옥길호반베르디움,,,,,,0.02,범안로1L_부천시,,0,
범안로3R,경기도,부천시,경기도 부천시 소사구 옥길동768번지,,,,,,0.4,범안로3R_부천시,,0,
범안로2R,경기도,부천시,경기도 부천시 소사구 옥길동777-1번지,,,,,,0.02,범안로2R_부천시,,0,
범안로1R,경기도,부천시,경기도 부천시 소사구 옥길동767-1번지,,,,,,0.02,범안로1R_부천시,,0,
옥길로8C,경기도,부천시,경기도 부천시 소사구 옥길동745-1번지,,,,,,0.02,옥길로8C_부천시,,0,
옥길로7C,경기도,부천시,경기도 부천시 소사구 옥길동772번지,,,,,,0.02,옥길로7C_부천시,,0,
옥길로6C,경기도,부천시,경기도 부천시 소사구 옥길동751-3번지,,,,,,0.02,옥길로6C_부천시,,0,
옥길로5C,경기도,부천시,경기도 부천시 소사구 옥길동771-1번지 엘에이치센트리뷰,,,,,,0.02,옥길로5C_부천시,,0,
옥길로4C,경기도,부천시,경기도 부천시 소사구 옥길동751-1번지 부천옥길브리즈힐아파트,,,,,,0.02,옥길로4C_부천시,,0,
옥길로3C,경기도,부천시,경기도 부천시 소사구 옥길동771-1번지 엘에이치센트리뷰,,,,,,0.02,옥길로3C_부천시,,0,
옥길로2C,경기도,부천시,경기도 부천시 소사구 옥길동758-6번지,,,,,,0.02,옥길로2C_부천시,,0,
옥길로1C,경기도,부천시,경기도 부천시 소사구 옥길동770번지,,,,,,0.02,옥길로1C_부천시,,0,
옥길로9L,경기도,부천시,경기도 부천시 소사구 옥길동790번지,,,,,,0.02,옥길로9L_부천시,,0,
옥길로8L,경기도,부천시,경기도 부천시 소사구 옥길동790번지,,,,,,0.2,옥길로8L_부천시,,0,
옥길로7L,경기도,부천시,경기도 부천시 소사구 옥길동727-2번지,,,,,,0.02,옥길로7L_부천시,,0,
옥길로6L,경기도,부천시,경기도 부천시 소사구 옥길동771-3번지,,,,,,0.01,옥길로6L_부천시,,0,
옥길로5L,경기도,부천시,경기도 부천시 소사구 옥길동771-2번지,,,,,,0.02,옥길로5L_부천시,,0,
송내대로11L,경기도,부천시,경기도 부천시 원미구 상동565-6번지,,,,,,0.14,송내대로11L_부천시,,0,
송내대로4R,경기도,부천시,경기도 부천시 원미구 중동1172번지 넘말사거리,,,,,,0.26,송내대로4R_부천시,,0,
송내대로3R,경기도,부천시,경기도 부천시 원미구 상동445번지 꿈동산 사거리,,,,,,0.32,송내대로3R_부천시,,0,
송내대로2R,경기도,부천시,경기도 부천시 원미구 상동445-2번지 법원사거리,,,,,,0.26,송내대로2R_부천시,,0,
송내대로1R,경기도,부천시,경기도 부천시 원미구 상동454-3번지,,,,,,0.31,송내대로1R_부천시,,0,
송내대로17R,경기도,부천시,경기도 부천시 오정구 삼정동14-13번지,,,,,,0.2,송내대로17R_부천시,,0,
송내대로16R,경기도,부천시,경기도 부천시 오정구 삼정동17-1번지 삼정고가교삼거리,,,,,,0.39,송내대로16R_부천시,,0,
송내대로14R,경기도,부천시,경기도 부천시 오정구 삼정동366-1번지 국민차매매단지,,,,,,0.05,송내대로14R_부천시,,0,
송내대로13R,경기도,부천시,경기도 부천시 오정구 삼정동363-3번지 지역난방공사 삼거리,,,,,,0.25,송내대로13R_부천시,,0,
송내대로12R,경기도,부천시,경기도 부천시 오정구 삼정동364번지 아파트형공장 사거리,,,,,,0.25,송내대로12R_부천시,,0,
송내대로11R,경기도,부천시,경기도 부천시 원미구 약대동192-3번지,,,,,,0.28,송내대로11R_부천시,,0,
송내대로10R,경기도,부천시,경기도 부천시 원미구 중동1024번지 부천체육관,,,,,,0.1,송내대로10R_부천시,,0,
송내대로8R,경기도,부천시,경기도 부천시 원미구 중동1027번지 길주사거리,,,,,,0.35,송내대로8R_부천시,,0,
송내대로7R,경기도,부천시,경기도 부천시 원미구 중동1030-2번지,,,,,,0.32,송내대로7R_부천시,,0,
송내대로6R,경기도,부천시,경기도 부천시 원미구 중동1169-1번지,,,,,,0.22,송내대로6R_부천시,,0,
송내대로5R,경기도,부천시,경기도 부천시 원미구 중동1170번지 화목사거리,,,,,,0.27,송내대로5R_부천시,,0,
부흥로3L,경기도,부천시,경기도 부천시 원미구 상동570-8번지,,,,,,0.34,부흥로3L_부천시,,0,
부흥로2L,경기도,부천시,경기도 부천시 원미구 상동571-4번지 백송마을동남디아망아파트,,,,,,0.36,부흥로2L_부천시,,0,
부흥로1L,경기도,부천시,경기도 부천시 원미구 상동572-3번지,,,,,,0.13,부흥로1L_부천시,,0,
부흥로7R,경기도,부천시,경기도 부천시 원미구 중동1208-8번지,,,,,,0.01,부흥로7R_부천시,,0,
부흥로2R,경기도,부천시,경기도 부천시 원미구 상동588-1번지,,,,,,0.3,부흥로2R_부천시,,0,
신상로3L,경기도,부천시,경기도 부천시 원미구 상동590-1번지,,,,,,0.31,신상로3L_부천시,,0,
신상로2L,경기도,부천시,경기도 부천시 원미구 상동621-3번지,,,,,,0.25,신상로2L_부천시,,0,
신상로1L,경기도,부천시,경기도 부천시 원미구 상동621-6번지,,,,,,0.26,신상로1L_부천시,,0,
굴포천자전거길3R,경기도,부천시,경기도 부천시 오정구 삼정동3-7번지,,,,,,0.12,굴포천자전거길3R_부천시,,0,
굴포천자전거길2R,경기도,부천시,경기도 부천시 오정구 삼정동366-5번지,,,,,,0.04,굴포천자전거길2R_부천시,,0,
평천로2R,경기도,부천시,경기도 부천시 원미구 상동500-1번지 다정한마을,,,,,,0.42,평천로2R_부천시,,0,
오정로3L,경기도,부천시,경기도 부천시 오정구 오정동729-1번지,,,,,,0.25,오정로3L_부천시,,0,
삼작로3L,경기도,부천시,경기도 부천시 오정구 내동274-2번지 내촌사거리,,,,,,0.79,삼작로3L_부천시,,0,
삼작로2L,경기도,부천시,경기도 부천시 오정구 삼정동196번지 내동사거리,,,,,,0.65,삼작로2L_부천시,,0,
삼작로1L,경기도,부천시,경기도 부천시 오정구 삼정동363-7번지 아트벙커사거리,,,,,,0.48,삼작로1L_부천시,,0,
삼작로6R,경기도,부천시,경기도 부천시 오정구 내동192번지 삼오정삼거리,,,,,,0.4,삼작로6R_부천시,,0,
삼작로5R,경기도,부천시,경기도 부천시 오정구 내동68번지 내동사거리,,,,,,0.46,삼작로5R_부천시,,0,
삼작로4R,경기도,부천시,경기도 부천시 오정구 삼정동298번지 에스케이미래로,,,,,,0.41,삼작로4R_부천시,,0,
삼작로3R,경기도,부천시,경기도 부천시 오정구 삼정동275-64번지 아트벙커사거리,,,,,,0.22,삼작로3R_부천시,,0,
삼작로2R,경기도,부천시,경기도 부천시 오정구 삼정동365번지 열병합발전소삼거리,,,,,,0.28,삼작로2R_부천시,,0,
삼작로1R,경기도,부천시,경기도 부천시 오정구 삼정동364-1번지 지역난방공사,,,,,,0.16,삼작로1R_부천시,,0,
여월로3L,경기도,부천시,경기도 부천시 오정구 작동산57-2번지 작동교차로,,,,,,1.0,여월로3L_부천시,,0,
여월로3R,경기도,부천시,경기도 부천시 오정구 작동368-1번지 작동교차로,,,,,,1.0,여월로3R_부천시,,0,
길주로21L,경기도,부천시,경기도 부천시 오정구 작동247-2번지,,,,,,0.36,길주로21L_부천시,,0,
길주로20L,경기도,부천시,경기도 부천시 오정구 작동276-2번지 까치울사거리,,,,,,0.03,길주로20L_부천시,,0,
용마산로136길,서울특별시,중랑구,서울특별시 중랑구 신내동 19,,37.6100976,127.1102563,37.6165592295,127.10975613,0.08,용마산로136길_중랑구,,0,
면목천로,서울특별시,중랑구,서울특별시 중랑구 면목동 1508-3,,37.58320712,127.084164,37.5792086847,127.0812079775,0.21,면목천로_중랑구,,0,
